RGX Vandal vs Reaper,General Discussion,0,16,17/1/2022,20:37
Top 5 players from your country (arguable),General Discussion,2,248,27/1/2022,12:08
f0rsaken > tenz ?,General Discussion,2,21,25/3/2022,18:32
Best players of Reykjavik,General Discussion,0,54,31/3/2022,1:24
If DRX vs PRX or XERXIA happened right now...,General Discussion,0,34,12/4/2022,9:37
once forsaken wakes up,General Discussion,0,4,16/4/2022,4:17
Fav players from Reykjavik,General Discussion,3,47,17/4/2022,22:00
Ranking the Remaining Players at Masters,General Discussion,0,18,20/4/2022,7:40
Top 5 Players (WORLD),General Discussion,0,51,9/5/2022,2:45
DRX,General Discussion,0,75,31/5/2022,15:22
Best Valorant Pro atm,General Discussion,0,105,16/3/2022,3:17
Top 20 2022,General Discussion,1,36,8/6/2022,16:57
TOP Players from APAC region,General Discussion,6,38,14/6/2022,12:54
about paper rex's bind,General Discussion,5,31,25/6/2022,22:01
APAC super team,General Discussion,0,30,26/6/2022,19:18
"Alfajer > f0rsaken, Jinggg ?",General Discussion,0,27,29/6/2022,22:07
show ur best vandal skin,General Discussion,1,19,11/7/2022,18:19
The reason why PRX win this event,General Discussion,0,47,13/7/2022,19:55
FORSAKEN FINGERED THEM,General Discussion,1,4,15/7/2022,2:37
Each region Superteam,General Discussion,0,94,17/7/2022,24:27
jingg & forsaken teaching drepek how to play ?,General Discussion,0,4,18/7/2022,2:59
how to beat paper rex,General Discussion,0,92,18/7/2022,24:41
Top aimers in Copenhagen,General Discussion,0,50,20/7/2022,12:14
Top 5 players WORLD,General Discussion,0,37,25/7/2022,5:59
forsaken and mindfreak,General Discussion,1,4,30/7/2022,13:36
Best player with each agent?,General Discussion,0,101,7/8/2022,9:45
champions MVP,General Discussion,0,81,19/8/2022,1:37
Top 5 aimers right now,General Discussion,0,28,21/8/2022,23:15
Jinggg vs F0rsaken,General Discussion,0,17,25/8/2022,13:58
GOAT recognize the GOAT,General Discussion,0,36,26/8/2022,22:08
What regions makes the best players,General Discussion,0,69,27/8/2022,22:41
Most overhyped player for each league?,General Discussion,1,93,23/9/2022,17:36
APAC Come,General Discussion,1,86,24/10/2022,1:53
Top5 players of all time by roles,General Discussion,3,66,27/10/2022,9:38
how many skins do you have?,General Discussion,0,27,2/1/2023,11:32
RRQ INDO Super team,General Discussion,0,44,29/1/2023,4:16
Plat Chat Top Players For Brazil,General Discussion,0,32,2/2/2023,20:47
IS THIS TOP 20 LIST VALID FOR VCT LOCKIN ??,General Discussion,6,82,10/2/2023,4:08
Top 10 players: Sao Paulo with reasoning,General Discussion,2,25,10/2/2023,20:25
What's your Night Market?,General Discussion,1,13,16/2/2023,20:01
CS vs Valorant,General Discussion,0,149,23/2/2023,6:40
Onliner Frauds,General Discussion,0,42,25/2/2023,15:56
Gun skins that players are known for?,General Discussion,4,40,1/3/2023,14:37
Rank These 10 Duelists,General Discussion,0,31,27/3/2023,16:13
paper rex situation,General Discussion,0,33,5/4/2023,14:27
Prx forsaken,General Discussion,1,4,15/4/2023,19:28
f0rsakeN and Leaf same person?,General Discussion,6,23,6/5/2023,21:38
Best Flex (Not Chronicle),General Discussion,0,34,8/5/2023,4:07
The Best (and Worst) Roles for Each Region,General Discussion,10,41,9/5/2023,24:34
Most flexible players itw,General Discussion,0,31,15/5/2023,20:34
best aimer,General Discussion,2,57,22/5/2023,23:54
TRUE TOP 10 PLAYERS (In Tokyo),General Discussion,0,43,7/6/2023,11:22
Make your own team [MASTERS TOKYO EDITION],General Discussion,1,40,13/6/2023,7:29
DRX vs PRX,General Discussion,0,5,15/6/2023,2:32
Best skin for each weapon,General Discussion,0,28,19/6/2023,22:51
PRX VS EG [ ANALYSIS],General Discussion,0,25,22/6/2023,4:20
Forsaken still not checking corners,General Discussion,0,4,24/6/2023,13:22
Xccurate playing with his brother ForsakeN (LIVE),General Discussion,0,4,1/7/2023,18:16
Best region in SEA,General Discussion,0,28,9/7/2023,23:07
Asia top 10 players ranked,General Discussion,0,60,16/7/2023,16:09
Asking the real questions...,General Discussion,0,6,17/7/2023,13:51
The Real Forsaken (word.exe),General Discussion,0,4,19/7/2023,12:15
top 10 players in champions imo,General Discussion,0,17,30/7/2023,3:20
what is your top 10 favorite players this event?,General Discussion,0,17,31/7/2023,2:56
PRX > EDG ALWAYS,General Discussion,0,15,11/8/2023,12:46
F0rsaken Interview,General Discussion,27,27,11/8/2023,24:43
Best player in each category,General Discussion,0,36,12/8/2023,21:42
Player - his iconic Skin,General Discussion,0,16,16/8/2023,23:26
Top 3 flex players,General Discussion,0,30,18/8/2023,11:55
who is prx igl,General Discussion,0,25,23/8/2023,8:17
Jinggg successor on prx,General Discussion,0,35,25/8/2023,16:33
WELCOME PRX SKROSSI,General Discussion,2,7,26/8/2023,24:46
IMPORTANT EMEA LEAKS LIVE,General Discussion,59,159,30/8/2023,5:56
Forsaken going back to cs?,General Discussion,0,4,4/10/2023,4:07
Monyet,General Discussion,1,40,23/11/2023,18:01
Best player on each agent,General Discussion,0,85,22/1/2024,13:59
someone help me decide,General Discussion,0,6,10/2/2024,9:44
Sideshow just yaps,General Discussion,0,28,14/2/2024,15:27
Players identified with their skins?,General Discussion,1,59,2/3/2024,22:56
Players you want to see back in their prime?,General Discussion,1,26,11/3/2024,5:23
I feel bad for Heretics,General Discussion,0,11,18/3/2024,4:06
Forsaken is not actually playing,General Discussion,6,4,18/3/2024,6:52
