EDward Gaming vs. Paper Rex,Valorant Champions 2024,Group Stage,loss,Paper Rex,Gen.G,1,2,11/08/2024,17:15
FUT Esports vs. Paper Rex,Valorant Champions 2024,Group Stage,win,Paper Rex,Gen.G,2,0,09/08/2024,17:25
G2 Esports vs. Paper Rex,Valorant Champions 2024,Group Stage,loss,Paper Rex,Gen.G,0,2,04/08/2024,15:00
DRX vs. Paper Rex,Champions Tour 2024: Pacific Stage 2,Playoffs,loss,Paper Rex,Gen.G,2,3,20/07/2024,15:00
Paper Rex vs. TALON,Champions Tour 2024: Pacific Stage 2,Playoffs,win,Paper Rex,Gen.G,2,0,14/07/2024,18:15
Paper Rex vs. Gen.G,Champions Tour 2024: Pacific Stage 2,Playoffs,loss,Paper Rex,Gen.G,0,2,13/07/2024,15:00
Paper Rex vs. ZETA DIVISION,Champions Tour 2024: Pacific Stage 2,Regular Season,win,Paper Rex,Gen.G,2,1,07/07/2024,18:00
Paper Rex vs. Rex Regum Qeon,Champions Tour 2024: Pacific Stage 2,Regular Season,win,Paper Rex,Gen.G,2,1,05/07/2024,15:00
Paper Rex vs. DetonatioN FocusMe,Champions Tour 2024: Pacific Stage 2,Regular Season,win,Paper Rex,Gen.G,2,0,01/07/2024,15:00
Paper Rex vs. DRX,Champions Tour 2024: Pacific Stage 2,Regular Season,win,Paper Rex,Gen.G,2,1,22/06/2024,18:50
Paper Rex vs. TALON,Champions Tour 2024: Pacific Stage 2,Regular Season,win,Paper Rex,Gen.G,2,0,16/06/2024,18:30
100 Thieves vs. Paper Rex,Champions Tour 2024: Masters Shanghai,Playoffs,loss,Paper Rex,Gen.G,1,2,03/06/2024,15:00
Paper Rex vs. EDward Gaming,Champions Tour 2024: Masters Shanghai,Playoffs,win,Paper Rex,Gen.G,2,0,01/06/2024,18:00
Paper Rex vs. G2 Esports,Champions Tour 2024: Masters Shanghai,Playoffs,loss,Paper Rex,Gen.G,1,2,31/05/2024,15:00
Paper Rex vs. Gen.G,Champions Tour 2024: Pacific Stage 1,Playoffs,win,Paper Rex,Gen.G,3,2,12/05/2024,15:00
T1 vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Playoffs,win,Paper Rex,Gen.G,2,0,05/05/2024,15:00
DRX vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Playoffs,win,Paper Rex,Gen.G,2,1,04/05/2024,18:10
Paper Rex vs. TALON,Champions Tour 2024: Pacific Stage 1,Playoffs,win,Paper Rex,Gen.G,2,1,03/05/2024,17:10
BLEED vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Regular Season,win,Paper Rex,Gen.G,2,0,27/04/2024,15:00
Global Esports vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Regular Season,win,Paper Rex,Gen.G,2,0,23/04/2024,17:50
Team Secret vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Regular Season,loss,Paper Rex,Gen.G,0,2,21/04/2024,18:00
Gen.G vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Regular Season,win,Paper Rex,Gen.G,2,1,13/04/2024,15:00
T1 vs. Paper Rex,Champions Tour 2024: Pacific Stage 1,Regular Season,win,Paper Rex,Gen.G,2,0,07/04/2024,18:15
Sentinels vs. Paper Rex,AfreecaTV Valorant League,Playoffs,loss,Paper Rex,Gen.G,0,3,10/12/2023,16:25
T1 vs. Paper Rex,AfreecaTV Valorant League,Playoffs,win,Paper Rex,Gen.G,2,0,09/12/2023,19:00
Paper Rex vs. FULL SENSE,AfreecaTV Valorant League,Group Stage,win,Paper Rex,Gen.G,2,0,07/12/2023,15:00
Sentinels vs. Paper Rex,AfreecaTV Valorant League,Group Stage,loss,Paper Rex,Gen.G,1,2,05/12/2023,15:00
Paper Rex vs. Evil Geniuses,Valorant Champions 2023,Playoffs,loss,Paper Rex,Gen.G,1,3,27/08/2023,2:30
Paper Rex vs. Evil Geniuses,Valorant Champions 2023,Playoffs,win,Paper Rex,Gen.G,2,1,25/08/2023,2:00
LOUD vs. Paper Rex,Valorant Champions 2023,Playoffs,win,Paper Rex,Gen.G,2,1,20/08/2023,2:00
Paper Rex vs. FUT Esports,Valorant Champions 2023,Playoffs,win,Paper Rex,Gen.G,2,0,17/08/2023,4:25
Paper Rex vs. EDward Gaming,Valorant Champions 2023,Group Stage,win,Paper Rex,Gen.G,2,0,11/08/2023,6:45
Paper Rex vs. KRÜ Esports,Valorant Champions 2023,Group Stage,win,Paper Rex,Gen.G,2,0,10/08/2023,2:00
Evil Geniuses vs. Paper Rex,Champions Tour 2023: Masters Tokyo,Playoffs,loss,Paper Rex,Evil Geniuses,2,3,24/06/2023,10:00
NRG Esports vs. Paper Rex,Champions Tour 2023: Masters Tokyo,Playoffs,win,Paper Rex,Evil Geniuses,2,1,21/06/2023,13:25
Paper Rex vs. EDward Gaming,Champions Tour 2023: Masters Tokyo,Playoffs,win,Paper Rex,Evil Geniuses,2,1,20/06/2023,13:45
Paper Rex vs. FNATIC,Champions Tour 2023: Masters Tokyo,Playoffs,loss,Paper Rex,Evil Geniuses,0,2,19/06/2023,12:15
Paper Rex vs. DRX,Champions Tour 2023: Masters Tokyo,Playoffs,win,Paper Rex,Evil Geniuses,2,0,17/06/2023,12:30
Paper Rex vs. DRX,Champions Tour 2023: Pacific League,Playoffs,win,Paper Rex,Evil Geniuses,3,2,28/05/2023,14:00
DRX vs. Paper Rex,Champions Tour 2023: Pacific League,Playoffs,win,Paper Rex,Evil Geniuses,2,0,22/05/2023,15:00
Paper Rex vs. T1,Champions Tour 2023: Pacific League,Playoffs,win,Paper Rex,Evil Geniuses,2,0,20/05/2023,18:15
Rex Regum Qeon vs. Paper Rex,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,0,16/05/2023,17:30
Paper Rex vs. Gen.G,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,0,12/05/2023,15:00
ZETA DIVISION vs. Paper Rex,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,0,06/05/2023,17:30
TALON vs. Paper Rex,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,1,01/05/2023,17:00
Paper Rex vs. Global Esports,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,1,22/04/2023,15:00
Paper Rex vs. DRX,Champions Tour 2023: Pacific League,League Play,loss,Paper Rex,Evil Geniuses,0,2,15/04/2023,16:00
T1 vs. Paper Rex,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,0,08/04/2023,18:10
Team Secret vs. Paper Rex,Champions Tour 2023: Pacific League,League Play,loss,Paper Rex,Evil Geniuses,1,2,02/04/2023,16:00
Paper Rex vs. DetonatioN FocusMe,Champions Tour 2023: Pacific League,League Play,win,Paper Rex,Evil Geniuses,2,0,26/03/2023,16:00
Cloud9 vs. Paper Rex,Champions Tour 2023: LOCK//IN São Paulo,Bracket Stage,loss,Paper Rex,Evil Geniuses,0,2,15/02/2023,7:05
DetonatioN FocusMe vs. Paper Rex,Riot Games ONE Pro Invitational 2022,Main Event,win,Paper Rex,Evil Geniuses,1,0,24/12/2022,12:35
ZETA DIVISION vs. Paper Rex,Riot Games ONE Pro Invitational 2022,Main Event,loss,Paper Rex,Evil Geniuses,0,1,24/12/2022,11:20
Team Heretics vs. Paper Rex,Valorant India Invitational by Galaxy Racer,Playoffs,win,Paper Rex,Evil Geniuses,3,1,20/11/2022,13:30
Paper Rex vs. Team Secret,Valorant India Invitational by Galaxy Racer,Playoffs,win,Paper Rex,Evil Geniuses,2,1,19/11/2022,22:15
BOOM Esports vs. Paper Rex,Valorant India Invitational by Galaxy Racer,Group Stage,win,Paper Rex,Evil Geniuses,1,0,19/11/2022,12:30
Paper Rex vs. BLEED,Valorant India Invitational by Galaxy Racer,Group Stage,loss,Paper Rex,Evil Geniuses,0,1,19/11/2022,2:30
Paper Rex vs. Global Esports,Valorant India Invitational by Galaxy Racer,Group Stage,win,Paper Rex,Evil Geniuses,1,0,19/11/2022,1:00
Paper Rex vs. Team Liquid,Valorant Champions 2022,Group Stage,loss,Paper Rex,Evil Geniuses,1,2,07/09/2022,21:00
Paper Rex vs. LEVIATÁN,Valorant Champions 2022,Group Stage,loss,Paper Rex,Evil Geniuses,0,2,02/09/2022,1:35
Paper Rex vs. EDward Gaming,Valorant Champions 2022,Group Stage,win,Paper Rex,Evil Geniuses,2,1,31/08/2022,21:00
Paper Rex vs. FunPlus Phoenix,Valorant Champions Tour Stage 2: Masters Copenhagen,Playoffs,loss,Paper Rex,Evil Geniuses,2,3,24/07/2022,22:00
Paper Rex vs. OpTic Gaming,Valorant Champions Tour Stage 2: Masters Copenhagen,Playoffs,win,Paper Rex,Evil Geniuses,2,1,22/07/2022,22:00
Paper Rex vs. FNATIC,Valorant Champions Tour Stage 2: Masters Copenhagen,Playoffs,win,Paper Rex,Evil Geniuses,2,0,17/07/2022,22:00
Paper Rex vs. Guild Esports,Valorant Champions Tour Stage 2: Masters Copenhagen,Playoffs,win,Paper Rex,Evil Geniuses,2,0,14/07/2022,22:00
Paper Rex vs. XERXIA Esports,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,win,Paper Rex,Evil Geniuses,3,0,26/06/2022,13:45
Paper Rex vs. Team Secret,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,win,Paper Rex,Evil Geniuses,2,0,25/06/2022,16:30
Paper Rex vs. BLEED,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,win,Paper Rex,Evil Geniuses,2,1,24/06/2022,10:00
Paper Rex vs. Alter Ego,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,win,Paper Rex,Evil Geniuses,2,1,23/06/2022,10:00
Paper Rex vs. ORDER,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,win,Paper Rex,Evil Geniuses,2,0,19/06/2022,10:00
Paper Rex vs. BOOM Esports,Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,win,Paper Rex,Evil Geniuses,2,0,16/06/2022,14:25
LaZe vs. Paper Rex,Champions Tour Malaysia & Singapore Stage 2: Challengers,Playoffs,win,Paper Rex,Evil Geniuses,3,0,29/05/2022,11:30
Paper Rex vs. BLEED,Champions Tour Malaysia & Singapore Stage 2: Challengers,Playoffs,win,Paper Rex,Evil Geniuses,2,0,28/05/2022,17:20
Paper Rex vs. LaZe,Champions Tour Malaysia & Singapore Stage 2: Challengers,Playoffs,loss,Paper Rex,Evil Geniuses,1,2,28/05/2022,11:30
Paper Rex vs. No Namers,Champions Tour Malaysia & Singapore Stage 2: Challengers,Playoffs,win,Paper Rex,Evil Geniuses,2,0,27/05/2022,9:30
Paper Rex vs. Blitz Esports,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,22/05/2022,11:55
Paper Rex vs. Todak,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,21/05/2022,11:35
Paper Rex vs. KPMOONIIBLM9,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,20/05/2022,13:00
Paper Rex vs. Avium Esports,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,19/05/2022,16:20
Paper Rex vs. Galaxy Esports,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,15/05/2022,9:30
Paper Rex vs. BLEED,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,1,14/05/2022,15:05
Paper Rex vs. LaZe,Champions Tour Malaysia & Singapore Stage 2: Challengers,Group Stage,win,Paper Rex,Evil Geniuses,2,0,13/05/2022,13:00
ZETA DIVISION vs. Paper Rex,Valorant Champions Tour Stage 1: Masters Reykjavík,Playoffs,loss,Paper Rex,Evil Geniuses,1,2,23/04/2022,3:25
G2 Esports vs. Paper Rex,Valorant Champions Tour Stage 1: Masters Reykjavík,Playoffs,win,Paper Rex,G2 Esports,2,0,19/04/2022,4:00
Paper Rex vs. The Guard,Valorant Champions Tour Stage 1: Masters Reykjavík,Playoffs,win,Paper Rex,G2 Esports,2,0,17/04/2022,3:30
Paper Rex vs. DRX,Valorant Champions Tour Stage 1: Masters Reykjavík,Playoffs,loss,Paper Rex,G2 Esports,1,2,16/04/2022,12:00
Paper Rex vs. XERXIA Esports,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Knockouts,win,Paper Rex,G2 Esports,3,2,27/03/2022,14:30
BLEED vs. Paper Rex,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Knockouts,win,Paper Rex,G2 Esports,2,0,26/03/2022,15:10
XERXIA Esports vs. Paper Rex,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Knockouts,win,Paper Rex,G2 Esports,2,0,25/03/2022,13:30
Paper Rex vs. South Built Esports,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Knockouts,win,Paper Rex,G2 Esports,2,0,24/03/2022,19:30
Paper Rex vs. Persija Esports,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Group Stage,win,Paper Rex,G2 Esports,2,1,19/03/2022,13:20
Paper Rex vs. Fancy United Esports,Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,Group Stage,win,Paper Rex,G2 Esports,2,0,17/03/2022,12:30
Paper Rex vs. BLEED,Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,win,Paper Rex,G2 Esports,3,0,27/02/2022,13:00
Paper Rex vs. No Namers,Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,win,Paper Rex,G2 Esports,2,0,26/02/2022,15:30
Paper Rex vs. KPMOONIIBLM9,Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,win,Paper Rex,G2 Esports,2,0,25/02/2022,16:15
Paper Rex vs. Madness Esports,Champions Tour Malaysia & Singapore Stage 1: Challengers,Playoffs,win,Paper Rex,G2 Esports,2,0,24/02/2022,13:30
Paper Rex vs. Todak,Champions Tour Malaysia & Singapore Stage 1: Challengers,Group Stage,win,Paper Rex,G2 Esports,2,0,18/02/2022,18:55
Paper Rex vs. You Guys Get Paid?,Champions Tour Malaysia & Singapore Stage 1: Challengers,Group Stage,win,Paper Rex,G2 Esports,2,0,10/02/2022,16:30
Paper Rex vs. Louvre,The Esports Club Showdown,Main Event,win,Paper Rex,G2 Esports,3,0,30/11/2021,17:30
Paper Rex vs. Alter Ego,The Esports Club Showdown,Main Event,win,Paper Rex,G2 Esports,2,0,25/11/2021,18:30
Paper Rex vs. Louvre,The Esports Club Showdown,Main Event,win,Paper Rex,G2 Esports,2,0,22/11/2021,18:30
BOOM Esports vs. Paper Rex,Royal SEA Challenge,Playoffs,loss,Paper Rex,G2 Esports,0,2,19/11/2021,20:50
Sharper Esport vs. Paper Rex,Royal SEA Challenge,Playoffs,win,Paper Rex,G2 Esports,2,1,19/11/2021,14:10
Paper Rex vs. Team Exploit,The Esports Club Showdown,Main Event,win,Paper Rex,G2 Esports,2,0,18/11/2021,14:50
Paper Rex vs. Bren Esports,Royal SEA Challenge,Group Stage,win,Paper Rex,G2 Esports,2,0,17/11/2021,16:20
Paper Rex vs. BLEED,Royal SEA Challenge,Group Stage,win,Paper Rex,G2 Esports,2,0,16/11/2021,16:00
Paper Rex vs. Team Big BAAM,Royal SEA Challenge,Group Stage,win,Paper Rex,G2 Esports,2,0,15/11/2021,16:00
Paper Rex vs. South Built Esports,Royal SEA Challenge,Group Stage,draw,Paper Rex,G2 Esports,1,1,14/11/2021,16:00
Paper Rex vs. DAMWON Gaming,Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,loss,Paper Rex,G2 Esports,1,2,15/10/2021,17:15
Paper Rex vs. NORTHEPTION,Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,loss,Paper Rex,G2 Esports,0,2,14/10/2021,14:00
Paper Rex vs. Global Esports,Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,win,Paper Rex,G2 Esports,2,0,12/10/2021,20:30
Paper Rex vs. BLEED,KJC eSports VALORANT Invitational,Playoffs,win,Paper Rex,G2 Esports,3,0,10/10/2021,16:00
BLEED vs. Paper Rex,KJC eSports VALORANT Invitational,Playoffs,win,Paper Rex,G2 Esports,2,1,09/10/2021,16:00
Paper Rex vs. Louvre,KJC eSports VALORANT Invitational,Playoffs,win,Paper Rex,G2 Esports,2,0,08/10/2021,16:35
Paper Rex vs. Foxy Araikordai,KJC eSports VALORANT Invitational,Playoffs,win,Paper Rex,G2 Esports,2,0,07/10/2021,15:30
Louvre vs. Team SMG,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,Main Event,loss,Paper Rex,G2 Esports,0,1,24/07/2021,14:00
Team SMG vs. UndeRank,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,Main Event,win,Paper Rex,G2 Esports,1,0,23/07/2021,20:15
Paper Rex vs. Team SMG,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,Main Event,loss,Paper Rex,G2 Esports,0,2,23/07/2021,9:00
Team SMG vs. Brain And Friends,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,Qualifiers,win,Paper Rex,G2 Esports,2,1,17/07/2021,15:30
Team SMG vs. Team Titan,Champions Tour Malaysia & Singapore Stage 3: Challengers 2,Qualifiers,win,Paper Rex,G2 Esports,2,0,17/07/2021,12:00
Todak vs. Team SMG,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,Main Event,loss,Paper Rex,G2 Esports,0,1,10/07/2021,15:15
Saints vs. Team SMG,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,Main Event,win,Paper Rex,G2 Esports,1,0,09/07/2021,19:15
Team SMG vs. Kingsmen,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,Main Event,loss,Paper Rex,G2 Esports,0,2,09/07/2021,12:10
Team SMG vs. Saints,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,Qualifiers,win,Paper Rex,G2 Esports,2,0,03/07/2021,15:30
Team SMG vs. Running Dogs,Champions Tour Malaysia & Singapore Stage 3: Challengers 1,Qualifiers,win,Paper Rex,G2 Esports,2,0,03/07/2021,12:00
Team SMG vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,loss,Paper Rex,G2 Esports,1,2,24/04/2021,9:00
Todak vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 3,Main Event,loss,Paper Rex,G2 Esports,1,2,23/04/2021,9:00
Louvre vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,loss,Paper Rex,G2 Esports,0,1,17/04/2021,15:40
Kingsmen vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,win,Paper Rex,G2 Esports,1,0,16/04/2021,19:15
Team SMG vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Main Event,loss,Paper Rex,G2 Esports,0,2,16/04/2021,12:30
Orgless vs. Todak,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Qualifiers Day 1,win,Paper Rex,G2 Esports,2,0,10/04/2021,16:00
Orgless vs. Wulf Esports,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Qualifiers Day 1,win,Paper Rex,G2 Esports,2,0,10/04/2021,12:30
Orgless vs. Rendezvous,Champions Tour Malaysia & Singapore Stage 2: Challengers 2,Qualifiers Day 1,win,Paper Rex,G2 Esports,2,0,10/04/2021,10:30
Team SMG vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Main Event,loss,Orgless,Team SMG,0,1,03/04/2021,14:45
Orgless vs. Zero Synergy,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Main Event,win,Orgless,Team SMG,1,0,02/04/2021,20:10
Orgless vs. Team 600,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Main Event,loss,Orgless,Team SMG,0,2,02/04/2021,14:25
Orgless vs. Zero Synergy White,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Qualifiers,win,Orgless,Team SMG,2,0,27/03/2021,14:00
Louvre vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Qualifiers,win,Orgless,Team SMG,2,0,27/03/2021,10:30
Todak vs. Orgless,Champions Tour Malaysia & Singapore Stage 2: Challengers 1,Qualifiers,win,Orgless,Team SMG,1,0,27/03/2021,9:00
Orgless vs. Team SMG,Champions Tour Malaysia & Singapore Stage 1: Challengers 3,Playoffs,loss,Orgless,Team SMG,1,2,14/03/2021,9:00
Timing Monster Gaming vs. Orgless,Champions Tour Malaysia & Singapore Stage 1: Challengers 3,Playoffs,loss,Orgless,Team SMG,0,2,13/03/2021,16:40
Orgless vs. Kingsmen,Champions Tour Malaysia & Singapore Stage 1: Challengers 3,Playoffs,win,Orgless,Team SMG,2,0,13/03/2021,12:00
Orgless vs. Tengkorak,Champions Tour Malaysia & Singapore Stage 1: Challengers 3,Playoffs,win,Orgless,Team SMG,2,0,12/03/2021,14:25
JustLose vs. Reality Rift,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,loss,Orgless,Team SMG,2,3,28/02/2021,12:15
Kingsmen vs. Reality Rift,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,win,Orgless,Team SMG,2,0,28/02/2021,9:00
Reality Rift vs. Paper Rex,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,win,Orgless,Team SMG,1,0,27/02/2021,18:05
Looking For Org vs. Reality Rift,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,win,Orgless,Team SMG,1,0,27/02/2021,13:50
Reality Rift vs. JustLose,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,loss,Orgless,Team SMG,0,2,27/02/2021,9:00
Reality Rift vs. Paper Rex,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs,win,Orgless,Team SMG,2,1,26/02/2021,9:00
Reality Rift vs. Team SMG,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,Main Event,win,Orgless,Team SMG,3,1,07/02/2021,12:20
Reality Rift vs. Team SMG,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,Main Event,win,Orgless,Team SMG,2,1,06/02/2021,15:15
Todak vs. Reality Rift,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,Main Event,win,Orgless,Team SMG,2,0,06/02/2021,9:00
XIAO vs. Reality Rift,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,Main Event,win,Orgless,Team SMG,2,0,05/02/2021,12:00
Reality Rift vs. Paper Rex,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,Qualifier,win,Orgless,Team SMG,2,1,30/01/2021,12:30
Reality Rift vs. Only One Word,Logitech G Pacific Open+,Main Event,loss,Orgless,Team SMG,0,2,16/01/2021,11:00
Reality Rift vs. Team SMG,Logitech G Pacific Open+,Singapore Qualifier,loss,Orgless,Team SMG,0,2,09/01/2021,14:50
Team SMG vs. Reality Rift,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,2,1,20/12/2020,13:00
JustLose vs. Reality Rift,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,20/12/2020,12:00
FFQ vs. Reality Rift,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,20/12/2020,11:00
Reality Rift vs. InnerVoice,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,20/12/2020,10:00
Reality Rift vs. JustLose,WCS20 SEA Community Tournament,Playoffs,loss,Orgless,Team SMG,0,1,19/12/2020,16:30
JustLose vs. Reality Rift,Logitech G Pacific Open+,Singapore Qualifier,win,Orgless,Team SMG,1,0,19/12/2020,14:15
Reality Rift vs. Team 600,Logitech G Pacific Open+,Singapore Qualifier,win,Orgless,Team SMG,1,0,19/12/2020,13:00
Celeste vs. Reality Rift,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,19/12/2020,12:00
Team LZ vs. Reality Rift,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,19/12/2020,11:00
Reality Rift vs. TheDuckArmy,WCS20 SEA Community Tournament,Playoffs,win,Orgless,Team SMG,1,0,19/12/2020,10:00
Reality Rift vs. Todak,First Strike: Malaysia & Singapore,Playoffs,loss,Orgless,Team SMG,1,2,06/12/2020,10:00
Team SMG vs. Reality Rift,First Strike: Malaysia & Singapore,Playoffs,loss,Orgless,Team SMG,1,2,05/12/2020,16:20
Kingsmen vs. Reality Rift,First Strike: Malaysia & Singapore,Playoffs,win,Orgless,Team SMG,2,0,05/12/2020,13:45
Reality Rift vs. Zero Synergy White,First Strike: Malaysia & Singapore,Qualifier #1,win,Orgless,Team SMG,2,0,26/11/2020,11:00
Reality Rift vs. Las Venturas,First Strike: Malaysia & Singapore,Qualifier #1,win,Orgless,Team SMG,2,1,21/11/2020,12:30
Reality Rift vs. Hydro C.C,First Strike: Malaysia & Singapore,Qualifier #1,win,Orgless,Team SMG,2,0,21/11/2020,9:00
