team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
Team Vitality,VIT,1,Bo3,B,loss,"[['Ascent', 13, 7, 5], ['Sunset', 13, 5, 8], ['Bind', 7, 6, 1]]",33,18,14,Valorant Champions 2024,Group Stage: Opening (C),"['VIT trexx', 'VIT runneR', 'VIT ceNder', 'VIT Sayf', 'VIT Kicks']",Lotus,Haven,Sunset,Bind,-,Ascent,Sunset,Bind,-,-,https://www.vlr.gg/378669/team-vitality-vs-trace-esports-valorant-champions-2024-opening-c
Trace Esports,TE,2,Bo3,A,win,"[['Ascent', 15, 7, 5], ['Sunset', 7, 4, 3], ['Bind', 13, 7, 6]]",35,18,14,Valorant Champions 2024,Group Stage: Opening (C),"['TE LuoK1ng', 'TE Kai', 'TE heybay', 'TE FengF', 'TE Biank']",Icebox,Abyss,Ascent,Bind,-,Ascent,Sunset,Bind,-,-,https://www.vlr.gg/378669/team-vitality-vs-trace-esports-valorant-champions-2024-opening-c
G2 Esports,G2,2,Bo3,B,win,"[['Icebox', 13, 8, 5], ['Lotus', 13, 4, 9]]",26,12,14,Valorant Champions 2024,Group Stage: Opening (D),"['G2 leaf', 'G2 trent', 'G2 icy', 'G2 JonahP', 'G2 valyn']",Sunset,Abyss,Lotus,Bind,-,Icebox,Lotus,-,-,-,https://www.vlr.gg/378674/g2-esports-vs-paper-rex-valorant-champions-2024-opening-d
Paper Rex,PRX,0,Bo3,A,loss,"[['Icebox', 8, 4, 4], ['Lotus', 9, 3, 6]]",17,7,10,Valorant Champions 2024,Group Stage: Opening (D),"['PRX f0rsakeN', 'PRX mindfreak', 'PRX something', 'PRX Jinggg', 'PRX d4v41']",Ascent,Haven,Icebox,Bind,-,Icebox,Lotus,-,-,-,https://www.vlr.gg/378674/g2-esports-vs-paper-rex-valorant-champions-2024-opening-d
EDward Gaming,EDG,2,Bo3,B,win,"[['Lotus', 13, 8, 5], ['Bind', 13, 8, 5]]",26,16,10,Valorant Champions 2024,Group Stage: Opening (D),"['EDG Smoggy', 'EDG CHICHOO', 'EDG ZmjjKK', 'EDG nobody', 'EDG S1Mon']",Ascent,Icebox,Bind,Sunset,-,Lotus,Bind,-,-,-,https://www.vlr.gg/378673/edward-gaming-vs-fut-esports-valorant-champions-2024-opening-d
FUT Esports,FUT,0,Bo3,A,loss,"[['Lotus', 9, 5, 4], ['Bind', 10, 6, 4]]",19,11,8,Valorant Champions 2024,Group Stage: Opening (D),"['FUT qRaxs', 'FUT yetujey', 'FUT cNed', 'FUT MrFaliN', 'FUT AtaKaptan']",Haven,Abyss,Lotus,Sunset,-,Lotus,Bind,-,-,-,https://www.vlr.gg/378673/edward-gaming-vs-fut-esports-valorant-champions-2024-opening-d
Gen.G,GEN,1,Bo3,B,loss,"[['Abyss', 13, 7, 6], ['Lotus', 11, 8, 3], ['Bind', 10, 6, 4]]",34,21,13,Valorant Champions 2024,Group Stage: Winner's (B),"['GEN Meteor', 'GEN Karon', 'GEN t3xture', 'GEN Munchkin', 'GEN Lakia']",Sunset,Haven,Lotus,Bind,-,Abyss,Lotus,Bind,-,-,https://www.vlr.gg/378664/gen-g-vs-team-heretics-valorant-champions-2024-winners-b
Team Heretics,TH,2,Bo3,A,win,"[['Abyss', 11, 6, 5], ['Lotus', 13, 9, 4], ['Bind', 13, 8, 5]]",37,23,14,Valorant Champions 2024,Group Stage: Winner's (B),"['TH Boo', 'TH RieNs', 'TH Wo0t', 'TH benjyfishy', 'TH MiniBoo']",Ascent,Icebox,Abyss,Bind,-,Abyss,Lotus,Bind,-,-,https://www.vlr.gg/378664/gen-g-vs-team-heretics-valorant-champions-2024-winners-b
FNATIC,FNC,0,Bo3,B,loss,"[['Abyss', 11, 5, 6], ['Lotus', 6, 1, 5]]",17,6,11,Valorant Champions 2024,Group Stage: Winner's (A),"['FNC Alfajer', 'FNC Derke', 'FNC hiro', 'FNC Chronicle', 'FNC Boaster']",Icebox,Sunset,Lotus,Bind,-,Abyss,Lotus,-,-,-,https://www.vlr.gg/378658/fnatic-vs-drx-valorant-champions-2024-winners-a
DRX,DRX,2,Bo3,A,win,"[['Abyss', 13, 6, 7], ['Lotus', 13, 7, 6]]",26,13,13,Valorant Champions 2024,Group Stage: Winner's (A),"['DRX BuZz', 'DRX MaKo', 'DRX Flashback', 'DRX BeYN', 'DRX Foxy9']",Haven,Ascent,Abyss,Bind,-,Abyss,Lotus,-,-,-,https://www.vlr.gg/378658/fnatic-vs-drx-valorant-champions-2024-winners-a
LEVIATÁN,LEV,1,Bo3,B,loss,"[['Bind', 10, 5, 5], ['Sunset', 13, 6, 7], ['Ascent', 5, 2, 3]]",28,13,15,Valorant Champions 2024,Group Stage: Winner's (C),"['LEV aspas', 'LEV kiNgg', 'LEV tex', 'LEV C0M', 'LEV Mazino']",Lotus,Abyss,Sunset,Ascent,-,Bind,Sunset,Ascent,-,-,https://www.vlr.gg/378670/leviat-n-vs-trace-esports-valorant-champions-2024-winners-c
Trace Esports,TE,2,Bo3,A,win,"[['Bind', 13, 7, 6], ['Sunset', 9, 5, 4], ['Ascent', 13, 3, 10]]",35,15,20,Valorant Champions 2024,Group Stage: Winner's (C),"['TE Kai', 'TE FengF', 'TE heybay', 'TE Biank', 'TE LuoK1ng']",Icebox,Haven,Bind,Ascent,-,Bind,Sunset,Ascent,-,-,https://www.vlr.gg/378670/leviat-n-vs-trace-esports-valorant-champions-2024-winners-c
EDward Gaming,EDG,1,Bo3,B,loss,"[['Icebox', 13, 9, 4], ['Haven', 11, 5, 6], ['Bind', 11, 8, 3]]",35,22,13,Valorant Champions 2024,Group Stage: Winner's (D),"['EDG S1Mon', 'EDG Smoggy', 'EDG CHICHOO', 'EDG ZmjjKK', 'EDG nobody']",Ascent,Abyss,Haven,Bind,-,Icebox,Haven,Bind,-,-,https://www.vlr.gg/378675/edward-gaming-vs-g2-esports-valorant-champions-2024-winners-d
G2 Esports,G2,2,Bo3,A,win,"[['Icebox', 8, 5, 3], ['Haven', 13, 6, 7], ['Bind', 13, 9, 4]]",34,20,14,Valorant Champions 2024,Group Stage: Winner's (D),"['G2 valyn', 'G2 icy', 'G2 trent', 'G2 leaf', 'G2 JonahP']",Sunset,Lotus,Icebox,Bind,-,Icebox,Haven,Bind,-,-,https://www.vlr.gg/378675/edward-gaming-vs-g2-esports-valorant-champions-2024-winners-d
Sentinels,SEN,2,Bo3,B,win,"[['Bind', 13, 4, 9], ['Lotus', 13, 4, 9]]",26,8,18,Valorant Champions 2024,Group Stage: Elimination (B),"['SEN zekken', 'SEN TenZ', 'SEN johnqt', 'SEN Zellsis', 'SEN Sacy']",Icebox,Ascent,Lotus,Abyss,-,Bind,Lotus,-,-,-,https://www.vlr.gg/378665/sentinels-vs-funplus-phoenix-valorant-champions-2024-elim-b
FunPlus Phoenix,FPX,0,Bo3,A,loss,"[['Bind', 8, 0, 8], ['Lotus', 5, 3, 2]]",13,3,10,Valorant Champions 2024,Group Stage: Elimination (B),"['FPX BerLIN', 'FPX Autumn', 'FPX AAAAY', 'FPX Life', 'FPX Lysoar']",Sunset,Haven,Bind,Abyss,-,Bind,Lotus,-,-,-,https://www.vlr.gg/378665/sentinels-vs-funplus-phoenix-valorant-champions-2024-elim-b
Bilibili Gaming,BLG,0,Bo3,B,loss,"[['Lotus', 9, 7, 2], ['Icebox', 4, 3, 1]]",13,10,3,Valorant Champions 2024,Group Stage: Elimination (A),"['BLG Flex1n', 'BLG Knight', 'BLG whzy', 'BLG yosemite', 'BLG nephh']",Haven,Ascent,Icebox,Sunset,-,Lotus,Icebox,-,-,-,https://www.vlr.gg/378659/bilibili-gaming-vs-kr-esports-valorant-champions-2024-elim-a
KRÜ Esports,KRÜ,2,Bo3,A,win,"[['Lotus', 13, 8, 5], ['Icebox', 13, 4, 9]]",26,12,14,Valorant Champions 2024,Group Stage: Elimination (A),"['KRÜ heat', 'KRÜ keznit', 'KRÜ mta', 'KRÜ Shyy', 'KRÜ Melser']",Bind,Abyss,Lotus,Sunset,-,Lotus,Icebox,-,-,-,https://www.vlr.gg/378659/bilibili-gaming-vs-kr-esports-valorant-champions-2024-elim-a
TALON,TLN,0,Bo3,A,loss,"[['Lotus', 13, 10, 3], ['Sunset', 13, 6, 7]]",26,16,10,Valorant Champions 2024,Group Stage: Elimination (C),"['TLN primmie', 'TLN ban', 'TLN JitBoyS', 'TLN Governor', 'TLN Crws']",Icebox,Ascent,Lotus,Bind,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/378671/talon-esports-vs-team-vitality-valorant-champions-2024-elim-c
Team Vitality,VIT,2,Bo3,B,win,"[['Lotus', 6, 4, 2], ['Sunset', 8, 2, 6]]",14,6,8,Valorant Champions 2024,Group Stage: Elimination (C),"['VIT Kicks', 'VIT Sayf', 'VIT trexx', 'VIT runneR', 'VIT ceNder']",Abyss,Haven,Sunset,Bind,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/378671/talon-esports-vs-team-vitality-valorant-champions-2024-elim-c
FUT Esports,FUT,0,Bo3,A,loss,"[['Sunset', 13, 7, 6], ['Bind', 13, 4, 9]]",26,11,15,Valorant Champions 2024,Group Stage: Elimination (D),"['FUT yetujey', 'FUT cNed', 'FUT AtaKaptan', 'FUT qRaxs', 'FUT MrFaliN']",Haven,Abyss,Sunset,Lotus,-,Sunset,Bind,-,-,-,https://www.vlr.gg/378676/fut-esports-vs-paper-rex-valorant-champions-2024-elim-d
Paper Rex,PRX,2,Bo3,B,win,"[['Sunset', 11, 6, 5], ['Bind', 6, 3, 3]]",17,9,8,Valorant Champions 2024,Group Stage: Elimination (D),"['PRX d4v41', 'PRX mindfreak', 'PRX Jinggg', 'PRX something', 'PRX f0rsakeN']",Ascent,Icebox,Bind,Lotus,-,Sunset,Bind,-,-,-,https://www.vlr.gg/378676/fut-esports-vs-paper-rex-valorant-champions-2024-elim-d
Gen.G,GEN,0,Bo3,B,loss,"[['Lotus', 9, 4, 5], ['Icebox', 6, 5, 1]]",15,9,6,Valorant Champions 2024,Group Stage: Decider (B),"['GEN t3xture', 'GEN Munchkin', 'GEN Meteor', 'GEN Karon', 'GEN Lakia']",Sunset,Bind,Icebox,Haven,-,Lotus,Icebox,-,-,-,https://www.vlr.gg/378666/gen-g-vs-sentinels-valorant-champions-2024-decider-b
Sentinels,SEN,2,Bo3,A,win,"[['Lotus', 13, 7, 6], ['Icebox', 13, 6, 7]]",26,13,13,Valorant Champions 2024,Group Stage: Decider (B),"['SEN TenZ', 'SEN johnqt', 'SEN zekken', 'SEN Sacy', 'SEN Zellsis']",Ascent,Abyss,Lotus,Haven,-,Lotus,Icebox,-,-,-,https://www.vlr.gg/378666/gen-g-vs-sentinels-valorant-champions-2024-decider-b
FNATIC,FNC,2,Bo3,B,win,"[['Sunset', 11, 7, 4], ['Haven', 13, 7, 6], ['Lotus', 13, 5, 8]]",37,19,18,Valorant Champions 2024,Group Stage: Decider (A),"['FNC Derke', 'FNC Chronicle', 'FNC hiro', 'FNC Alfajer', 'FNC Boaster']",Icebox,Ascent,Haven,Lotus,-,Sunset,Haven,Lotus,-,-,https://www.vlr.gg/378660/fnatic-vs-kr-esports-valorant-champions-2024-decider-a
KRÜ Esports,KRÜ,1,Bo3,A,loss,"[['Sunset', 13, 8, 5], ['Haven', 9, 6, 3], ['Lotus', 5, 4, 1]]",27,18,9,Valorant Champions 2024,Group Stage: Decider (A),"['KRÜ keznit', 'KRÜ Shyy', 'KRÜ heat', 'KRÜ Melser', 'KRÜ mta']",Bind,Abyss,Sunset,Lotus,-,Sunset,Haven,Lotus,-,-,https://www.vlr.gg/378660/fnatic-vs-kr-esports-valorant-champions-2024-decider-a
LEVIATÁN,LEV,2,Bo3,A,win,"[['Icebox', 12, 5, 7], ['Sunset', 4, 2, 2]]",16,7,9,Valorant Champions 2024,Group Stage: Decider (C),"['LEV aspas', 'LEV kiNgg', 'LEV Mazino', 'LEV C0M', 'LEV tex']",Bind,Lotus,Icebox,Ascent,-,Icebox,Sunset,-,-,-,https://www.vlr.gg/378672/leviat-n-vs-team-vitality-valorant-champions-2024-decider-c
Team Vitality,VIT,0,Bo3,B,loss,"[['Icebox', 14, 5, 7], ['Sunset', 13, 3, 10]]",27,8,17,Valorant Champions 2024,Group Stage: Decider (C),"['VIT trexx', 'VIT Sayf', 'VIT Kicks', 'VIT ceNder', 'VIT runneR']",Abyss,Haven,Sunset,Ascent,-,Icebox,Sunset,-,-,-,https://www.vlr.gg/378672/leviat-n-vs-team-vitality-valorant-champions-2024-decider-c
EDward Gaming,EDG,2,Bo3,A,win,"[['Icebox', 13, 9, 4], ['Sunset', 8, 2, 6], ['Lotus', 4, 1, 3]]",25,12,13,Valorant Champions 2024,Group Stage: Decider (D),"['EDG Smoggy', 'EDG CHICHOO', 'EDG S1Mon', 'EDG nobody', 'EDG ZmjjKK']",Bind,Ascent,Icebox,Lotus,-,Icebox,Sunset,Lotus,-,-,https://www.vlr.gg/378677/edward-gaming-vs-paper-rex-valorant-champions-2024-decider-d
Paper Rex,PRX,1,Bo3,B,loss,"[['Icebox', 3, 0, 3], ['Sunset', 13, 6, 7], ['Lotus', 13, 9, 4]]",29,15,14,Valorant Champions 2024,Group Stage: Decider (D),"['PRX mindfreak', 'PRX something', 'PRX f0rsakeN', 'PRX d4v41', 'PRX Jinggg']",Haven,Abyss,Sunset,Lotus,-,Icebox,Sunset,Lotus,-,-,https://www.vlr.gg/378677/edward-gaming-vs-paper-rex-valorant-champions-2024-decider-d
DRX,DRX,0,Bo3,B,loss,"[['Sunset', 13, 6, 6], ['Haven', 8, 2, 6]]",21,8,12,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['DRX Flashback', 'DRX Foxy9', 'DRX MaKo', 'DRX BeYN', 'DRX BuZz']",Lotus,Abyss,Haven,Icebox,-,Sunset,Haven,-,-,-,https://www.vlr.gg/378822/drx-vs-sentinels-valorant-champions-2024-ubqf
Sentinels,SEN,2,Bo3,A,win,"[['Sunset', 15, 6, 6], ['Haven', 13, 6, 7]]",28,12,13,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['SEN zekken', 'SEN Zellsis', 'SEN TenZ', 'SEN Sacy', 'SEN johnqt']",Ascent,Bind,Sunset,Icebox,-,Sunset,Haven,-,-,-,https://www.vlr.gg/378822/drx-vs-sentinels-valorant-champions-2024-ubqf
Trace Esports,TE,0,Bo3,A,loss,"[['Bind', 13, 10, 3], ['Sunset', 13, 3, 10]]",26,13,13,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['TE Kai', 'TE LuoK1ng', 'TE FengF', 'TE Biank', 'TE heybay']",Icebox,Haven,Bind,Lotus,-,Bind,Sunset,-,-,-,https://www.vlr.gg/378823/trace-esports-vs-edward-gaming-valorant-champions-2024-ubqf
EDward Gaming,EDG,2,Bo3,B,win,"[['Bind', 7, 5, 2], ['Sunset', 10, 2, 8]]",17,7,10,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['EDG ZmjjKK', 'EDG nobody', 'EDG CHICHOO', 'EDG Smoggy', 'EDG S1Mon']",Ascent,Abyss,Sunset,Lotus,-,Bind,Sunset,-,-,-,https://www.vlr.gg/378823/trace-esports-vs-edward-gaming-valorant-champions-2024-ubqf
G2 Esports,G2,0,Bo3,B,loss,"[['Icebox', 14, 8, 4], ['Abyss', 5, 4, 1]]",19,12,5,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['G2 leaf', 'G2 JonahP', 'G2 trent', 'G2 valyn', 'G2 icy']",Sunset,Ascent,Abyss,Haven,-,Icebox,Abyss,-,-,-,https://www.vlr.gg/378824/g2-esports-vs-leviat-n-valorant-champions-2024-ubqf
LEVIATÁN,LEV,2,Bo3,A,win,"[['Icebox', 16, 8, 4], ['Abyss', 13, 5, 8]]",29,13,12,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['LEV C0M', 'LEV aspas', 'LEV kiNgg', 'LEV Mazino', 'LEV tex']",Bind,Lotus,Icebox,Haven,-,Icebox,Abyss,-,-,-,https://www.vlr.gg/378824/g2-esports-vs-leviat-n-valorant-champions-2024-ubqf
Team Heretics,TH,2,Bo3,B,win,"[['Lotus', 13, 4, 9], ['Abyss', 14, 9, 3]]",27,13,12,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['TH RieNs', 'TH Wo0t', 'TH benjyfishy', 'TH Boo', 'TH MiniBoo']",Ascent,Bind,Abyss,Haven,-,Lotus,Abyss,-,-,-,https://www.vlr.gg/378825/team-heretics-vs-fnatic-valorant-champions-2024-ubqf
FNATIC,FNC,0,Bo3,A,loss,"[['Lotus', 3, 3, 0], ['Abyss', 12, 9, 3]]",15,12,3,Valorant Champions 2024,Playoffs: Upper Quarterfinals,"['FNC Derke', 'FNC hiro', 'FNC Chronicle', 'FNC Alfajer', 'FNC Boaster']",Icebox,Sunset,Lotus,Haven,-,Lotus,Abyss,-,-,-,https://www.vlr.gg/378825/team-heretics-vs-fnatic-valorant-champions-2024-ubqf
DRX,DRX,2,Bo3,B,win,"[['Lotus', 13, 10, 3], ['Abyss', 13, 4, 9]]",26,14,12,Valorant Champions 2024,Playoffs: Lower Round 1,"['DRX BeYN', 'DRX BuZz', 'DRX Flashback', 'DRX MaKo', 'DRX Foxy9']",Ascent,Haven,Abyss,Sunset,-,Lotus,Abyss,-,-,-,https://www.vlr.gg/378831/drx-vs-trace-esports-valorant-champions-2024-lr1
Trace Esports,TE,0,Bo3,A,loss,"[['Lotus', 3, 1, 2], ['Abyss', 5, 3, 2]]",8,4,4,Valorant Champions 2024,Playoffs: Lower Round 1,"['TE FengF', 'TE LuoK1ng', 'TE Kai', 'TE heybay', 'TE Biank']",Icebox,Bind,Lotus,Sunset,-,Lotus,Abyss,-,-,-,https://www.vlr.gg/378831/drx-vs-trace-esports-valorant-champions-2024-lr1
G2 Esports,G2,0,Bo3,B,loss,"[['Haven', 3, 3, 0], ['Bind', 11, 7, 4]]",14,10,4,Valorant Champions 2024,Playoffs: Lower Round 1,"['G2 valyn', 'G2 trent', 'G2 leaf', 'G2 JonahP', 'G2 icy']",Sunset,Ascent,Bind,Lotus,-,Haven,Bind,-,-,-,https://www.vlr.gg/378832/g2-esports-vs-fnatic-valorant-champions-2024-lr1
FNATIC,FNC,2,Bo3,A,win,"[['Haven', 13, 4, 9], ['Bind', 13, 8, 5]]",26,12,14,Valorant Champions 2024,Playoffs: Lower Round 1,"['FNC Alfajer', 'FNC Chronicle', 'FNC Derke', 'FNC hiro', 'FNC Boaster']",Icebox,Abyss,Haven,Lotus,-,Haven,Bind,-,-,-,https://www.vlr.gg/378832/g2-esports-vs-fnatic-valorant-champions-2024-lr1
Sentinels,SEN,1,Bo3,B,loss,"[['Haven', 13, 8, 5], ['Lotus', 9, 3, 6], ['Sunset', 6, 4, 2]]",28,15,13,Valorant Champions 2024,Playoffs: Upper Semifinals,"['SEN zekken', 'SEN TenZ', 'SEN johnqt', 'SEN Sacy', 'SEN Zellsis']",Bind,Abyss,Lotus,Sunset,-,Haven,Lotus,Sunset,-,-,https://www.vlr.gg/378826/sentinels-vs-edward-gaming-valorant-champions-2024-ubsf
EDward Gaming,EDG,2,Bo3,A,win,"[['Haven', 9, 5, 4], ['Lotus', 13, 6, 7], ['Sunset', 13, 10, 3]]",35,21,14,Valorant Champions 2024,Playoffs: Upper Semifinals,"['EDG S1Mon', 'EDG CHICHOO', 'EDG nobody', 'EDG ZmjjKK', 'EDG Smoggy']",Icebox,Ascent,Haven,Sunset,-,Haven,Lotus,Sunset,-,-,https://www.vlr.gg/378826/sentinels-vs-edward-gaming-valorant-champions-2024-ubsf
LEVIATÁN,LEV,2,Bo3,A,win,"[['Icebox', 13, 7, 5], ['Lotus', 10, 8, 2]]",23,15,7,Valorant Champions 2024,Playoffs: Upper Semifinals,"['LEV aspas', 'LEV Mazino', 'LEV kiNgg', 'LEV tex', 'LEV C0M']",Bind,Abyss,Icebox,Haven,-,Icebox,Lotus,-,-,-,https://www.vlr.gg/378827/leviat-n-vs-team-heretics-valorant-champions-2024-ubsf
Team Heretics,TH,0,Bo3,B,loss,"[['Icebox', 15, 7, 5], ['Lotus', 13, 9, 4]]",28,16,9,Valorant Champions 2024,Playoffs: Upper Semifinals,"['TH Boo', 'TH benjyfishy', 'TH MiniBoo', 'TH RieNs', 'TH Wo0t']",Ascent,Sunset,Lotus,Haven,-,Icebox,Lotus,-,-,-,https://www.vlr.gg/378827/leviat-n-vs-team-heretics-valorant-champions-2024-ubsf
Sentinels,SEN,2,Bo3,A,win,"[['Sunset', 11, 8, 3], ['Bind', 13, 8, 5], ['Lotus', 6, 2, 4]]",30,18,12,Valorant Champions 2024,Playoffs: Lower Round 2,"['SEN johnqt', 'SEN zekken', 'SEN Sacy', 'SEN Zellsis', 'SEN TenZ']",Haven,Abyss,Sunset,Lotus,-,Sunset,Bind,Lotus,-,-,https://www.vlr.gg/378834/sentinels-vs-fnatic-valorant-champions-2024-lr2
FNATIC,FNC,1,Bo3,B,loss,"[['Sunset', 13, 9, 4], ['Bind', 9, 7, 2], ['Lotus', 13, 8, 5]]",35,24,11,Valorant Champions 2024,Playoffs: Lower Round 2,"['FNC Chronicle', 'FNC Derke', 'FNC Alfajer', 'FNC hiro', 'FNC Boaster']",Icebox,Ascent,Bind,Lotus,-,Sunset,Bind,Lotus,-,-,https://www.vlr.gg/378834/sentinels-vs-fnatic-valorant-champions-2024-lr2
Team Heretics,TH,2,Bo3,B,win,"[['Abyss', 5, 0, 5], ['Sunset', 13, 6, 7], ['Icebox', 13, 8, 5]]",31,14,17,Valorant Champions 2024,Playoffs: Lower Round 2,"['TH MiniBoo', 'TH RieNs', 'TH Wo0t', 'TH Boo', 'TH benjyfishy']",Ascent,Haven,Sunset,Icebox,-,Abyss,Sunset,Icebox,-,-,https://www.vlr.gg/378833/team-heretics-vs-drx-valorant-champions-2024-lr2
DRX,DRX,1,Bo3,A,loss,"[['Abyss', 13, 7, 6], ['Sunset', 5, 5, 0], ['Icebox', 10, 7, 3]]",28,19,9,Valorant Champions 2024,Playoffs: Lower Round 2,"['DRX MaKo', 'DRX Foxy9', 'DRX Flashback', 'DRX BeYN', 'DRX BuZz']",Bind,Lotus,Abyss,Icebox,-,Abyss,Sunset,Icebox,-,-,https://www.vlr.gg/378833/team-heretics-vs-drx-valorant-champions-2024-lr2
EDward Gaming,EDG,2,Bo3,B,win,"[['Icebox', 14, 3, 9], ['Lotus', 13, 8, 5], ['Abyss', 13, 6, 7]]",40,17,21,Valorant Champions 2024,Playoffs: Upper Final,"['EDG CHICHOO', 'EDG Smoggy', 'EDG ZmjjKK', 'EDG nobody', 'EDG S1Mon']",Ascent,Sunset,Lotus,Abyss,-,Icebox,Lotus,Abyss,-,-,https://www.vlr.gg/378828/edward-gaming-vs-leviat-n-valorant-champions-2024-ubf
