team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
Wolves Esports,WOL,2,Bo3,A,win,"[['Icebox', 13, 7, 6], ['Ascent', 13, 5, 8]]",26,12,14,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['WOL Yuicaw', 'WOL pl1xx', 'WOL balua', 'WOL Spring', 'WOL SiuFatBB']",Lotus,Split,Icebox,Haven,-,Icebox,Ascent,-,-,-,https://www.vlr.gg/359624/dragon-ranger-gaming-vs-wolves-esports-champions-tour-2024-china-stage-2-w4
Trace Esports,TE,2,Bo3,A,win,"[['Lotus', 11, 5, 6], ['Bind', 13, 8, 5], ['Haven', 10, 5, 5]]",34,18,16,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['TE FengF', 'TE Kai', 'TE LuoK1ng', 'TE heybay', 'TE Biank']",Icebox,Ascent,Lotus,Haven,-,Lotus,Bind,Haven,-,-,https://www.vlr.gg/359625/trace-esports-vs-titan-esports-club-champions-tour-2024-china-stage-2-w4
Titan Esports Club,TEC,1,Bo3,B,loss,"[['Lotus', 13, 6, 7], ['Bind', 8, 4, 4], ['Haven', 13, 7, 6]]",34,17,17,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['TEC Rb', 'TEC Abo', 'TEC B1ack', 'TEC AC', 'TEC LockM']",Split,Sunset,Bind,Haven,-,Lotus,Bind,Haven,-,-,https://www.vlr.gg/359625/trace-esports-vs-titan-esports-club-champions-tour-2024-china-stage-2-w4
EDward Gaming,EDG,2,Bo3,B,win,"[['Icebox', 13, 7, 6], ['Haven', 13, 5, 8]]",26,12,14,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['EDG Smoggy', 'EDG S1Mon', 'EDG ZmjjKK', 'EDG nobody', 'EDG CHICHOO']",Split,Ascent,Haven,Lotus,-,Icebox,Haven,-,-,-,https://www.vlr.gg/359626/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-w4
Bilibili Gaming,BLG,0,Bo3,A,loss,"[['Icebox', 11, 6, 5], ['Haven', 8, 4, 4]]",19,10,9,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['BLG nephh', 'BLG whzy', 'BLG yosemite', 'BLG Flex1n', 'BLG Knight']",Bind,Sunset,Icebox,Lotus,-,Icebox,Haven,-,-,-,https://www.vlr.gg/359626/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-w4
JDG Esports,JDG,2,Bo3,A,win,"[['Haven', 8, 3, 5], ['Icebox', 3, 2, 1]]",11,5,6,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['JDG Viva', 'JDG stew', 'JDG Z1yan', 'JDG YHchen', 'JDG jkuro']",Sunset,Lotus,Haven,Split,-,Haven,Icebox,-,-,-,https://www.vlr.gg/359627/jdg-esports-vs-all-gamers-champions-tour-2024-china-stage-2-w4
All Gamers,AG,0,Bo3,B,loss,"[['Haven', 13, 7, 6], ['Icebox', 13, 3, 10]]",26,10,16,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['AG monk', 'AG Spitfires', 'AG bunt', 'AG sword9', 'AG deLb']",Bind,Ascent,Icebox,Split,-,Haven,Icebox,-,-,-,https://www.vlr.gg/359627/jdg-esports-vs-all-gamers-champions-tour-2024-china-stage-2-w4
TYLOO,TYL,2,Bo3,A,win,"[['Icebox', 13, 8, 5], ['Haven', 12, 6, 6], ['Ascent', 4, 3, 1]]",29,17,12,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['TYL Ninebody', 'TYL Eren', 'TYL zjc', 'TYL Scales', 'TYL coldfish']",Lotus,Bind,Icebox,Ascent,-,Icebox,Haven,Ascent,-,-,https://www.vlr.gg/359628/tyloo-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w4
FunPlus Phoenix,FPX,1,Bo3,B,loss,"[['Icebox', 5, 1, 4], ['Haven', 14, 6, 6], ['Ascent', 13, 4, 9]]",32,11,19,Champions Tour 2024: China Stage 2,Regular Season: Week 4,"['FPX Lysoar', 'FPX Life', 'FPX AAAAY', 'FPX Autumn', 'FPX BerLIN']",Split,Sunset,Haven,Ascent,-,Icebox,Haven,Ascent,-,-,https://www.vlr.gg/359628/tyloo-vs-funplus-phoenix-champions-tour-2024-china-stage-2-w4
Trace Esports,TE,2,Bo3,B,win,"[['Lotus', 13, 9, 4], ['Sunset', 13, 8, 5]]",26,17,9,Champions Tour 2024: China Stage 2,Playoffs: Knockout Round,"['TE Biank', 'TE Kai', 'TE FengF', 'TE heybay', 'TE LuoK1ng']",Icebox,Bind,Sunset,Haven,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/370723/trace-esports-vs-all-gamers-champions-tour-2024-china-stage-2-ko
All Gamers,AG,0,Bo3,A,loss,"[['Lotus', 7, 4, 3], ['Sunset', 10, 7, 3]]",17,11,6,Champions Tour 2024: China Stage 2,Playoffs: Knockout Round,"['AG Spitfires', 'AG deLb', 'AG sword9', 'AG monk', 'AG bunt']",Abyss,Ascent,Lotus,Haven,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/370723/trace-esports-vs-all-gamers-champions-tour-2024-china-stage-2-ko
JDG Esports,JDG,0,Bo3,B,loss,"[['Sunset', 9, 4, 5], ['Icebox', 7, 2, 5]]",16,6,10,Champions Tour 2024: China Stage 2,Playoffs: Knockout Round,"['JDG Viva', 'JDG Z1yan', 'JDG stew', 'JDG YHchen', 'JDG jkuro']",Abyss,Ascent,Icebox,Lotus,-,Sunset,Icebox,-,-,-,https://www.vlr.gg/370722/jdg-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ko
Bilibili Gaming,BLG,2,Bo3,A,win,"[['Sunset', 13, 7, 6], ['Icebox', 13, 7, 6]]",26,14,12,Champions Tour 2024: China Stage 2,Playoffs: Knockout Round,"['BLG yosemite', 'BLG whzy', 'BLG Knight', 'BLG nephh', 'BLG Flex1n']",Haven,Bind,Sunset,Lotus,-,Sunset,Icebox,-,-,-,https://www.vlr.gg/370722/jdg-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ko
FunPlus Phoenix,FPX,0,Bo3,B,loss,"[['Ascent', 3, 3, 0], ['Haven', 11, 8, 3]]",14,11,3,Champions Tour 2024: China Stage 2,Playoffs: Upper Semifinals,"['FPX Autumn', 'FPX BerLIN', 'FPX AAAAY', 'FPX Life', 'FPX Lysoar']",Sunset,Bind,Haven,Lotus,-,Ascent,Haven,-,-,-,https://www.vlr.gg/370725/funplus-phoenix-vs-trace-esports-champions-tour-2024-china-stage-2-ubsf
Trace Esports,TE,2,Bo3,A,win,"[['Ascent', 13, 4, 9], ['Haven', 13, 9, 4]]",26,13,13,Champions Tour 2024: China Stage 2,Playoffs: Upper Semifinals,"['TE LuoK1ng', 'TE Kai', 'TE Biank', 'TE FengF', 'TE heybay']",Icebox,Abyss,Ascent,Lotus,-,Ascent,Haven,-,-,-,https://www.vlr.gg/370725/funplus-phoenix-vs-trace-esports-champions-tour-2024-china-stage-2-ubsf
EDward Gaming,EDG,2,Bo3,B,win,"[['Sunset', 13, 7, 6], ['Bind', 7, 4, 3], ['Lotus', 13, 9, 4]]",33,20,13,Champions Tour 2024: China Stage 2,Playoffs: Upper Semifinals,"['EDG ZmjjKK', 'EDG nobody', 'EDG Smoggy', 'EDG CHICHOO', 'EDG S1Mon']",Ascent,Abyss,Bind,Lotus,-,Sunset,Bind,Lotus,-,-,https://www.vlr.gg/370724/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ubsf
Bilibili Gaming,BLG,1,Bo3,A,loss,"[['Sunset', 5, 0, 5], ['Bind', 13, 5, 8], ['Lotus', 10, 7, 3]]",28,12,16,Champions Tour 2024: China Stage 2,Playoffs: Upper Semifinals,"['BLG Knight', 'BLG yosemite', 'BLG nephh', 'BLG whzy', 'BLG Flex1n']",Haven,Icebox,Sunset,Lotus,-,Sunset,Bind,Lotus,-,-,https://www.vlr.gg/370724/edward-gaming-vs-bilibili-gaming-champions-tour-2024-china-stage-2-ubsf
Trace Esports,TE,0,Bo3,A,loss,"[['Sunset', 13, 10, 3], ['Abyss', 13, 6, 7]]",26,16,10,Champions Tour 2024: China Stage 2,Playoffs: Upper Final,"['TE Biank', 'TE FengF', 'TE heybay', 'TE Kai', 'TE LuoK1ng']",Icebox,Haven,Sunset,Lotus,-,Sunset,Abyss,-,-,-,https://www.vlr.gg/370726/trace-esports-vs-edward-gaming-champions-tour-2024-china-stage-2-ubf
EDward Gaming,EDG,2,Bo3,B,win,"[['Sunset', 2, 0, 2], ['Abyss', 5, 5, 0]]",7,5,2,Champions Tour 2024: China Stage 2,Playoffs: Upper Final,"['EDG ZmjjKK', 'EDG CHICHOO', 'EDG nobody', 'EDG Smoggy', 'EDG S1Mon']",Ascent,Bind,Abyss,Lotus,-,Sunset,Abyss,-,-,-,https://www.vlr.gg/370726/trace-esports-vs-edward-gaming-champions-tour-2024-china-stage-2-ubf
FunPlus Phoenix,FPX,2,Bo3,B,win,"[['Ascent', 13, 4, 9], ['Icebox', 12, 7, 5], ['Lotus', 13, 7, 6]]",38,18,20,Champions Tour 2024: China Stage 2,Playoffs: Lower Round 1,"['FPX Autumn', 'FPX Life', 'FPX Lysoar', 'FPX BerLIN', 'FPX AAAAY']",Sunset,Bind,Icebox,Lotus,-,Ascent,Icebox,Lotus,-,-,https://www.vlr.gg/370728/funplus-phoenix-vs-bilibili-gaming-champions-tour-2024-china-stage-2-lr1
Bilibili Gaming,BLG,1,Bo3,A,loss,"[['Ascent', 3, 3, 0], ['Icebox', 14, 7, 5], ['Lotus', 10, 6, 4]]",27,16,9,Champions Tour 2024: China Stage 2,Playoffs: Lower Round 1,"['BLG whzy', 'BLG Flex1n', 'BLG nephh', 'BLG Knight', 'BLG yosemite']",Haven,Abyss,Ascent,Lotus,-,Ascent,Icebox,Lotus,-,-,https://www.vlr.gg/370728/funplus-phoenix-vs-bilibili-gaming-champions-tour-2024-china-stage-2-lr1
Trace Esports,TE,2,Bo5,B,loss,"[['Lotus', 13, 7, 6], ['Ascent', 13, 6, 7], ['Abyss', 8, 5, 3], ['Bind', 9, 6, 3], ['Haven', 8, 6, 2]]",51,30,21,Champions Tour 2024: China Stage 2,Playoffs: Lower Final,"['TE Kai', 'TE FengF', 'TE LuoK1ng', 'TE heybay', 'TE Biank']",Icebox,-,Ascent,Bind,Haven,Lotus,Ascent,Abyss,Bind,Haven,https://www.vlr.gg/370729/trace-esports-vs-funplus-phoenix-champions-tour-2024-china-stage-2-lbf
FunPlus Phoenix,FPX,3,Bo5,A,win,"[['Lotus', 11, 6, 5], ['Ascent', 8, 2, 6], ['Abyss', 13, 6, 7], ['Bind', 13, 7, 6], ['Haven', 13, 7, 6]]",58,28,30,Champions Tour 2024: China Stage 2,Playoffs: Lower Final,"['FPX Lysoar', 'FPX Life', 'FPX AAAAY', 'FPX Autumn', 'FPX BerLIN']",Sunset,-,Lotus,Abyss,Haven,Lotus,Ascent,Abyss,Bind,Haven,https://www.vlr.gg/370729/trace-esports-vs-funplus-phoenix-champions-tour-2024-china-stage-2-lbf
EDward Gaming,EDG,3,Bo5,A,win,"[['Sunset', 9, 6, 3], ['Abyss', 13, 6, 7], ['Haven', 7, 3, 4], ['Icebox', 13, 8, 5], ['Bind', 8, 6, 2]]",50,29,21,Champions Tour 2024: China Stage 2,Playoffs: Grand Final,"['EDG Smoggy', 'EDG CHICHOO', 'EDG S1Mon', 'EDG ZmjjKK', 'EDG nobody']",Ascent,Lotus,Sunset,Haven,Bind,Sunset,Abyss,Haven,Icebox,Bind,https://www.vlr.gg/370727/edward-gaming-vs-funplus-phoenix-champions-tour-2024-china-stage-2-gf
FunPlus Phoenix,FPX,2,Bo5,B,loss,"[['Sunset', 13, 9, 4], ['Abyss', 8, 5, 3], ['Haven', 13, 4, 9], ['Icebox', 9, 7, 2], ['Bind', 13, 10, 3]]",56,35,21,Champions Tour 2024: China Stage 2,Playoffs: Grand Final,"['FPX Autumn', 'FPX Life', 'FPX AAAAY', 'FPX Lysoar', 'FPX BerLIN']",-,-,Abyss,Icebox,Bind,Sunset,Abyss,Haven,Icebox,Bind,https://www.vlr.gg/370727/edward-gaming-vs-funplus-phoenix-champions-tour-2024-china-stage-2-gf
ZETA DIVISION,ZETA,1,Bo3,B,loss,"[['Icebox', 0, 0, 0], ['Sunset', 13, 5, 8], ['Breeze', 4, 2, 2]]",17,7,10,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['ZETA SugarZ3ro', 'ZETA Dep', 'ZETA Laz', 'ZETA yuran', 'ZETA hiroronn']",Split,Lotus,Sunset,Breeze,-,Icebox,Sunset,Breeze,-,-,https://www.vlr.gg/314340/zeta-division-vs-drx-champions-tour-2024-pacific-stage-2-w1
DRX,DRX,2,Bo3,A,win,"[['Icebox', 13, 12, 1], ['Sunset', 11, 4, 7], ['Breeze', 13, 10, 3]]",37,26,11,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['DRX BuZz', 'DRX Flashback', 'DRX Foxy9', 'DRX BeYN', 'DRX MaKo']",Bind,Ascent,Icebox,Breeze,-,Icebox,Sunset,Breeze,-,-,https://www.vlr.gg/314340/zeta-division-vs-drx-champions-tour-2024-pacific-stage-2-w1
Team Secret,TS,2,Bo3,B,win,"[['Ascent', 10, 0, 10], ['Sunset', 13, 8, 5], ['Split', 13, 5, 8]]",36,13,23,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['TS invy', 'TS Jremy', 'TS 2GE', 'TS Wild0reoo', 'TS JessieVash']",Bind,Lotus,Sunset,Split,-,Ascent,Sunset,Split,-,-,https://www.vlr.gg/314341/team-secret-vs-bleed-champions-tour-2024-pacific-stage-2-w1
BLEED,BLD,1,Bo3,A,loss,"[['Ascent', 13, 2, 11], ['Sunset', 8, 7, 1], ['Split', 8, 4, 4]]",29,13,16,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['BLD sScary', 'BLD Retla', 'BLD crazyguy', 'BLD Zest', 'BLD Deryeon']",Icebox,Breeze,Ascent,Split,-,Ascent,Sunset,Split,-,-,https://www.vlr.gg/314341/team-secret-vs-bleed-champions-tour-2024-pacific-stage-2-w1
T1,T1,1,Bo3,A,loss,"[['Split', 15, 7, 5], ['Lotus', 5, 3, 2], ['Sunset', 13, 7, 6]]",33,17,13,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['T1 Sayaplayer', 'T1 stax', 'T1 Rossy', 'T1 iZu', 'T1 xccurate']",Breeze,Bind,Split,Sunset,-,Split,Lotus,Sunset,-,-,https://www.vlr.gg/314342/t1-vs-gen-g-champions-tour-2024-pacific-stage-2-w1
Gen.G,GEN,2,Bo3,B,win,"[['Split', 13, 7, 5], ['Lotus', 13, 4, 9], ['Sunset', 9, 4, 5]]",35,15,19,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['GEN Karon', 'GEN Meteor', 'GEN t3xture', 'GEN Lakia', 'GEN Munchkin']",Icebox,Ascent,Lotus,Sunset,-,Split,Lotus,Sunset,-,-,https://www.vlr.gg/314342/t1-vs-gen-g-champions-tour-2024-pacific-stage-2-w1
Paper Rex,PRX,2,Bo3,B,win,"[['Icebox', 13, 9, 4], ['Sunset', 13, 9, 4]]",26,18,8,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['PRX f0rsakeN', 'PRX d4v41', 'PRX Jinggg', 'PRX something', 'PRX mindfreak']",Breeze,Ascent,Sunset,Bind,-,Icebox,Sunset,-,-,-,https://www.vlr.gg/314343/paper-rex-vs-talon-esports-champions-tour-2024-pacific-stage-2-w1
TALON,TLN,0,Bo3,A,loss,"[['Icebox', 4, 1, 3], ['Sunset', 7, 4, 3]]",11,5,6,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['TLN Surf', 'TLN JitBoyS', 'TLN ban', 'TLN Crws', 'TLN Governor']",Split,Lotus,Icebox,Bind,-,Icebox,Sunset,-,-,-,https://www.vlr.gg/314343/paper-rex-vs-talon-esports-champions-tour-2024-pacific-stage-2-w1
Rex Regum Qeon,RRQ,2,Bo3,A,win,"[['Icebox', 13, 8, 4], ['Ascent', 9, 3, 6]]",22,11,10,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['RRQ Lmemore', 'RRQ Estrella', 'RRQ xffero', 'RRQ Monyet', 'RRQ Jemkin']",Bind,Sunset,Icebox,Lotus,-,Icebox,Ascent,-,-,-,https://www.vlr.gg/314344/rex-regum-qeon-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w1
DetonatioN FocusMe,DFM,0,Bo3,B,loss,"[['Icebox', 15, 8, 4], ['Ascent', 13, 6, 7]]",28,14,11,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['DFM Meiy', 'DFM Medusa', 'DFM Anthem', 'DFM SSeeS', 'DFM neth']",Breeze,Split,Ascent,Lotus,-,Icebox,Ascent,-,-,-,https://www.vlr.gg/314344/rex-regum-qeon-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w1
Team Secret,TS,2,Bo3,A,win,"[['Sunset', 8, 1, 7], ['Ascent', 10, 7, 3]]",18,8,10,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['TS Wild0reoo', 'TS Jremy', 'TS invy', 'TS 2GE', 'TS JessieVash']",Bind,Lotus,Sunset,Icebox,-,Sunset,Ascent,-,-,-,https://www.vlr.gg/314345/team-secret-vs-global-esports-champions-tour-2024-pacific-stage-2-w1
Global Esports,GE,0,Bo3,B,loss,"[['Sunset', 13, 2, 11], ['Ascent', 13, 8, 5]]",26,10,16,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 1,"['GE blaZek1ng', 'GE Polvi', 'GE Russ', 'GE Benkai', 'GE Lightningfast']",Breeze,Split,Ascent,Icebox,-,Sunset,Ascent,-,-,-,https://www.vlr.gg/314345/team-secret-vs-global-esports-champions-tour-2024-pacific-stage-2-w1
TALON,TLN,2,Bo3,A,win,"[['Lotus', 13, 6, 6], ['Ascent', 13, 7, 6], ['Icebox', 10, 8, 2]]",36,21,14,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['TLN JitBoyS', 'TLN ban', 'TLN Crws', 'TLN Governor', 'TLN Surf']",Split,Sunset,Lotus,Icebox,-,Lotus,Ascent,Icebox,-,-,https://www.vlr.gg/314346/talon-esports-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w2
Rex Regum Qeon,RRQ,1,Bo3,B,loss,"[['Lotus', 15, 6, 6], ['Ascent', 10, 5, 5], ['Icebox', 13, 10, 3]]",38,21,14,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['RRQ Jemkin', 'RRQ Monyet', 'RRQ Estrella', 'RRQ Lmemore', 'RRQ xffero']",Bind,Haven,Ascent,Icebox,-,Lotus,Ascent,Icebox,-,-,https://www.vlr.gg/314346/talon-esports-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w2
Paper Rex,PRX,2,Bo3,A,win,"[['Split', 4, 1, 3], ['Haven', 13, 8, 5], ['Icebox', 5, 3, 2]]",22,12,10,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['PRX d4v41', 'PRX f0rsakeN', 'PRX mindfreak', 'PRX something', 'PRX Jinggg']",Ascent,Bind,Split,Icebox,-,Split,Haven,Icebox,-,-,https://www.vlr.gg/314347/paper-rex-vs-drx-champions-tour-2024-pacific-stage-2-w2
DRX,DRX,1,Bo3,B,loss,"[['Split', 13, 9, 4], ['Haven', 8, 7, 1], ['Icebox', 13, 10, 3]]",34,26,8,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['DRX BuZz', 'DRX Flashback', 'DRX BeYN', 'DRX Foxy9', 'DRX MaKo']",Sunset,Lotus,Haven,Icebox,-,Split,Haven,Icebox,-,-,https://www.vlr.gg/314347/paper-rex-vs-drx-champions-tour-2024-pacific-stage-2-w2
Global Esports,GE,2,Bo3,A,win,"[['Lotus', 6, 3, 3], ['Sunset', 6, 5, 1]]",12,8,4,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['GE Benkai', 'GE Polvi', 'GE blaZek1ng', 'GE Russ', 'GE Lightningfast']",Split,Bind,Lotus,Haven,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/314348/global-esports-vs-bleed-champions-tour-2024-pacific-stage-2-w2
BLEED,BLD,0,Bo3,B,loss,"[['Lotus', 13, 9, 4], ['Sunset', 13, 6, 7]]",26,15,11,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['BLD sScary', 'BLD Retla', 'BLD crazyguy', 'BLD Zest', 'BLD Deryeon']",Icebox,Ascent,Sunset,Haven,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/314348/global-esports-vs-bleed-champions-tour-2024-pacific-stage-2-w2
DetonatioN FocusMe,DFM,2,Bo3,A,win,"[['Haven', 13, 8, 5], ['Sunset', 9, 4, 5], ['Ascent', 10, 6, 4]]",32,18,14,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['DFM Meiy', 'DFM Medusa', 'DFM SSeeS', 'DFM neth', 'DFM Anthem']",Bind,Lotus,Haven,Ascent,-,Haven,Sunset,Ascent,-,-,https://www.vlr.gg/314349/detonation-focusme-vs-zeta-division-champions-tour-2024-pacific-stage-2-w2
ZETA DIVISION,ZETA,1,Bo3,B,loss,"[['Haven', 7, 3, 4], ['Sunset', 13, 7, 6], ['Ascent', 13, 7, 6]]",33,17,16,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['ZETA hiroronn', 'ZETA SugarZ3ro', 'ZETA yuran', 'ZETA Laz', 'ZETA Dep']",Split,Icebox,Sunset,Ascent,-,Haven,Sunset,Ascent,-,-,https://www.vlr.gg/314349/detonation-focusme-vs-zeta-division-champions-tour-2024-pacific-stage-2-w2
DRX,DRX,0,Bo3,A,loss,"[['Split', 14, 3, 9], ['Sunset', 14, 4, 8]]",28,7,17,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['DRX Flashback', 'DRX BeYN', 'DRX Foxy9', 'DRX MaKo', 'DRX BuZz']",Icebox,Lotus,Split,Haven,-,Split,Sunset,-,-,-,https://www.vlr.gg/314350/drx-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w2
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Split', 12, 3, 9], ['Sunset', 12, 4, 8]]",24,7,17,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['RRQ Lmemore', 'RRQ Estrella', 'RRQ xffero', 'RRQ Jemkin', 'RRQ Monyet']",Bind,Ascent,Sunset,Haven,-,Split,Sunset,-,-,-,https://www.vlr.gg/314350/drx-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w2
Team Secret,TS,2,Bo3,A,win,"[['Haven', 13, 6, 7], ['Split', 6, 1, 5], ['Icebox', 12, 8, 4]]",31,15,16,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['TS invy', 'TS 2GE', 'TS Wild0reoo', 'TS Jremy', 'TS JessieVash']",Bind,Ascent,Haven,Icebox,-,Haven,Split,Icebox,-,-,https://www.vlr.gg/314351/team-secret-vs-t1-champions-tour-2024-pacific-stage-2-w2
T1,T1,1,Bo3,B,loss,"[['Haven', 10, 4, 6], ['Split', 13, 7, 6], ['Icebox', 14, 8, 4]]",37,19,16,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 2,"['T1 Rossy', 'T1 xccurate', 'T1 Sayaplayer', 'T1 iZu', 'T1 stax']",Sunset,Lotus,Split,Icebox,-,Haven,Split,Icebox,-,-,https://www.vlr.gg/314351/team-secret-vs-t1-champions-tour-2024-pacific-stage-2-w2
TALON,TLN,2,Bo3,A,win,"[['Lotus', 7, 2, 5], ['Sunset', 10, 4, 6]]",17,6,11,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['TLN Governor', 'TLN JitBoyS', 'TLN Surf', 'TLN Crws', 'TLN ban']",Split,Haven,Lotus,Ascent,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/314352/talon-esports-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w3
DetonatioN FocusMe,DFM,0,Bo3,B,loss,"[['Lotus', 13, 7, 6], ['Sunset', 13, 6, 7]]",26,13,13,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['DFM SSeeS', 'DFM Meiy', 'DFM neth', 'DFM Medusa', 'DFM Anthem']",Bind,Icebox,Sunset,Ascent,-,Lotus,Sunset,-,-,-,https://www.vlr.gg/314352/talon-esports-vs-detonation-focusme-champions-tour-2024-pacific-stage-2-w3
ZETA DIVISION,ZETA,0,Bo3,B,loss,"[['Split', 8, 6, 2], ['Sunset', 10, 7, 3]]",18,13,5,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['ZETA Dep', 'ZETA SugarZ3ro', 'ZETA Laz', 'ZETA hiroronn', 'ZETA yuran']",Icebox,Lotus,Sunset,Ascent,-,Split,Sunset,-,-,-,https://www.vlr.gg/314353/zeta-division-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w3
Rex Regum Qeon,RRQ,2,Bo3,A,win,"[['Split', 13, 7, 6], ['Sunset', 13, 9, 4]]",26,16,10,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['RRQ xffero', 'RRQ Jemkin', 'RRQ Monyet', 'RRQ Estrella', 'RRQ Lmemore']",Bind,Haven,Split,Ascent,-,Split,Sunset,-,-,-,https://www.vlr.gg/314353/zeta-division-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-2-w3
Global Esports,GE,1,Bo3,A,loss,"[['Icebox', 10, 5, 5], ['Lotus', 13, 5, 8], ['Ascent', 13, 7, 6]]",36,17,19,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['GE blaZek1ng', 'GE Russ', 'GE Benkai', 'GE Polvi', 'GE Lightningfast']",Bind,Split,Icebox,Ascent,-,Icebox,Lotus,Ascent,-,-,https://www.vlr.gg/314354/global-esports-vs-t1-champions-tour-2024-pacific-stage-2-w3
T1,T1,2,Bo3,B,win,"[['Icebox', 13, 6, 7], ['Lotus', 8, 4, 4], ['Ascent', 8, 6, 2]]",29,16,13,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['T1 iZu', 'T1 Sayaplayer', 'T1 stax', 'T1 carpe', 'T1 xccurate']",Sunset,Haven,Lotus,Ascent,-,Icebox,Lotus,Ascent,-,-,https://www.vlr.gg/314354/global-esports-vs-t1-champions-tour-2024-pacific-stage-2-w3
BLEED,BLD,1,Bo3,A,loss,"[['Ascent', 13, 7, 6], ['Sunset', 10, 7, 3], ['Icebox', 13, 8, 5]]",36,22,14,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['BLD Deryeon', 'BLD Zest', 'BLD sScary', 'BLD Retla', 'BLD crazyguy']",Lotus,Split,Ascent,Icebox,-,Ascent,Sunset,Icebox,-,-,https://www.vlr.gg/314355/bleed-vs-gen-g-champions-tour-2024-pacific-stage-2-w3
Gen.G,GEN,2,Bo3,B,win,"[['Ascent', 6, 6, 0], ['Sunset', 13, 8, 5], ['Icebox', 11, 7, 4]]",30,21,9,Champions Tour 2024: Pacific Stage 2,Regular Season: Week 3,"['GEN t3xture', 'GEN Meteor', 'GEN Karon', 'GEN Lakia', 'GEN Munchkin']",Bind,Haven,Sunset,Icebox,-,Ascent,Sunset,Icebox,-,-,https://www.vlr.gg/314355/bleed-vs-gen-g-champions-tour-2024-pacific-stage-2-w3
