team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
GIANTX,GX,0,Bo3,B,loss,"[['Pearl', 10, 5, 5], ['Bind', 10, 10, 0]]",20,15,5,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['GX Flickless', 'GX grubinho', 'GX westside', 'GX Cloud', 'GX ara']",Corrode,Abyss,Bind,Split,-,Pearl,Bind,-,-,-,https://www.vlr.gg/594745/giantx-vs-gentle-mates-vct-2026-emea-kickoff-ur2
Gentle Mates,M8,2,Bo3,A,win,"[['Pearl', 13, 7, 6], ['Bind', 13, 11, 2]]",26,18,8,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['M8 Minny', 'M8 starxo', 'M8 GLYPH', 'M8 marteen', 'M8 bipo']",Breeze,Haven,Pearl,Split,-,Pearl,Bind,-,-,-,https://www.vlr.gg/594745/giantx-vs-gentle-mates-vct-2026-emea-kickoff-ur2
FNATIC,FNC,0,Bo3,B,loss,"[['Breeze', 11, 2, 9], ['Haven', 4, 4, 0]]",15,6,9,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['FNC crashies', 'FNC Veqaj', 'FNC kaajak', 'FNC Boaster', 'FNC Alfajer']",Pearl,Split,Haven,Abyss,-,Breeze,Haven,-,-,-,https://www.vlr.gg/594746/fnatic-vs-bbl-esports-vct-2026-emea-kickoff-ur2
BBL Esports,BBL,2,Bo3,A,win,"[['Breeze', 13, 3, 10], ['Haven', 13, 5, 8]]",26,8,18,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['BBL Lar0k', 'BBL Crewen', 'BBL Loita', 'BBL rock lovers', 'BBL Rosé']",Bind,Corrode,Breeze,Abyss,-,Breeze,Haven,-,-,-,https://www.vlr.gg/594746/fnatic-vs-bbl-esports-vct-2026-emea-kickoff-ur2
Team Liquid,TL,1,Bo3,B,loss,"[['Breeze', 11, 6, 5], ['Pearl', 14, 8, 4], ['Corrode', 9, 4, 5]]",34,18,14,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['TL Kicks', 'TL kamo', 'TL MiniBoo', 'TL nAts', 'TL purp0']",Haven,Abyss,Pearl,Corrode,-,Breeze,Pearl,Corrode,-,-,https://www.vlr.gg/594747/team-liquid-vs-team-vitality-vct-2026-emea-kickoff-ur2
Team Vitality,VIT,2,Bo3,A,win,"[['Breeze', 13, 7, 6], ['Pearl', 12, 8, 4], ['Corrode', 13, 5, 8]]",38,20,18,VCT 2026: EMEA Kickoff,Main Event: Upper Round 2,"['VIT Derke', 'VIT UNFAKE', 'VIT Chronicle', 'VIT PROFEK', 'VIT Jamppi']",Split,Bind,Breeze,Corrode,-,Breeze,Pearl,Corrode,-,-,https://www.vlr.gg/594747/team-liquid-vs-team-vitality-vct-2026-emea-kickoff-ur2
Karmine Corp,KC,1,Bo3,A,loss,"[['Abyss', 2, 1, 1], ['Split', 13, 7, 6], ['Breeze', 13, 9, 4]]",28,17,11,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['KC SUYGETSU', 'KC dos9', 'KC sheydos', 'KC Avez', 'KC LewN']",Pearl,Corrode,Abyss,Breeze,-,Abyss,Split,Breeze,-,-,https://www.vlr.gg/594751/karmine-corp-vs-team-liquid-vct-2026-emea-kickoff-mr1
Team Liquid,TL,2,Bo3,B,win,"[['Abyss', 13, 2, 11], ['Split', 8, 3, 5], ['Breeze', 10, 8, 2]]",31,13,18,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['TL MiniBoo', 'TL purp0', 'TL wayne', 'TL kamo', 'TL nAts']",Haven,Bind,Split,Breeze,-,Abyss,Split,Breeze,-,-,https://www.vlr.gg/594751/karmine-corp-vs-team-liquid-vct-2026-emea-kickoff-mr1
FUT Esports,FUT,1,Bo3,A,loss,"[['Abyss', 13, 10, 3], ['Corrode', 16, 2, 10], ['Split', 16, 7, 5]]",45,19,18,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['FUT xeus', 'FUT MrFaliN', 'FUT KROSTALY', 'FUT yetujey', 'FUT baha']",Bind,Haven,Abyss,Split,-,Abyss,Corrode,Split,-,-,https://www.vlr.gg/594752/fut-esports-vs-fnatic-vct-2026-emea-kickoff-mr1
FNATIC,FNC,2,Bo3,B,win,"[['Abyss', 3, 1, 2], ['Corrode', 18, 2, 10], ['Split', 14, 7, 5]]",35,10,17,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['FNC Alfajer', 'FNC Veqaj', 'FNC crashies', 'FNC kaajak', 'FNC Boaster']",Pearl,Breeze,Corrode,Split,-,Abyss,Corrode,Split,-,-,https://www.vlr.gg/594752/fut-esports-vs-fnatic-vct-2026-emea-kickoff-mr1
PCIFIC Esports,PCF,1,Bo3,A,loss,"[['Abyss', 13, 4, 9], ['Bind', 12, 5, 7], ['Split', 13, 6, 7]]",38,15,23,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['PCF al0rante', 'PCF seven', 'PCF qpert', 'PCF NINJA', 'PCF cNed']",Haven,Pearl,Abyss,Split,-,Abyss,Bind,Split,-,-,https://www.vlr.gg/594753/pcific-esports-vs-giantx-vct-2026-emea-kickoff-mr1
GIANTX,GX,2,Bo3,B,win,"[['Abyss', 8, 3, 5], ['Bind', 14, 5, 7], ['Split', 10, 4, 6]]",32,12,18,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['GX Cloud', 'GX ara', 'GX westside', 'GX grubinho', 'GX Flickless']",Corrode,Breeze,Bind,Split,-,Abyss,Bind,Split,-,-,https://www.vlr.gg/594753/pcific-esports-vs-giantx-vct-2026-emea-kickoff-mr1
ULF Esports,ULF,0,Bo3,A,loss,"[['Haven', 13, 9, 4], ['Bind', 13, 6, 7]]",26,15,11,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['ULF audaz', 'ULF nekky', 'ULF Favian', 'ULF d3mur', 'ULF sturNN']",Corrode,Abyss,Haven,Breeze,-,Haven,Bind,-,-,-,https://www.vlr.gg/594754/ulf-esports-vs-team-heretics-vct-2026-emea-kickoff-mr1
Team Heretics,TH,2,Bo3,B,win,"[['Haven', 7, 4, 3], ['Bind', 8, 2, 6]]",15,6,9,VCT 2026: EMEA Kickoff,Main Event: Middle Round 1,"['TH benjyfishy', 'TH Boo', 'TH RieNs', 'TH ComeBack', 'TH Wo0t']",Pearl,Split,Bind,Breeze,-,Haven,Bind,-,-,-,https://www.vlr.gg/594754/ulf-esports-vs-team-heretics-vct-2026-emea-kickoff-mr1
Natus Vincere,NAVI,0,Bo3,B,loss,"[['Abyss', 7, 2, 5], ['Bind', 9, 4, 5]]",16,6,10,VCT 2026: EMEA Kickoff,Main Event: Upper Round 3,"['NAVI hiro', 'NAVI Shao', 'NAVI sociablEE', 'NAVI Ruxic', 'NAVI Filu']",Corrode,Pearl,Bind,Split,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594748/natus-vincere-vs-gentle-mates-vct-2026-emea-kickoff-ur3
Gentle Mates,M8,2,Bo3,A,win,"[['Abyss', 13, 7, 6], ['Bind', 13, 5, 8]]",26,12,14,VCT 2026: EMEA Kickoff,Main Event: Upper Round 3,"['M8 Minny', 'M8 marteen', 'M8 GLYPH', 'M8 bipo', 'M8 starxo']",Breeze,Haven,Abyss,Split,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594748/natus-vincere-vs-gentle-mates-vct-2026-emea-kickoff-ur3
BBL Esports,BBL,2,Bo3,A,win,"[['Haven', 9, 3, 6], ['Abyss', 8, 4, 4]]",17,7,10,VCT 2026: EMEA Kickoff,Main Event: Upper Round 3,"['BBL rock lovers', 'BBL Lar0k', 'BBL Loita', 'BBL Rosé', 'BBL Crewen']",Bind,Corrode,Haven,Breeze,-,Haven,Abyss,-,-,-,https://www.vlr.gg/594749/bbl-esports-vs-team-vitality-vct-2026-emea-kickoff-ur3
Team Vitality,VIT,0,Bo3,B,loss,"[['Haven', 13, 6, 7], ['Abyss', 13, 8, 5]]",26,14,12,VCT 2026: EMEA Kickoff,Main Event: Upper Round 3,"['VIT Chronicle', 'VIT Jamppi', 'VIT PROFEK', 'VIT UNFAKE', 'VIT Derke']",Pearl,Split,Abyss,Breeze,-,Haven,Abyss,-,-,-,https://www.vlr.gg/594749/bbl-esports-vs-team-vitality-vct-2026-emea-kickoff-ur3
Team Liquid,TL,0,Bo3,B,loss,"[['Corrode', 5, 0, 5], ['Split', 9, 6, 3]]",14,6,8,VCT 2026: EMEA Kickoff,Main Event: Middle Round 2,"['TL purp0', 'TL wayne', 'TL nAts', 'TL MiniBoo', 'TL kamo']",Haven,Abyss,Split,Breeze,-,Corrode,Split,-,-,-,https://www.vlr.gg/594755/team-liquid-vs-fnatic-vct-2026-emea-kickoff-mr2
FNATIC,FNC,2,Bo3,A,win,"[['Corrode', 13, 7, 6], ['Split', 13, 9, 4]]",26,16,10,VCT 2026: EMEA Kickoff,Main Event: Middle Round 2,"['FNC Alfajer', 'FNC crashies', 'FNC kaajak', 'FNC Veqaj', 'FNC Boaster']",Pearl,Bind,Corrode,Breeze,-,Corrode,Split,-,-,-,https://www.vlr.gg/594755/team-liquid-vs-fnatic-vct-2026-emea-kickoff-mr2
GIANTX,GX,2,Bo3,A,win,"[['Abyss', 10, 6, 4], ['Haven', 7, 5, 2]]",17,11,6,VCT 2026: EMEA Kickoff,Main Event: Middle Round 2,"['GX Flickless', 'GX Cloud', 'GX ara', 'GX westside', 'GX grubinho']",Corrode,Split,Abyss,Breeze,-,Abyss,Haven,-,-,-,https://www.vlr.gg/594756/giantx-vs-team-heretics-vct-2026-emea-kickoff-mr2
Team Heretics,TH,0,Bo3,B,loss,"[['Abyss', 13, 7, 6], ['Haven', 13, 6, 7]]",26,13,13,VCT 2026: EMEA Kickoff,Main Event: Middle Round 2,"['TH ComeBack', 'TH Wo0t', 'TH Boo', 'TH RieNs', 'TH benjyfishy']",Pearl,Bind,Haven,Breeze,-,Abyss,Haven,-,-,-,https://www.vlr.gg/594756/giantx-vs-team-heretics-vct-2026-emea-kickoff-mr2
Karmine Corp,KC,2,Bo3,A,win,"[['Haven', 12, 5, 7], ['Split', 13, 6, 7], ['Pearl', 7, 5, 2]]",32,16,16,VCT 2026: EMEA Kickoff,Main Event: Lower Round 1,"['KC dos9', 'KC LewN', 'KC Avez', 'KC sheydos', 'KC SUYGETSU']",Corrode,Breeze,Haven,Pearl,-,Haven,Split,Pearl,-,-,https://www.vlr.gg/594761/karmine-corp-vs-fut-esports-vct-2026-emea-kickoff-lr1
FUT Esports,FUT,1,Bo3,B,loss,"[['Haven', 14, 5, 7], ['Split', 8, 5, 3], ['Pearl', 13, 6, 7]]",35,16,17,VCT 2026: EMEA Kickoff,Main Event: Lower Round 1,"['FUT MrFaliN', 'FUT yetujey', 'FUT KROSTALY', 'FUT xeus', 'FUT baha']",Abyss,Bind,Split,Pearl,-,Haven,Split,Pearl,-,-,https://www.vlr.gg/594761/karmine-corp-vs-fut-esports-vct-2026-emea-kickoff-lr1
PCIFIC Esports,PCF,0,Bo3,B,loss,"[['Split', 5, 2, 3], ['Abyss', 8, 5, 3]]",13,7,6,VCT 2026: EMEA Kickoff,Main Event: Lower Round 1,"['PCF NINJA', 'PCF al0rante', 'PCF cNed', 'PCF seven', 'PCF qpert']",Haven,Bind,Abyss,Breeze,-,Split,Abyss,-,-,-,https://www.vlr.gg/594762/pcific-esports-vs-ulf-esports-vct-2026-emea-kickoff-lr1
ULF Esports,ULF,2,Bo3,A,win,"[['Split', 13, 9, 4], ['Abyss', 13, 9, 4]]",26,18,8,VCT 2026: EMEA Kickoff,Main Event: Lower Round 1,"['ULF audaz', 'ULF d3mur', 'ULF Favian', 'ULF nekky', 'ULF sturNN']",Corrode,Pearl,Split,Breeze,-,Split,Abyss,-,-,-,https://www.vlr.gg/594762/pcific-esports-vs-ulf-esports-vct-2026-emea-kickoff-lr1
Natus Vincere,NAVI,1,Bo3,A,loss,"[['Split', 13, 4, 9], ['Breeze', 6, 4, 2], ['Bind', 17, 9, 3]]",36,17,14,VCT 2026: EMEA Kickoff,Main Event: Middle Round 3,"['NAVI hiro', 'NAVI Ruxic', 'NAVI Filu', 'NAVI sociablEE', 'NAVI Shao']",Corrode,Abyss,Split,Bind,-,Split,Breeze,Bind,-,-,https://www.vlr.gg/594757/natus-vincere-vs-fnatic-vct-2026-emea-kickoff-mr3
FNATIC,FNC,2,Bo3,B,win,"[['Split', 10, 3, 7], ['Breeze', 13, 5, 8], ['Bind', 15, 9, 3]]",38,17,18,VCT 2026: EMEA Kickoff,Main Event: Middle Round 3,"['FNC Alfajer', 'FNC Veqaj', 'FNC kaajak', 'FNC crashies', 'FNC Boaster']",Pearl,Haven,Breeze,Bind,-,Split,Breeze,Bind,-,-,https://www.vlr.gg/594757/natus-vincere-vs-fnatic-vct-2026-emea-kickoff-mr3
Team Vitality,VIT,2,Bo3,B,win,"[['Abyss', 13, 12, 1], ['Breeze', 13, 7, 6]]",26,19,7,VCT 2026: EMEA Kickoff,Main Event: Middle Round 3,"['VIT Chronicle', 'VIT Derke', 'VIT UNFAKE', 'VIT PROFEK', 'VIT Jamppi']",Pearl,Bind,Breeze,Haven,-,Abyss,Breeze,-,-,-,https://www.vlr.gg/594758/team-vitality-vs-giantx-vct-2026-emea-kickoff-mr3
GIANTX,GX,0,Bo3,A,loss,"[['Abyss', 0, 0, 0], ['Breeze', 11, 6, 5]]",11,6,5,VCT 2026: EMEA Kickoff,Main Event: Middle Round 3,"['GX Flickless', 'GX ara', 'GX westside', 'GX grubinho', 'GX Cloud']",Corrode,Split,Abyss,Haven,-,Abyss,Breeze,-,-,-,https://www.vlr.gg/594758/team-vitality-vs-giantx-vct-2026-emea-kickoff-mr3
Team Heretics,TH,2,Bo3,B,win,"[['Haven', 13, 7, 6], ['Corrode', 13, 7, 6], ['Abyss', 2, 0, 2]]",28,14,14,VCT 2026: EMEA Kickoff,Main Event: Lower Round 2,"['TH benjyfishy', 'TH Wo0t', 'TH RieNs', 'TH Boo', 'TH ComeBack']",Pearl,Bind,Haven,Corrode,-,Abyss,Haven,Corrode,-,-,https://www.vlr.gg/594763/team-heretics-vs-karmine-corp-vct-2026-emea-kickoff-lr2
Karmine Corp,KC,1,Bo3,A,loss,"[['Haven', 8, 6, 2], ['Corrode', 11, 6, 5], ['Abyss', 13, 10, 3]]",32,22,10,VCT 2026: EMEA Kickoff,Main Event: Lower Round 2,"['KC LewN', 'KC SUYGETSU', 'KC dos9', 'KC sheydos', 'KC Avez']",Breeze,Split,Abyss,Corrode,-,Abyss,Haven,Corrode,-,-,https://www.vlr.gg/594763/team-heretics-vs-karmine-corp-vct-2026-emea-kickoff-lr2
Team Liquid,TL,2,Bo3,B,win,"[['Split', 8, 6, 2], ['Pearl', 14, 6, 6], ['Breeze', 13, 6, 7]]",35,18,15,VCT 2026: EMEA Kickoff,Main Event: Lower Round 2,"['TL wayne', 'TL kamo', 'TL MiniBoo', 'TL nAts', 'TL purp0']",Haven,Abyss,Breeze,Pearl,-,Split,Breeze,Pearl,-,-,https://www.vlr.gg/594764/team-liquid-vs-ulf-esports-vct-2026-emea-kickoff-lr2
ULF Esports,ULF,1,Bo3,A,loss,"[['Split', 13, 7, 6], ['Pearl', 12, 6, 6], ['Breeze', 5, 5, 0]]",30,18,12,VCT 2026: EMEA Kickoff,Main Event: Lower Round 2,"['ULF nekky', 'ULF d3mur', 'ULF sturNN', 'ULF audaz', 'ULF Favian']",Corrode,Bind,Split,Pearl,-,Split,Breeze,Pearl,-,-,https://www.vlr.gg/594764/team-liquid-vs-ulf-esports-vct-2026-emea-kickoff-lr2
Natus Vincere,NAVI,0,Bo3,B,loss,"[['Haven', 5, 4, 1], ['Breeze', 4, 4, 0]]",9,8,1,VCT 2026: EMEA Kickoff,Main Event: Lower Round 3,"['NAVI Ruxic', 'NAVI hiro', 'NAVI Shao', 'NAVI Filu', 'NAVI sociablEE']",Corrode,Abyss,Breeze,Bind,-,Haven,Breeze,-,-,-,https://www.vlr.gg/594765/natus-vincere-vs-team-heretics-vct-2026-emea-kickoff-lr3
Team Heretics,TH,2,Bo3,A,win,"[['Haven', 13, 5, 8], ['Breeze', 13, 5, 8]]",26,10,16,VCT 2026: EMEA Kickoff,Main Event: Lower Round 3,"['TH benjyfishy', 'TH ComeBack', 'TH Wo0t', 'TH Boo', 'TH RieNs']",Split,Pearl,Haven,Bind,-,Haven,Breeze,-,-,-,https://www.vlr.gg/594765/natus-vincere-vs-team-heretics-vct-2026-emea-kickoff-lr3
GIANTX,GX,1,Bo3,B,loss,"[['Breeze', 4, 1, 3], ['Pearl', 13, 2, 11], ['Bind', 14, 4, 8]]",31,7,22,VCT 2026: EMEA Kickoff,Main Event: Lower Round 3,"['GX westside', 'GX grubinho', 'GX Cloud', 'GX ara', 'GX Flickless']",Corrode,Abyss,Pearl,Bind,-,Breeze,Pearl,Bind,-,-,https://www.vlr.gg/594766/giantx-vs-team-liquid-vct-2026-emea-kickoff-lr3
Team Liquid,TL,2,Bo3,A,win,"[['Breeze', 13, 9, 4], ['Pearl', 6, 1, 5], ['Bind', 16, 4, 8]]",35,14,17,VCT 2026: EMEA Kickoff,Main Event: Lower Round 3,"['TL nAts', 'TL MiniBoo', 'TL wayne', 'TL purp0', 'TL kamo']",Haven,Split,Breeze,Bind,-,Breeze,Pearl,Bind,-,-,https://www.vlr.gg/594766/giantx-vs-team-liquid-vct-2026-emea-kickoff-lr3
Team Heretics,TH,0,Bo3,B,loss,"[['Abyss', 11, 6, 5], ['Bind', 3, 2, 1]]",14,8,6,VCT 2026: EMEA Kickoff,Main Event: Lower Round 4,"['TH benjyfishy', 'TH RieNs', 'TH Boo', 'TH Wo0t', 'TH ComeBack']",Pearl,Split,Bind,Breeze,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594767/team-heretics-vs-team-liquid-vct-2026-emea-kickoff-lr4
Team Liquid,TL,2,Bo3,A,win,"[['Abyss', 13, 7, 6], ['Bind', 13, 11, 2]]",26,18,8,VCT 2026: EMEA Kickoff,Main Event: Lower Round 4,"['TL kamo', 'TL nAts', 'TL MiniBoo', 'TL purp0', 'TL wayne']",Haven,Corrode,Abyss,Breeze,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594767/team-heretics-vs-team-liquid-vct-2026-emea-kickoff-lr4
FNATIC,FNC,2,Bo3,B,win,"[['Abyss', 13, 9, 4], ['Bind', 13, 6, 7]]",26,15,11,VCT 2026: EMEA Kickoff,Main Event: Middle Round 4,"['FNC Alfajer', 'FNC Veqaj', 'FNC crashies', 'FNC kaajak', 'FNC Boaster']",Breeze,Pearl,Bind,Corrode,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594759/fnatic-vs-team-vitality-vct-2026-emea-kickoff-mr4
Team Vitality,VIT,0,Bo3,A,loss,"[['Abyss', 5, 2, 3], ['Bind', 8, 2, 6]]",13,4,9,VCT 2026: EMEA Kickoff,Main Event: Middle Round 4,"['VIT Derke', 'VIT PROFEK', 'VIT Chronicle', 'VIT UNFAKE', 'VIT Jamppi']",Split,Haven,Abyss,Corrode,-,Abyss,Bind,-,-,-,https://www.vlr.gg/594759/fnatic-vs-team-vitality-vct-2026-emea-kickoff-mr4
Gentle Mates,M8,2,Bo5,B,loss,"[['Haven', 13, 6, 7], ['Abyss', 13, 7, 5], ['Pearl', 14, 6, 6], ['Split', 13, 9, 4], ['Corrode', 6, 1, 5]]",59,29,27,VCT 2026: EMEA Kickoff,Main Event: Upper Final,"['M8 marteen', 'M8 Minny', 'M8 bipo', 'M8 GLYPH', 'M8 starxo']",Breeze,-,Abyss,Split,Corrode,Haven,Abyss,Pearl,Split,Corrode,https://www.vlr.gg/594750/gentle-mates-vs-bbl-esports-vct-2026-emea-kickoff-ubf
BBL Esports,BBL,3,Bo5,A,win,"[['Haven', 11, 5, 6], ['Abyss', 15, 7, 5], ['Pearl', 16, 6, 6], ['Split', 4, 1, 3], ['Corrode', 13, 7, 6]]",59,26,26,VCT 2026: EMEA Kickoff,Main Event: Upper Final,"['BBL rock lovers', 'BBL Loita', 'BBL Lar0k', 'BBL Crewen', 'BBL Rosé']",Bind,-,Haven,Pearl,Corrode,Haven,Abyss,Pearl,Split,Corrode,https://www.vlr.gg/594750/gentle-mates-vs-bbl-esports-vct-2026-emea-kickoff-ubf
Team Vitality,VIT,1,Bo3,A,loss,"[['Corrode', 8, 6, 2], ['Bind', 13, 4, 9], ['Breeze', 13, 4, 9]]",34,14,20,VCT 2026: EMEA Kickoff,Main Event: Lower Round 5,"['VIT Jamppi', 'VIT Chronicle', 'VIT Derke', 'VIT PROFEK', 'VIT UNFAKE']",Split,Pearl,Corrode,Breeze,-,Corrode,Bind,Breeze,-,-,https://www.vlr.gg/594768/team-vitality-vs-team-liquid-vct-2026-emea-kickoff-lr5
Team Liquid,TL,2,Bo3,B,win,"[['Corrode', 13, 10, 3], ['Bind', 3, 3, 0], ['Breeze', 9, 3, 6]]",25,16,9,VCT 2026: EMEA Kickoff,Main Event: Lower Round 5,"['TL nAts', 'TL kamo', 'TL MiniBoo', 'TL wayne', 'TL purp0']",Haven,Abyss,Bind,Breeze,-,Corrode,Bind,Breeze,-,-,https://www.vlr.gg/594768/team-vitality-vs-team-liquid-vct-2026-emea-kickoff-lr5
Gentle Mates,M8,3,Bo5,A,win,"[['Abyss', 13, 6, 7], ['Corrode', 16, 4, 8], ['Split', 6, 2, 4], ['Bind', 12, 7, 5], ['Haven', 12, 5, 7]]",59,24,31,VCT 2026: EMEA Kickoff,Main Event: Middle Final,"['M8 marteen', 'M8 Minny', 'M8 bipo', 'M8 starxo', 'M8 GLYPH']",Breeze,-,Abyss,Split,Haven,Abyss,Corrode,Split,Bind,Haven,https://www.vlr.gg/594760/gentle-mates-vs-fnatic-vct-2026-emea-kickoff-mbf
FNATIC,FNC,2,Bo5,B,loss,"[['Abyss', 10, 4, 6], ['Corrode', 14, 4, 8], ['Split', 13, 8, 5], ['Bind', 14, 7, 5], ['Haven', 14, 5, 7]]",65,28,31,VCT 2026: EMEA Kickoff,Main Event: Middle Final,"['FNC Veqaj', 'FNC Alfajer', 'FNC crashies', 'FNC kaajak', 'FNC Boaster']",Pearl,-,Corrode,Bind,Haven,Abyss,Corrode,Split,Bind,Haven,https://www.vlr.gg/594760/gentle-mates-vs-fnatic-vct-2026-emea-kickoff-mbf
FNATIC,FNC,0,Bo5,A,loss,"[['Corrode', 13, 6, 7], ['Bind', 13, 8, 5], ['Abyss', 18, 5, 7]]",44,19,19,VCT 2026: EMEA Kickoff,Main Event: Lower Final,"['FNC Alfajer', 'FNC kaajak', 'FNC crashies', 'FNC Veqaj', 'FNC Boaster']",Pearl,-,Corrode,Abyss,Split,Corrode,Bind,Abyss,-,-,https://www.vlr.gg/594769/fnatic-vs-team-liquid-vct-2026-emea-kickoff-lbf
Team Liquid,TL,3,Bo5,B,win,"[['Corrode', 6, 5, 1], ['Bind', 10, 7, 3], ['Abyss', 16, 5, 7]]",32,17,11,VCT 2026: EMEA Kickoff,Main Event: Lower Final,"['TL nAts', 'TL MiniBoo', 'TL wayne', 'TL kamo', 'TL purp0']",Haven,-,Bind,Breeze,Split,Corrode,Bind,Abyss,-,-,https://www.vlr.gg/594769/fnatic-vs-team-liquid-vct-2026-emea-kickoff-lbf
Nongshim RedForce,NS,2,Bo3,B,win,"[['Haven', 13, 9, 4], ['Split', 13, 8, 5]]",26,17,9,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['NS Dambi', 'NS Rb', 'NS Francis', 'NS Xross', 'NS Ivy']",Pearl,Bind,Split,Breeze,-,Haven,Split,-,-,-,https://www.vlr.gg/595630/nongshim-redforce-vs-team-secret-vct-2026-pacific-kickoff-ur1
Team Secret,TS,0,Bo3,A,loss,"[['Haven', 5, 2, 3], ['Split', 8, 7, 1]]",13,9,4,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['TS BerserX', 'TS kellyS', 'TS Sylvan', 'TS JessieVash', 'TS TenTen']",Corrode,Abyss,Haven,Breeze,-,Haven,Split,-,-,-,https://www.vlr.gg/595630/nongshim-redforce-vs-team-secret-vct-2026-pacific-kickoff-ur1
ZETA DIVISION,ZETA,0,Bo3,B,loss,"[['Corrode', 4, 4, 0], ['Split', 2, 0, 2]]",6,4,2,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['ZETA eKo', 'ZETA Absol', 'ZETA SugarZ3ro', 'ZETA SyouTa', 'ZETA Xdll']",Pearl,Bind,Split,Breeze,-,Corrode,Split,-,-,-,https://www.vlr.gg/595631/zeta-division-vs-full-sense-vct-2026-pacific-kickoff-ur1
FULL SENSE,FS,2,Bo3,A,win,"[['Corrode', 13, 5, 8], ['Split', 13, 10, 3]]",26,15,11,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['FS primmie', 'FS Killua', 'FS Leviathan', 'FS JitBoyS', 'FS thyy']",Haven,Abyss,Corrode,Breeze,-,Corrode,Split,-,-,-,https://www.vlr.gg/595631/zeta-division-vs-full-sense-vct-2026-pacific-kickoff-ur1
VARREL,VL,0,Bo3,A,loss,"[['Abyss', 13, 6, 7], ['Split', 13, 8, 5]]",26,14,12,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['VL Zexy', 'VL Klaus', 'VL XuNa', 'VL oonzmlp', 'VL C1ndeR']",Corrode,Breeze,Split,Haven,-,Split,Abyss,-,-,-,https://www.vlr.gg/595632/varrel-vs-global-esports-vct-2026-pacific-kickoff-ur1
Global Esports,GE,2,Bo3,B,win,"[['Abyss', 7, 5, 2], ['Split', 7, 3, 4]]",14,8,6,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['GE UdoTan', 'GE xavi8k', 'GE PatMen', 'GE Kr1stal', 'GE Autumn']",Bind,Pearl,Abyss,Haven,-,Split,Abyss,-,-,-,https://www.vlr.gg/595632/varrel-vs-global-esports-vct-2026-pacific-kickoff-ur1
DetonatioN FocusMe,DFM,2,Bo3,B,win,"[['Abyss', 13, 6, 7], ['Pearl', 13, 5, 8]]",26,11,15,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['DFM Caedye', 'DFM SSeeS', 'DFM Meiy', 'DFM Akame', 'DFM yatsuka']",Breeze,Split,Pearl,Haven,-,Abyss,Pearl,-,-,-,https://www.vlr.gg/595633/detonation-focusme-vs-gen-g-vct-2026-pacific-kickoff-ur1
Gen.G,GEN,0,Bo3,A,loss,"[['Abyss', 8, 5, 3], ['Pearl', 10, 3, 7]]",18,8,10,VCT 2026: Pacific Kickoff,Main Event: Upper Round 1,"['GEN Ash', 'GEN Karon', 'GEN t3xture', 'GEN ZynX', 'GEN Lakia']",Bind,Corrode,Abyss,Haven,-,Abyss,Pearl,-,-,-,https://www.vlr.gg/595633/detonation-focusme-vs-gen-g-vct-2026-pacific-kickoff-ur1
T1,T1,1,Bo3,B,loss,"[['Haven', 4, 0, 4], ['Corrode', 9, 5, 4], ['Split', 13, 7, 6]]",26,12,14,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['T1 BuZz', 'T1 iZu', 'T1 stax', 'T1 Munchkin', 'T1 Meteor']",Bind,Abyss,Haven,Corrode,-,Split,Haven,Corrode,-,-,https://www.vlr.gg/595634/t1-vs-nongshim-redforce-vct-2026-pacific-kickoff-ur2
