team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
Nongshim RedForce,NS,2,Bo3,A,win,"[['Haven', 13, 8, 5], ['Corrode', 13, 8, 5], ['Split', 9, 6, 3]]",35,22,13,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['NS Dambi', 'NS Francis', 'NS Ivy', 'NS Xross', 'NS Rb']",Pearl,Breeze,Split,Corrode,-,Split,Haven,Corrode,-,-,https://www.vlr.gg/595634/t1-vs-nongshim-redforce-vct-2026-pacific-kickoff-ur2
DRX,DRX,1,Bo3,B,loss,"[['Breeze', 13, 8, 5], ['Pearl', 8, 4, 4], ['Split', 8, 3, 5]]",29,15,14,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['DRX free1ng', 'DRX MaKo', 'DRX BeYN', 'DRX Hermes', 'DRX HYUNMIN']",Corrode,Bind,Pearl,Split,-,Breeze,Pearl,Split,-,-,https://www.vlr.gg/595635/drx-vs-full-sense-vct-2026-pacific-kickoff-ur2
FULL SENSE,FS,2,Bo3,A,win,"[['Breeze', 10, 6, 4], ['Pearl', 13, 8, 5], ['Split', 13, 7, 6]]",36,21,15,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['FS primmie', 'FS Killua', 'FS JitBoyS', 'FS Leviathan', 'FS thyy']",Abyss,Haven,Breeze,Split,-,Breeze,Pearl,Split,-,-,https://www.vlr.gg/595635/drx-vs-full-sense-vct-2026-pacific-kickoff-ur2
Paper Rex,PRX,2,Bo3,B,win,"[['Breeze', 13, 6, 7], ['Split', 5, 0, 5], ['Bind', 13, 6, 7]]",31,12,19,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['PRX f0rsakeN', 'PRX Jinggg', 'PRX something', 'PRX invy', 'PRX d4v41']",Abyss,Corrode,Split,Bind,-,Breeze,Split,Bind,-,-,https://www.vlr.gg/595636/paper-rex-vs-global-esports-vct-2026-pacific-kickoff-ur2
Global Esports,GE,1,Bo3,A,loss,"[['Breeze', 10, 5, 5], ['Split', 13, 7, 6], ['Bind', 10, 5, 5]]",33,17,16,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['GE PatMen', 'GE UdoTan', 'GE xavi8k', 'GE Autumn', 'GE Kr1stal']",Pearl,Haven,Breeze,Bind,-,Breeze,Split,Bind,-,-,https://www.vlr.gg/595636/paper-rex-vs-global-esports-vct-2026-pacific-kickoff-ur2
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Haven', 13, 4, 9], ['Corrode', 13, 10, 3]]",26,14,12,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['RRQ Kushy', 'RRQ xffero', 'RRQ Jemkin', 'RRQ crazyguy', 'RRQ Monyet']",Abyss,Split,Corrode,Bind,-,Haven,Corrode,-,-,-,https://www.vlr.gg/595637/rex-regum-qeon-vs-detonation-focusme-vct-2026-pacific-kickoff-ur2
DetonatioN FocusMe,DFM,0,Bo3,A,loss,"[['Haven', 10, 2, 8], ['Corrode', 5, 3, 2]]",15,5,10,VCT 2026: Pacific Kickoff,Main Event: Upper Round 2,"['DFM Meiy', 'DFM yatsuka', 'DFM SSeeS', 'DFM Caedye', 'DFM Akame']",Pearl,Breeze,Haven,Bind,-,Haven,Corrode,-,-,-,https://www.vlr.gg/595637/rex-regum-qeon-vs-detonation-focusme-vct-2026-pacific-kickoff-ur2
Team Secret,TS,0,Bo3,A,loss,"[['Split', 13, 3, 10], ['Bind', 13, 6, 7]]",26,9,17,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['TS kellyS', 'TS BerserX', 'TS JessieVash', 'TS Sylvan', 'TS TenTen']",Corrode,Abyss,Split,Breeze,-,Split,Bind,-,-,-,https://www.vlr.gg/595641/team-secret-vs-detonation-focusme-vct-2026-pacific-kickoff-mr1
DetonatioN FocusMe,DFM,2,Bo3,B,win,"[['Split', 2, 2, 0], ['Bind', 8, 5, 3]]",10,7,3,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['DFM Akame', 'DFM SSeeS', 'DFM Meiy', 'DFM yatsuka', 'DFM Caedye']",Haven,Pearl,Bind,Breeze,-,Split,Bind,-,-,-,https://www.vlr.gg/595641/team-secret-vs-detonation-focusme-vct-2026-pacific-kickoff-mr1
ZETA DIVISION,ZETA,0,Bo3,A,loss,"[['Haven', 13, 9, 4], ['Abyss', 13, 5, 8]]",26,14,12,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['ZETA SugarZ3ro', 'ZETA Absol', 'ZETA Xdll', 'ZETA SyouTa', 'ZETA eKo']",Pearl,Bind,Haven,Split,-,Haven,Abyss,-,-,-,https://www.vlr.gg/595642/zeta-division-vs-global-esports-vct-2026-pacific-kickoff-mr1
Global Esports,GE,2,Bo3,B,win,"[['Haven', 11, 8, 3], ['Abyss', 9, 4, 5]]",20,12,8,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['GE xavi8k', 'GE Autumn', 'GE Kr1stal', 'GE PatMen', 'GE UdoTan']",Corrode,Breeze,Abyss,Split,-,Haven,Abyss,-,-,-,https://www.vlr.gg/595642/zeta-division-vs-global-esports-vct-2026-pacific-kickoff-mr1
VARREL,VL,1,Bo3,A,loss,"[['Corrode', 10, 7, 3], ['Split', 13, 5, 8], ['Bind', 13, 9, 4]]",36,21,15,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['VL oonzmlp', 'VL XuNa', 'VL Klaus', 'VL Zexy', 'VL C1ndeR']",Abyss,Breeze,Corrode,Bind,-,Corrode,Split,Bind,-,-,https://www.vlr.gg/595643/varrel-vs-drx-vct-2026-pacific-kickoff-mr1
DRX,DRX,2,Bo3,B,win,"[['Corrode', 13, 8, 5], ['Split', 10, 4, 6], ['Bind', 5, 2, 3]]",28,14,14,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['DRX BeYN', 'DRX MaKo', 'DRX HYUNMIN', 'DRX Hermes', 'DRX free1ng']",Pearl,Haven,Split,Bind,-,Corrode,Split,Bind,-,-,https://www.vlr.gg/595643/varrel-vs-drx-vct-2026-pacific-kickoff-mr1
Gen.G,GEN,1,Bo3,A,loss,"[['Breeze', 7, 5, 2], ['Bind', 13, 6, 7], ['Haven', 13, 6, 7]]",33,17,16,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['GEN t3xture', 'GEN Karon', 'GEN Lakia', 'GEN Ash', 'GEN ZynX']",Pearl,Split,Breeze,Haven,-,Breeze,Bind,Haven,-,-,https://www.vlr.gg/595644/gen-g-vs-t1-vct-2026-pacific-kickoff-mr1
T1,T1,2,Bo3,B,win,"[['Breeze', 13, 6, 7], ['Bind', 8, 5, 3], ['Haven', 9, 3, 6]]",30,14,16,VCT 2026: Pacific Kickoff,Main Event: Middle Round 1,"['T1 Meteor', 'T1 iZu', 'T1 Munchkin', 'T1 stax', 'T1 BuZz']",Abyss,Corrode,Bind,Haven,-,Breeze,Bind,Haven,-,-,https://www.vlr.gg/595644/gen-g-vs-t1-vct-2026-pacific-kickoff-mr1
Nongshim RedForce,NS,2,Bo3,B,win,"[['Split', 14, 6, 6], ['Bind', 13, 3, 10]]",27,9,16,VCT 2026: Pacific Kickoff,Main Event: Upper Round 3,"['NS Dambi', 'NS Rb', 'NS Ivy', 'NS Francis', 'NS Xross']",Pearl,Breeze,Bind,Corrode,-,Split,Bind,-,-,-,https://www.vlr.gg/595638/nongshim-redforce-vs-full-sense-vct-2026-pacific-kickoff-ur3
FULL SENSE,FS,0,Bo3,A,loss,"[['Split', 12, 6, 6], ['Bind', 2, 2, 0]]",14,8,6,VCT 2026: Pacific Kickoff,Main Event: Upper Round 3,"['FS Leviathan', 'FS JitBoyS', 'FS thyy', 'FS primmie', 'FS Killua']",Haven,Abyss,Split,Corrode,-,Split,Bind,-,-,-,https://www.vlr.gg/595638/nongshim-redforce-vs-full-sense-vct-2026-pacific-kickoff-ur3
Paper Rex,PRX,0,Bo3,A,loss,"[['Bind', 13, 6, 7], ['Pearl', 13, 10, 3]]",26,16,10,VCT 2026: Pacific Kickoff,Main Event: Upper Round 3,"['PRX f0rsakeN', 'PRX Jinggg', 'PRX d4v41', 'PRX something', 'PRX invy']",Abyss,Corrode,Bind,Breeze,-,Bind,Pearl,-,-,-,https://www.vlr.gg/595639/paper-rex-vs-rex-regum-qeon-vct-2026-pacific-kickoff-ur3
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Bind', 6, 5, 1], ['Pearl', 5, 3, 2]]",11,8,3,VCT 2026: Pacific Kickoff,Main Event: Upper Round 3,"['RRQ Jemkin', 'RRQ Kushy', 'RRQ Monyet', 'RRQ xffero', 'RRQ crazyguy']",Split,Haven,Pearl,Breeze,-,Bind,Pearl,-,-,-,https://www.vlr.gg/595639/paper-rex-vs-rex-regum-qeon-vct-2026-pacific-kickoff-ur3
DetonatioN FocusMe,DFM,2,Bo3,B,win,"[['Breeze', 3, 2, 1], ['Pearl', 13, 7, 6], ['Split', 13, 6, 7]]",29,15,14,VCT 2026: Pacific Kickoff,Main Event: Middle Round 2,"['DFM Meiy', 'DFM Akame', 'DFM Caedye', 'DFM SSeeS', 'DFM yatsuka']",Corrode,Haven,Pearl,Split,-,Breeze,Pearl,Split,-,-,https://www.vlr.gg/595645/detonation-focusme-vs-global-esports-vct-2026-pacific-kickoff-mr2
Global Esports,GE,1,Bo3,A,loss,"[['Breeze', 13, 3, 10], ['Pearl', 9, 4, 5], ['Split', 8, 5, 3]]",30,12,18,VCT 2026: Pacific Kickoff,Main Event: Middle Round 2,"['GE PatMen', 'GE Autumn', 'GE xavi8k', 'GE Kr1stal', 'GE UdoTan']",Abyss,Bind,Breeze,Split,-,Breeze,Pearl,Split,-,-,https://www.vlr.gg/595645/detonation-focusme-vs-global-esports-vct-2026-pacific-kickoff-mr2
DRX,DRX,0,Bo3,A,loss,"[['Split', 13, 7, 6], ['Bind', 13, 5, 8]]",26,12,14,VCT 2026: Pacific Kickoff,Main Event: Middle Round 2,"['DRX HYUNMIN', 'DRX MaKo', 'DRX free1ng', 'DRX BeYN', 'DRX Hermes']",Pearl,Haven,Split,Breeze,-,Split,Bind,-,-,-,https://www.vlr.gg/595646/drx-vs-t1-vct-2026-pacific-kickoff-mr2
T1,T1,2,Bo3,B,win,"[['Split', 8, 3, 5], ['Bind', 8, 4, 4]]",16,7,9,VCT 2026: Pacific Kickoff,Main Event: Middle Round 2,"['T1 BuZz', 'T1 iZu', 'T1 Munchkin', 'T1 Meteor', 'T1 stax']",Abyss,Corrode,Bind,Breeze,-,Split,Bind,-,-,-,https://www.vlr.gg/595646/drx-vs-t1-vct-2026-pacific-kickoff-mr2
Team Secret,TS,1,Bo3,B,loss,"[['Bind', 13, 8, 5], ['Split', 4, 3, 1], ['Abyss', 11, 4, 7]]",28,15,13,VCT 2026: Pacific Kickoff,Main Event: Lower Round 1,"['TS JessieVash', 'TS TenTen', 'TS kellyS', 'TS BerserX', 'TS Sylvan']",Corrode,Haven,Split,Abyss,-,Bind,Split,Abyss,-,-,https://www.vlr.gg/595651/team-secret-vs-zeta-division-vct-2026-pacific-kickoff-lr1
ZETA DIVISION,ZETA,2,Bo3,A,win,"[['Bind', 4, 0, 4], ['Split', 13, 11, 2], ['Abyss', 13, 5, 8]]",30,16,14,VCT 2026: Pacific Kickoff,Main Event: Lower Round 1,"['ZETA Xdll', 'ZETA eKo', 'ZETA SyouTa', 'ZETA SugarZ3ro', 'ZETA Absol']",Pearl,Breeze,Bind,Abyss,-,Bind,Split,Abyss,-,-,https://www.vlr.gg/595651/team-secret-vs-zeta-division-vct-2026-pacific-kickoff-lr1
VARREL,VL,1,Bo3,B,loss,"[['Breeze', 10, 6, 4], ['Pearl', 20, 5, 7], ['Haven', 9, 3, 6]]",39,14,17,VCT 2026: Pacific Kickoff,Main Event: Lower Round 1,"['VL XuNa', 'VL Klaus', 'VL Zexy', 'VL C1ndeR', 'VL oonzmlp']",Abyss,Bind,Pearl,Haven,-,Breeze,Pearl,Haven,-,-,https://www.vlr.gg/595652/varrel-vs-gen-g-vct-2026-pacific-kickoff-lr1
Gen.G,GEN,2,Bo3,A,win,"[['Breeze', 13, 8, 5], ['Pearl', 18, 5, 7], ['Haven', 13, 4, 9]]",44,17,21,VCT 2026: Pacific Kickoff,Main Event: Lower Round 1,"['GEN ZynX', 'GEN Karon', 'GEN Ash', 'GEN t3xture', 'GEN Lakia']",Corrode,Split,Breeze,Haven,-,Breeze,Pearl,Haven,-,-,https://www.vlr.gg/595652/varrel-vs-gen-g-vct-2026-pacific-kickoff-lr1
FULL SENSE,FS,1,Bo3,B,loss,"[['Pearl', 13, 6, 7], ['Split', 9, 5, 4], ['Haven', 6, 6, 0]]",28,17,11,VCT 2026: Pacific Kickoff,Main Event: Middle Round 3,"['FS primmie', 'FS Killua', 'FS Leviathan', 'FS thyy', 'FS JitBoyS']",Bind,Abyss,Split,Haven,-,Pearl,Split,Haven,-,-,https://www.vlr.gg/595647/full-sense-vs-detonation-focusme-vct-2026-pacific-kickoff-mr3
DetonatioN FocusMe,DFM,2,Bo3,A,win,"[['Pearl', 7, 5, 2], ['Split', 13, 6, 7], ['Haven', 13, 7, 6]]",33,18,15,VCT 2026: Pacific Kickoff,Main Event: Middle Round 3,"['DFM yatsuka', 'DFM SSeeS', 'DFM Meiy', 'DFM Caedye', 'DFM Akame']",Corrode,Breeze,Pearl,Haven,-,Pearl,Split,Haven,-,-,https://www.vlr.gg/595647/full-sense-vs-detonation-focusme-vct-2026-pacific-kickoff-mr3
Paper Rex,PRX,1,Bo3,B,loss,"[['Pearl', 13, 6, 7], ['Breeze', 9, 7, 2], ['Bind', 8, 6, 2]]",30,19,11,VCT 2026: Pacific Kickoff,Main Event: Middle Round 3,"['PRX invy', 'PRX Jinggg', 'PRX d4v41', 'PRX f0rsakeN', 'PRX something']",Abyss,Split,Breeze,Bind,-,Pearl,Breeze,Bind,-,-,https://www.vlr.gg/595648/paper-rex-vs-t1-vct-2026-pacific-kickoff-mr3
T1,T1,2,Bo3,A,win,"[['Pearl', 10, 5, 5], ['Breeze', 13, 10, 3], ['Bind', 13, 7, 6]]",36,22,14,VCT 2026: Pacific Kickoff,Main Event: Middle Round 3,"['T1 iZu', 'T1 Munchkin', 'T1 Meteor', 'T1 BuZz', 'T1 stax']",Haven,Corrode,Pearl,Bind,-,Pearl,Breeze,Bind,-,-,https://www.vlr.gg/595648/paper-rex-vs-t1-vct-2026-pacific-kickoff-mr3
DRX,DRX,2,Bo3,B,win,"[['Haven', 13, 9, 4], ['Bind', 7, 3, 4], ['Split', 13, 9, 4]]",33,21,12,VCT 2026: Pacific Kickoff,Main Event: Lower Round 2,"['DRX HYUNMIN', 'DRX BeYN', 'DRX MaKo', 'DRX free1ng', 'DRX Hermes']",Pearl,Corrode,Bind,Split,-,Haven,Bind,Split,-,-,https://www.vlr.gg/595653/drx-vs-zeta-division-vct-2026-pacific-kickoff-lr2
ZETA DIVISION,ZETA,1,Bo3,A,loss,"[['Haven', 7, 4, 3], ['Bind', 13, 8, 5], ['Split', 9, 8, 1]]",29,20,9,VCT 2026: Pacific Kickoff,Main Event: Lower Round 2,"['ZETA SugarZ3ro', 'ZETA eKo', 'ZETA Absol', 'ZETA Xdll', 'ZETA SyouTa']",Abyss,Breeze,Haven,Split,-,Haven,Bind,Split,-,-,https://www.vlr.gg/595653/drx-vs-zeta-division-vct-2026-pacific-kickoff-lr2
Global Esports,GE,2,Bo3,B,win,"[['Breeze', 13, 3, 9], ['Abyss', 13, 6, 7], ['Haven', 13, 7, 6]]",39,16,22,VCT 2026: Pacific Kickoff,Main Event: Lower Round 2,"['GE UdoTan', 'GE Autumn', 'GE xavi8k', 'GE PatMen', 'GE Kr1stal']",Pearl,Bind,Abyss,Haven,-,Breeze,Abyss,Haven,-,-,https://www.vlr.gg/595654/global-esports-vs-gen-g-vct-2026-pacific-kickoff-lr2
Gen.G,GEN,1,Bo3,A,loss,"[['Breeze', 15, 3, 9], ['Abyss', 11, 5, 6], ['Haven', 11, 6, 5]]",37,14,20,VCT 2026: Pacific Kickoff,Main Event: Lower Round 2,"['GEN Karon', 'GEN ZynX', 'GEN Lakia', 'GEN Ash', 'GEN t3xture']",Corrode,Split,Breeze,Haven,-,Breeze,Abyss,Haven,-,-,https://www.vlr.gg/595654/global-esports-vs-gen-g-vct-2026-pacific-kickoff-lr2
FULL SENSE,FS,0,Bo3,A,loss,"[['Corrode', 13, 10, 3], ['Abyss', 13, 8, 5]]",26,18,8,VCT 2026: Pacific Kickoff,Main Event: Lower Round 3,"['FS Killua', 'FS Leviathan', 'FS JitBoyS', 'FS primmie', 'FS thyy']",Haven,Bind,Corrode,Split,-,Corrode,Abyss,-,-,-,https://www.vlr.gg/595655/full-sense-vs-drx-vct-2026-pacific-kickoff-lr3
DRX,DRX,2,Bo3,B,win,"[['Corrode', 3, 1, 2], ['Abyss', 9, 7, 2]]",12,8,4,VCT 2026: Pacific Kickoff,Main Event: Lower Round 3,"['DRX free1ng', 'DRX HYUNMIN', 'DRX MaKo', 'DRX BeYN', 'DRX Hermes']",Pearl,Breeze,Abyss,Split,-,Corrode,Abyss,-,-,-,https://www.vlr.gg/595655/full-sense-vs-drx-vct-2026-pacific-kickoff-lr3
Paper Rex,PRX,2,Bo3,B,win,"[['Corrode', 13, 3, 10], ['Breeze', 6, 4, 2], ['Split', 14, 4, 8]]",33,11,20,VCT 2026: Pacific Kickoff,Main Event: Lower Round 3,"['PRX Jinggg', 'PRX invy', 'PRX f0rsakeN', 'PRX d4v41', 'PRX something']",Abyss,Pearl,Breeze,Split,-,Corrode,Breeze,Split,-,-,https://www.vlr.gg/595656/paper-rex-vs-global-esports-vct-2026-pacific-kickoff-lr3
Global Esports,GE,1,Bo3,A,loss,"[['Corrode', 10, 1, 9], ['Breeze', 13, 5, 8], ['Split', 12, 4, 8]]",35,10,25,VCT 2026: Pacific Kickoff,Main Event: Lower Round 3,"['GE PatMen', 'GE Kr1stal', 'GE Autumn', 'GE xavi8k', 'GE UdoTan']",Bind,Haven,Corrode,Split,-,Corrode,Breeze,Split,-,-,https://www.vlr.gg/595656/paper-rex-vs-global-esports-vct-2026-pacific-kickoff-lr3
DRX,DRX,1,Bo3,B,loss,"[['Haven', 11, 4, 7], ['Corrode', 13, 8, 5], ['Breeze', 10, 2, 8]]",34,14,20,VCT 2026: Pacific Kickoff,Main Event: Lower Round 4,"['DRX HYUNMIN', 'DRX Hermes', 'DRX free1ng', 'DRX MaKo', 'DRX BeYN']",Pearl,Split,Corrode,Breeze,-,Haven,Corrode,Breeze,-,-,https://www.vlr.gg/595657/drx-vs-paper-rex-vct-2026-pacific-kickoff-lr4
Paper Rex,PRX,2,Bo3,A,win,"[['Haven', 13, 5, 8], ['Corrode', 8, 7, 1], ['Breeze', 13, 4, 9]]",34,16,18,VCT 2026: Pacific Kickoff,Main Event: Lower Round 4,"['PRX d4v41', 'PRX something', 'PRX Jinggg', 'PRX invy', 'PRX f0rsakeN']",Abyss,Bind,Haven,Breeze,-,Haven,Corrode,Breeze,-,-,https://www.vlr.gg/595657/drx-vs-paper-rex-vct-2026-pacific-kickoff-lr4
DetonatioN FocusMe,DFM,0,Bo3,A,loss,"[['Pearl', 13, 7, 6], ['Split', 13, 6, 7]]",26,13,13,VCT 2026: Pacific Kickoff,Main Event: Middle Round 4,"['DFM Akame', 'DFM Meiy', 'DFM yatsuka', 'DFM Caedye', 'DFM SSeeS']",Corrode,Breeze,Pearl,Bind,-,Pearl,Split,-,-,-,https://www.vlr.gg/595649/detonation-focusme-vs-t1-vct-2026-pacific-kickoff-mr4
T1,T1,2,Bo3,B,win,"[['Pearl', 7, 6, 1], ['Split', 10, 4, 6]]",17,10,7,VCT 2026: Pacific Kickoff,Main Event: Middle Round 4,"['T1 Meteor', 'T1 iZu', 'T1 Munchkin', 'T1 BuZz', 'T1 stax']",Haven,Abyss,Split,Bind,-,Pearl,Split,-,-,-,https://www.vlr.gg/595649/detonation-focusme-vs-t1-vct-2026-pacific-kickoff-mr4
Nongshim RedForce,NS,3,Bo5,B,win,"[['Corrode', 12, 6, 6], ['Bind', 13, 9, 4], ['Haven', 13, 9, 4], ['Abyss', 11, 5, 6], ['Breeze', 13, 11, 2]]",62,40,22,VCT 2026: Pacific Kickoff,Main Event: Upper Final,"['NS Xross', 'NS Rb', 'NS Ivy', 'NS Dambi', 'NS Francis']",Pearl,-,Bind,Abyss,Breeze,Corrode,Bind,Haven,Abyss,Breeze,https://www.vlr.gg/595640/nongshim-redforce-vs-rex-regum-qeon-vct-2026-pacific-kickoff-ubf
Rex Regum Qeon,RRQ,2,Bo5,A,loss,"[['Corrode', 14, 6, 6], ['Bind', 8, 5, 3], ['Haven', 5, 2, 3], ['Abyss', 13, 6, 7], ['Breeze', 7, 6, 1]]",47,25,20,VCT 2026: Pacific Kickoff,Main Event: Upper Final,"['RRQ Jemkin', 'RRQ xffero', 'RRQ Monyet', 'RRQ crazyguy', 'RRQ Kushy']",Split,-,Corrode,Haven,Breeze,Corrode,Bind,Haven,Abyss,Breeze,https://www.vlr.gg/595640/nongshim-redforce-vs-rex-regum-qeon-vct-2026-pacific-kickoff-ubf
DetonatioN FocusMe,DFM,0,Bo3,B,loss,"[['Haven', 11, 7, 4], ['Split', 2, 2, 0]]",13,9,4,VCT 2026: Pacific Kickoff,Main Event: Lower Round 5,"['DFM Meiy', 'DFM SSeeS', 'DFM Caedye', 'DFM Akame', 'DFM yatsuka']",Corrode,Breeze,Split,Bind,-,Haven,Split,-,-,-,https://www.vlr.gg/595658/detonation-focusme-vs-paper-rex-vct-2026-pacific-kickoff-lr5
Paper Rex,PRX,2,Bo3,A,win,"[['Haven', 13, 8, 5], ['Split', 13, 3, 10]]",26,11,15,VCT 2026: Pacific Kickoff,Main Event: Lower Round 5,"['PRX something', 'PRX f0rsakeN', 'PRX d4v41', 'PRX invy', 'PRX Jinggg']",Abyss,Pearl,Haven,Bind,-,Haven,Split,-,-,-,https://www.vlr.gg/595658/detonation-focusme-vs-paper-rex-vct-2026-pacific-kickoff-lr5
Rex Regum Qeon,RRQ,0,Bo5,A,loss,"[['Pearl', 13, 9, 4], ['Breeze', 13, 3, 10], ['Abyss', 19, 9, 3]]",45,21,17,VCT 2026: Pacific Kickoff,Main Event: Middle Final,"['RRQ Monyet', 'RRQ Jemkin', 'RRQ xffero', 'RRQ Kushy', 'RRQ crazyguy']",Split,-,Pearl,Abyss,Bind,Pearl,Breeze,Abyss,-,-,https://www.vlr.gg/595650/rex-regum-qeon-vs-t1-vct-2026-pacific-kickoff-mbf
T1,T1,3,Bo5,B,win,"[['Pearl', 7, 4, 3], ['Breeze', 2, 2, 0], ['Abyss', 17, 9, 3]]",26,15,6,VCT 2026: Pacific Kickoff,Main Event: Middle Final,"['T1 iZu', 'T1 Meteor', 'T1 Munchkin', 'T1 stax', 'T1 BuZz']",Corrode,-,Breeze,Haven,Bind,Pearl,Breeze,Abyss,-,-,https://www.vlr.gg/595650/rex-regum-qeon-vs-t1-vct-2026-pacific-kickoff-mbf
Rex Regum Qeon,RRQ,1,Bo5,B,loss,"[['Haven', 8, 8, 0], ['Corrode', 13, 9, 4], ['Breeze', 10, 4, 6], ['Pearl', 10, 7, 3]]",41,28,13,VCT 2026: Pacific Kickoff,Main Event: Lower Final,"['RRQ Jemkin', 'RRQ crazyguy', 'RRQ xffero', 'RRQ Kushy', 'RRQ Monyet']",Split,-,Corrode,Pearl,Bind,Haven,Corrode,Breeze,Pearl,-,https://www.vlr.gg/595659/rex-regum-qeon-vs-paper-rex-vct-2026-pacific-kickoff-lbf
Paper Rex,PRX,3,Bo5,A,win,"[['Haven', 13, 9, 4], ['Corrode', 10, 7, 3], ['Breeze', 13, 5, 8], ['Pearl', 13, 8, 5]]",49,29,20,VCT 2026: Pacific Kickoff,Main Event: Lower Final,"['PRX f0rsakeN', 'PRX invy', 'PRX Jinggg', 'PRX something', 'PRX d4v41']",Abyss,-,Haven,Breeze,Bind,Haven,Corrode,Breeze,Pearl,-,https://www.vlr.gg/595659/rex-regum-qeon-vs-paper-rex-vct-2026-pacific-kickoff-lbf
Trace Esports,TE,1,Bo3,A,loss,"[['Abyss', 7, 6, 1], ['Haven', 13, 7, 6], ['Bind', 13, 5, 8]]",33,18,15,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['TE FengF', 'TE Kai', 'TE Viva', 'TE deLb', 'TE LuoK1ng']",Breeze,Pearl,Abyss,Bind,-,Abyss,Haven,Bind,-,-,https://www.vlr.gg/598923/trace-esports-vs-wolves-esports-vct-2026-china-kickoff-ur1
Wolves Esports,WOL,2,Bo3,B,win,"[['Abyss', 13, 7, 6], ['Haven', 11, 6, 5], ['Bind', 5, 4, 1]]",29,17,12,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['WOL jowa', 'WOL Spring', 'WOL yosemite', 'WOL qiutiaN', 'WOL SiuFatBB']",Corrode,Split,Haven,Bind,-,Abyss,Haven,Bind,-,-,https://www.vlr.gg/598923/trace-esports-vs-wolves-esports-vct-2026-china-kickoff-ur1
FunPlus Phoenix,FPX,0,Bo3,B,loss,"[['Pearl', 3, 3, 0], ['Haven', 4, 4, 0]]",7,7,0,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['FPX Setrod', 'FPX sScary', 'FPX AAAAY', 'FPX Life', 'FPX BerLIN']",Split,Corrode,Haven,Abyss,-,Pearl,Haven,-,-,-,https://www.vlr.gg/598924/funplus-phoenix-vs-tyloo-vct-2026-china-kickoff-ur1
TYLOO,TYL,2,Bo3,A,win,"[['Pearl', 13, 4, 9], ['Haven', 13, 5, 8]]",26,9,17,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['TYL splash', 'TYL slowly', 'TYL Erv', 'TYL Scales', 'TYL sword9']",Bind,Breeze,Pearl,Abyss,-,Pearl,Haven,-,-,-,https://www.vlr.gg/598924/funplus-phoenix-vs-tyloo-vct-2026-china-kickoff-ur1
All Gamers,AG,2,Bo3,A,win,"[['Split', 7, 3, 4], ['Pearl', 14, 5, 7]]",21,8,11,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['AG f4ngeer', 'AG Au1', 'AG K1ra', 'AG Shr1mp', 'AG iamgrq']",Breeze,Haven,Split,Corrode,-,Split,Pearl,-,-,-,https://www.vlr.gg/598921/all-gamers-vs-nova-esports-vct-2026-china-kickoff-ur1
Nova Esports,NOVA,0,Bo3,B,loss,"[['Split', 13, 8, 5], ['Pearl', 16, 5, 7]]",29,13,12,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['NOVA GREEN', 'NOVA GuanG', 'NOVA heybay', 'NOVA Ezeir', 'NOVA OBONE']",Bind,Abyss,Pearl,Corrode,-,Split,Pearl,-,-,-,https://www.vlr.gg/598921/all-gamers-vs-nova-esports-vct-2026-china-kickoff-ur1
JDG Esports,JDG,2,Bo3,B,win,"[['Corrode', 13, 6, 7], ['Haven', 6, 1, 5], ['Abyss', 13, 5, 8]]",32,12,20,VCT 2026: China Kickoff,Main Event: Upper Round 1,"['JDG stew', 'JDG Yuicaw', 'JDG zhe', 'JDG jkuro', 'JDG coconut']",Split,Bind,Haven,Abyss,-,Corrode,Haven,Abyss,-,-,https://www.vlr.gg/598922/jdg-esports-vs-titan-esports-club-vct-2026-china-kickoff-ur1
