team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
NRG,NRG,0,Bo3,B,loss,"[['Lotus', 12, 7, 5], ['Split', 8, 4, 4]]",20,11,9,Valorant Champions 2023,Group Stage: Opening (C),"['NRG s0m', 'NRG crashies', 'NRG ardiis', 'NRG Victor', 'NRG FiNESSE']",Ascent,Fracture,Split,Pearl,-,Lotus,Split,-,-,-,https://www.vlr.gg/247094/nrg-esports-vs-bilibili-gaming-valorant-champions-2023-group-stage-opening-c
Bilibili Gaming,BLG,2,Bo3,A,win,"[['Lotus', 14, 7, 5], ['Split', 13, 5, 8]]",27,12,13,Valorant Champions 2023,Group Stage: Opening (C),"['BLG whzy', 'BLG Biank', 'BLG yosemite', 'BLG DK', 'BLG Knight']",Haven,Bind,Lotus,Pearl,-,Lotus,Split,-,-,-,https://www.vlr.gg/247094/nrg-esports-vs-bilibili-gaming-valorant-champions-2023-group-stage-opening-c
FNATIC,FNC,2,Bo3,B,win,"[['Fracture', 13, 8, 5], ['Haven', 13, 7, 6]]",26,15,11,Valorant Champions 2023,Group Stage: Opening (C),"['FNC Alfajer', 'FNC Leo', 'FNC Derke', 'FNC Chronicle', 'FNC Boaster']",Pearl,Split,Haven,Lotus,-,Fracture,Haven,-,-,-,https://www.vlr.gg/247093/fnatic-vs-zeta-division-valorant-champions-2023-group-stage-opening-c
ZETA DIVISION,ZETA,0,Bo3,A,loss,"[['Fracture', 5, 1, 4], ['Haven', 6, 1, 5]]",11,2,9,Valorant Champions 2023,Group Stage: Opening (C),"['ZETA Dep', 'ZETA SugarZ3ro', 'ZETA TENNN', 'ZETA Laz', 'ZETA crow']",Bind,Ascent,Fracture,Lotus,-,Fracture,Haven,-,-,-,https://www.vlr.gg/247093/fnatic-vs-zeta-division-valorant-champions-2023-group-stage-opening-c
Evil Geniuses,EG,2,Bo3,A,win,"[['Pearl', 13, 3, 9], ['Bind', 9, 6, 3]]",22,9,12,Valorant Champions 2023,Group Stage: Winner's (B),"['EG Boostio', 'EG Ethan', 'EG C0M', 'EG jawgemo', 'EG Demon1']",Haven,Lotus,Pearl,Ascent,-,Pearl,Bind,-,-,-,https://www.vlr.gg/247088/evil-geniuses-vs-fut-esports-valorant-champions-2023-group-stage-winners-b
FUT Esports,FUT,0,Bo3,B,loss,"[['Pearl', 15, 3, 9], ['Bind', 13, 7, 6]]",28,10,15,Valorant Champions 2023,Group Stage: Winner's (B),"['FUT qRaxs', 'FUT MOJJ', 'FUT qw1', 'FUT AtaKaptan', 'FUT MrFaliN']",Fracture,Split,Bind,Ascent,-,Pearl,Bind,-,-,-,https://www.vlr.gg/247088/evil-geniuses-vs-fut-esports-valorant-champions-2023-group-stage-winners-b
Paper Rex,PRX,2,Bo3,B,win,"[['Split', 13, 8, 5], ['Pearl', 13, 8, 5]]",26,16,10,Valorant Champions 2023,Group Stage: Opening (A),"['PRX mindfreak', 'PRX d4v41', 'PRX something', 'PRX Jinggg', 'PRX f0rsakeN']",Haven,Ascent,Pearl,Lotus,-,Split,Pearl,-,-,-,https://www.vlr.gg/247075/paper-rex-vs-kr-esports-valorant-champions-2023-group-stage-opening-a
KRÜ Esports,KRÜ,0,Bo3,A,loss,"[['Split', 7, 3, 4], ['Pearl', 8, 4, 4]]",15,7,8,Valorant Champions 2023,Group Stage: Opening (A),"['KRÜ keznit', 'KRÜ DaveeyS', 'KRÜ Melser', 'KRÜ Klaus', 'KRÜ NagZ']",Fracture,Bind,Split,Lotus,-,Split,Pearl,-,-,-,https://www.vlr.gg/247075/paper-rex-vs-kr-esports-valorant-champions-2023-group-stage-opening-a
EDward Gaming,EDG,2,Bo3,B,win,"[['Split', 13, 9, 3], ['Bind', 13, 6, 7], ['Ascent', 13, 7, 6]]",39,22,16,Valorant Champions 2023,Group Stage: Opening (A),"['EDG nobody', 'EDG CHICHOO', 'EDG ZmjjKK', 'EDG Haodong', 'EDG Smoggy']",Lotus,Pearl,Bind,Ascent,-,Split,Bind,Ascent,-,-,https://www.vlr.gg/247076/edward-gaming-vs-giants-gaming-valorant-champions-2023-group-stage-opening-a
Giants Gaming,GIA,1,Bo3,A,loss,"[['Split', 15, 9, 3], ['Bind', 11, 5, 6], ['Ascent', 8, 3, 5]]",34,17,14,Valorant Champions 2023,Group Stage: Opening (A),"['GIA Fit1nho', 'GIA hoody', 'GIA Cloud', 'GIA nukkye', 'GIA rhyme']",Fracture,Haven,Split,Ascent,-,Split,Bind,Ascent,-,-,https://www.vlr.gg/247076/edward-gaming-vs-giants-gaming-valorant-champions-2023-group-stage-opening-a
FNATIC,FNC,2,Bo3,B,win,"[['Haven', 13, 10, 3], ['Lotus', 13, 9, 4]]",26,19,7,Valorant Champions 2023,Group Stage: Winner's (C),"['FNC Chronicle', 'FNC Boaster', 'FNC Derke', 'FNC Leo', 'FNC Alfajer']",Pearl,Ascent,Lotus,Split,-,Haven,Lotus,-,-,-,https://www.vlr.gg/247095/fnatic-vs-bilibili-gaming-valorant-champions-2023-group-stage-winners-c
Bilibili Gaming,BLG,0,Bo3,A,loss,"[['Haven', 2, 0, 2], ['Lotus', 8, 5, 3]]",10,5,5,Valorant Champions 2023,Group Stage: Winner's (C),"['BLG yosemite', 'BLG whzy', 'BLG Biank', 'BLG DK', 'BLG Knight']",Fracture,Bind,Haven,Split,-,Haven,Lotus,-,-,-,https://www.vlr.gg/247095/fnatic-vs-bilibili-gaming-valorant-champions-2023-group-stage-winners-c
Team Liquid,TL,0,Bo3,B,loss,"[['Haven', 2, 2, 0], ['Split', 8, 2, 6]]",10,4,6,Valorant Champions 2023,Group Stage: Elimination (D),"['TL Sayf', 'TL soulcas', 'TL Redgar', 'TL nAts', 'TL Jamppi']",Pearl,Bind,Split,Lotus,-,Haven,Split,-,-,-,https://www.vlr.gg/247103/team-liquid-vs-loud-valorant-champions-2023-group-stage-elim-d
LOUD,LOUD,2,Bo3,A,win,"[['Haven', 13, 3, 10], ['Split', 13, 6, 7]]",26,9,17,Valorant Champions 2023,Group Stage: Elimination (D),"['LOUD tuyz', 'LOUD Less', 'LOUD cauanzin', 'LOUD saadhak', 'LOUD aspas']",Fracture,Ascent,Haven,Lotus,-,Haven,Split,-,-,-,https://www.vlr.gg/247103/team-liquid-vs-loud-valorant-champions-2023-group-stage-elim-d
FunPlus Phoenix,FPX,0,Bo3,A,loss,"[['Lotus', 13, 8, 5], ['Bind', 13, 9, 4]]",26,17,9,Valorant Champions 2023,Group Stage: Elimination (B),"['FPX AAAAY', 'FPX Yuicaw', 'FPX Lysoar', 'FPX BerLIN', 'FPX nizhaoTZH']",Fracture,Pearl,Lotus,Ascent,-,Lotus,Bind,-,-,-,https://www.vlr.gg/247089/funplus-phoenix-vs-t1-valorant-champions-2023-group-stage-elim-b
T1,T1,2,Bo3,B,win,"[['Lotus', 10, 7, 3], ['Bind', 7, 4, 3]]",17,11,6,Valorant Champions 2023,Group Stage: Elimination (B),"['T1 Sayaplayer', 'T1 xeta', 'T1 Munchkin', 'T1 ban', 'T1 carpe']",Split,Haven,Bind,Ascent,-,Lotus,Bind,-,-,-,https://www.vlr.gg/247089/funplus-phoenix-vs-t1-valorant-champions-2023-group-stage-elim-b
Paper Rex,PRX,2,Bo3,B,win,"[['Fracture', 13, 8, 5], ['Pearl', 16, 7, 5]]",29,15,10,Valorant Champions 2023,Group Stage: Winner's (A),"['PRX f0rsakeN', 'PRX d4v41', 'PRX mindfreak', 'PRX Jinggg', 'PRX something']",Haven,Ascent,Pearl,Bind,-,Fracture,Pearl,-,-,-,https://www.vlr.gg/247077/paper-rex-vs-edward-gaming-valorant-champions-2023-group-stage-winners-a
EDward Gaming,EDG,0,Bo3,A,loss,"[['Fracture', 7, 3, 4], ['Pearl', 14, 7, 5]]",21,10,9,Valorant Champions 2023,Group Stage: Winner's (A),"['EDG ZmjjKK', 'EDG Smoggy', 'EDG CHICHOO', 'EDG Haodong', 'EDG nobody']",Lotus,Split,Fracture,Bind,-,Fracture,Pearl,-,-,-,https://www.vlr.gg/247077/paper-rex-vs-edward-gaming-valorant-champions-2023-group-stage-winners-a
KRÜ Esports,KRÜ,0,Bo3,A,loss,"[['Lotus', 13, 8, 5], ['Pearl', 14, 5, 7]]",27,13,12,Valorant Champions 2023,Group Stage: Elimination (A),"['KRÜ keznit', 'KRÜ DaveeyS', 'KRÜ NagZ', 'KRÜ Klaus', 'KRÜ Melser']",Fracture,Haven,Lotus,Split,-,Lotus,Pearl,-,-,-,https://www.vlr.gg/247078/kr-esports-vs-giants-gaming-valorant-champions-2023-group-stage-elim-a
Giants Gaming,GIA,2,Bo3,B,win,"[['Lotus', 10, 7, 3], ['Pearl', 12, 5, 7]]",22,12,10,Valorant Champions 2023,Group Stage: Elimination (A),"['GIA hoody', 'GIA nukkye', 'GIA Fit1nho', 'GIA rhyme', 'GIA Cloud']",Ascent,Bind,Pearl,Split,-,Lotus,Pearl,-,-,-,https://www.vlr.gg/247078/kr-esports-vs-giants-gaming-valorant-champions-2023-group-stage-elim-a
Natus Vincere,NAVI,1,Bo3,A,loss,"[['Pearl', 11, 4, 7], ['Ascent', 13, 6, 7], ['Bind', 13, 7, 6]]",37,17,20,Valorant Champions 2023,Group Stage: Decider (D),"['NAVI cNed', 'NAVI SUYGETSU', 'NAVI Zyppan', 'NAVI Shao', 'NAVI ANGE1']",Haven,Lotus,Pearl,Bind,-,Pearl,Ascent,Bind,-,-,https://www.vlr.gg/247104/natus-vincere-vs-loud-valorant-champions-2023-group-stage-decider-d
LOUD,LOUD,2,Bo3,B,win,"[['Pearl', 13, 5, 8], ['Ascent', 11, 5, 6], ['Bind', 11, 6, 5]]",35,16,19,Valorant Champions 2023,Group Stage: Decider (D),"['LOUD Less', 'LOUD tuyz', 'LOUD saadhak', 'LOUD aspas', 'LOUD cauanzin']",Fracture,Split,Ascent,Bind,-,Pearl,Ascent,Bind,-,-,https://www.vlr.gg/247104/natus-vincere-vs-loud-valorant-champions-2023-group-stage-decider-d
FUT Esports,FUT,2,Bo3,B,win,"[['Bind', 13, 3, 10], ['Pearl', 14, 7, 5]]",27,10,15,Valorant Champions 2023,Group Stage: Decider (B),"['FUT MrFaliN', 'FUT qRaxs', 'FUT MOJJ', 'FUT AtaKaptan', 'FUT qw1']",Fracture,Ascent,Pearl,Haven,-,Bind,Pearl,-,-,-,https://www.vlr.gg/247090/fut-esports-vs-t1-valorant-champions-2023-group-stage-decider-b
T1,T1,0,Bo3,A,loss,"[['Bind', 10, 2, 8], ['Pearl', 12, 7, 5]]",22,9,13,Valorant Champions 2023,Group Stage: Decider (B),"['T1 Sayaplayer', 'T1 Munchkin', 'T1 carpe', 'T1 ban', 'T1 xeta']",Split,Lotus,Bind,Haven,-,Bind,Pearl,-,-,-,https://www.vlr.gg/247090/fut-esports-vs-t1-valorant-champions-2023-group-stage-decider-b
EDward Gaming,EDG,2,Bo3,B,win,"[['Split', 13, 9, 4], ['Fracture', 13, 5, 8]]",26,14,12,Valorant Champions 2023,Group Stage: Decider (A),"['EDG CHICHOO', 'EDG ZmjjKK', 'EDG nobody', 'EDG Smoggy', 'EDG Haodong']",Lotus,Ascent,Fracture,Bind,-,Split,Fracture,-,-,-,https://www.vlr.gg/247079/edward-gaming-vs-giants-gaming-valorant-champions-2023-group-stage-decider-a
Giants Gaming,GIA,0,Bo3,A,loss,"[['Split', 6, 3, 3], ['Fracture', 7, 4, 3]]",13,7,6,Valorant Champions 2023,Group Stage: Decider (A),"['GIA Cloud', 'GIA rhyme', 'GIA hoody', 'GIA Fit1nho', 'GIA nukkye']",Pearl,Haven,Split,Bind,-,Split,Fracture,-,-,-,https://www.vlr.gg/247079/edward-gaming-vs-giants-gaming-valorant-champions-2023-group-stage-decider-a
Bilibili Gaming,BLG,2,Bo3,B,win,"[['Bind', 13, 8, 5], ['Ascent', 13, 8, 5]]",26,16,10,Valorant Champions 2023,Group Stage: Decider (C),"['BLG yosemite', 'BLG whzy', 'BLG Knight', 'BLG DK', 'BLG Biank']",Haven,Fracture,Ascent,Lotus,-,Bind,Ascent,-,-,-,https://www.vlr.gg/247098/bilibili-gaming-vs-nrg-esports-valorant-champions-2023-group-stage-decider-c
NRG,NRG,0,Bo3,A,loss,"[['Bind', 10, 7, 3], ['Ascent', 5, 1, 4]]",15,8,7,Valorant Champions 2023,Group Stage: Decider (C),"['NRG Victor', 'NRG crashies', 'NRG FiNESSE', 'NRG s0m', 'NRG ardiis']",Split,Pearl,Bind,Lotus,-,Bind,Ascent,-,-,-,https://www.vlr.gg/247098/bilibili-gaming-vs-nrg-esports-valorant-champions-2023-group-stage-decider-c
FNATIC,FNC,0,Bo3,B,loss,"[['Ascent', 11, 5, 6], ['Lotus', 6, 2, 4]]",17,7,10,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['FNC Alfajer', 'FNC Leo', 'FNC Derke', 'FNC Boaster', 'FNC Chronicle']",Pearl,Haven,Lotus,Split,-,Ascent,Lotus,-,-,-,https://www.vlr.gg/248270/fnatic-vs-loud-valorant-champions-2023-playoffs-ubqf
LOUD,LOUD,2,Bo3,A,win,"[['Ascent', 13, 6, 7], ['Lotus', 13, 8, 5]]",26,14,12,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['LOUD aspas', 'LOUD cauanzin', 'LOUD Less', 'LOUD tuyz', 'LOUD saadhak']",Fracture,Bind,Ascent,Split,-,Ascent,Lotus,-,-,-,https://www.vlr.gg/248270/fnatic-vs-loud-valorant-champions-2023-playoffs-ubqf
Paper Rex,PRX,2,Bo3,B,win,"[['Ascent', 13, 4, 9], ['Pearl', 13, 11, 2]]",26,15,11,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['PRX d4v41', 'PRX something', 'PRX f0rsakeN', 'PRX mindfreak', 'PRX Jinggg']",Haven,Lotus,Pearl,Split,-,Ascent,Pearl,-,-,-,https://www.vlr.gg/248271/paper-rex-vs-fut-esports-valorant-champions-2023-playoffs-ubqf
FUT Esports,FUT,0,Bo3,A,loss,"[['Ascent', 10, 2, 8], ['Pearl', 4, 3, 1]]",14,5,9,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['FUT MrFaliN', 'FUT qw1', 'FUT AtaKaptan', 'FUT MOJJ', 'FUT qRaxs']",Fracture,Bind,Ascent,Split,-,Ascent,Pearl,-,-,-,https://www.vlr.gg/248271/paper-rex-vs-fut-esports-valorant-champions-2023-playoffs-ubqf
DRX,DRX,2,Bo3,B,win,"[['Lotus', 13, 2, 11], ['Haven', 13, 7, 6]]",26,9,17,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['DRX BuZz', 'DRX Zest', 'DRX MaKo', 'DRX stax', 'DRX Rb']",Bind,Ascent,Haven,Pearl,-,Lotus,Haven,-,-,-,https://www.vlr.gg/248272/drx-vs-bilibili-gaming-valorant-champions-2023-playoffs-ubqf
Bilibili Gaming,BLG,0,Bo3,A,loss,"[['Lotus', 10, 0, 10], ['Haven', 9, 4, 5]]",19,4,15,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['BLG Biank', 'BLG whzy', 'BLG Knight', 'BLG DK', 'BLG yosemite']",Fracture,Split,Lotus,Pearl,-,Lotus,Haven,-,-,-,https://www.vlr.gg/248272/drx-vs-bilibili-gaming-valorant-champions-2023-playoffs-ubqf
Evil Geniuses,EG,2,Bo3,B,win,"[['Split', 12, 8, 4], ['Ascent', 13, 5, 8], ['Pearl', 13, 5, 8]]",38,18,20,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['EG Demon1', 'EG Ethan', 'EG C0M', 'EG jawgemo', 'EG Boostio']",Haven,Bind,Ascent,Pearl,-,Split,Ascent,Pearl,-,-,https://www.vlr.gg/248273/evil-geniuses-vs-edward-gaming-valorant-champions-2023-playoffs-ubqf
EDward Gaming,EDG,1,Bo3,A,loss,"[['Split', 14, 8, 4], ['Ascent', 5, 4, 1], ['Pearl', 5, 4, 1]]",24,16,6,Valorant Champions 2023,Playoffs: Upper Quarterfinals,"['EDG Smoggy', 'EDG CHICHOO', 'EDG nobody', 'EDG Haodong', 'EDG ZmjjKK']",Fracture,Lotus,Split,Pearl,-,Split,Ascent,Pearl,-,-,https://www.vlr.gg/248273/evil-geniuses-vs-edward-gaming-valorant-champions-2023-playoffs-ubqf
FNATIC,FNC,2,Bo3,A,win,"[['Split', 5, 3, 2], ['Haven', 9, 2, 7]]",14,5,9,Valorant Champions 2023,Playoffs: Lower Round 1,"['FNC Alfajer', 'FNC Chronicle', 'FNC Leo', 'FNC Derke', 'FNC Boaster']",Pearl,Ascent,Split,Bind,-,Split,Haven,-,-,-,https://www.vlr.gg/248278/fnatic-vs-fut-esports-valorant-champions-2023-playoffs-lr1
FUT Esports,FUT,0,Bo3,B,loss,"[['Split', 13, 10, 3], ['Haven', 13, 5, 8]]",26,15,11,Valorant Champions 2023,Playoffs: Lower Round 1,"['FUT AtaKaptan', 'FUT MrFaliN', 'FUT qRaxs', 'FUT MOJJ', 'FUT qw1']",Fracture,Lotus,Haven,Bind,-,Split,Haven,-,-,-,https://www.vlr.gg/248278/fnatic-vs-fut-esports-valorant-champions-2023-playoffs-lr1
Bilibili Gaming,BLG,1,Bo3,A,loss,"[['Bind', 13, 10, 3], ['Split', 13, 4, 8], ['Haven', 13, 7, 6]]",39,21,17,Valorant Champions 2023,Playoffs: Lower Round 1,"['BLG Knight', 'BLG whzy', 'BLG yosemite', 'BLG Biank', 'BLG DK']",Fracture,Pearl,Bind,Haven,-,Bind,Split,Haven,-,-,https://www.vlr.gg/248279/bilibili-gaming-vs-edward-gaming-valorant-champions-2023-playoffs-lr1
EDward Gaming,EDG,2,Bo3,B,win,"[['Bind', 4, 2, 2], ['Split', 15, 4, 8], ['Haven', 10, 6, 4]]",29,12,14,Valorant Champions 2023,Playoffs: Lower Round 1,"['EDG CHICHOO', 'EDG nobody', 'EDG Haodong', 'EDG Smoggy', 'EDG ZmjjKK']",Lotus,Ascent,Split,Haven,-,Bind,Split,Haven,-,-,https://www.vlr.gg/248279/bilibili-gaming-vs-edward-gaming-valorant-champions-2023-playoffs-lr1
LOUD,LOUD,1,Bo3,A,loss,"[['Lotus', 15, 5, 7], ['Split', 2, 0, 2], ['Pearl', 13, 7, 6]]",30,12,15,Valorant Champions 2023,Playoffs: Upper Semifinals,"['LOUD aspas', 'LOUD Less', 'LOUD cauanzin', 'LOUD tuyz', 'LOUD saadhak']",Fracture,Bind,Lotus,Pearl,-,Lotus,Split,Pearl,-,-,https://www.vlr.gg/248274/loud-vs-paper-rex-valorant-champions-2023-playoffs-ubsf
Paper Rex,PRX,2,Bo3,B,win,"[['Lotus', 13, 5, 7], ['Split', 13, 10, 3], ['Pearl', 10, 5, 5]]",36,20,15,Valorant Champions 2023,Playoffs: Upper Semifinals,"['PRX something', 'PRX d4v41', 'PRX Jinggg', 'PRX f0rsakeN', 'PRX mindfreak']",Haven,Ascent,Split,Pearl,-,Lotus,Split,Pearl,-,-,https://www.vlr.gg/248274/loud-vs-paper-rex-valorant-champions-2023-playoffs-ubsf
DRX,DRX,0,Bo3,B,loss,"[['Fracture', 9, 4, 5], ['Lotus', 4, 2, 2]]",13,6,7,Valorant Champions 2023,Playoffs: Upper Semifinals,"['DRX Zest', 'DRX BuZz', 'DRX stax', 'DRX MaKo', 'DRX Rb']",Ascent,Pearl,Lotus,Split,-,Fracture,Lotus,-,-,-,https://www.vlr.gg/248275/drx-vs-evil-geniuses-valorant-champions-2023-playoffs-ubsf
Evil Geniuses,EG,2,Bo3,A,win,"[['Fracture', 13, 5, 8], ['Lotus', 13, 10, 3]]",26,15,11,Valorant Champions 2023,Playoffs: Upper Semifinals,"['EG Demon1', 'EG C0M', 'EG Ethan', 'EG Boostio', 'EG jawgemo']",Haven,Bind,Fracture,Split,-,Fracture,Lotus,-,-,-,https://www.vlr.gg/248275/drx-vs-evil-geniuses-valorant-champions-2023-playoffs-ubsf
LOUD,LOUD,2,Bo3,B,win,"[['Bind', 11, 5, 6], ['Ascent', 13, 5, 8], ['Haven', 13, 7, 6]]",37,17,20,Valorant Champions 2023,Playoffs: Lower Round 2,"['LOUD cauanzin', 'LOUD tuyz', 'LOUD aspas', 'LOUD Less', 'LOUD saadhak']",Fracture,Split,Ascent,Haven,-,Bind,Ascent,Haven,-,-,https://www.vlr.gg/248281/loud-vs-edward-gaming-valorant-champions-2023-playoffs-lr2
EDward Gaming,EDG,1,Bo3,A,loss,"[['Bind', 13, 6, 7], ['Ascent', 5, 4, 1], ['Haven', 11, 6, 5]]",29,16,13,Valorant Champions 2023,Playoffs: Lower Round 2,"['EDG Smoggy', 'EDG ZmjjKK', 'EDG CHICHOO', 'EDG nobody', 'EDG Haodong']",Lotus,Pearl,Bind,Haven,-,Bind,Ascent,Haven,-,-,https://www.vlr.gg/248281/loud-vs-edward-gaming-valorant-champions-2023-playoffs-lr2
DRX,DRX,1,Bo3,B,loss,"[['Bind', 13, 2, 11], ['Haven', 9, 3, 6], ['Split', 6, 1, 5]]",28,6,22,Valorant Champions 2023,Playoffs: Lower Round 2,"['DRX MaKo', 'DRX stax', 'DRX BuZz', 'DRX Rb', 'DRX Zest']",Lotus,Fracture,Haven,Split,-,Bind,Haven,Split,-,-,https://www.vlr.gg/248280/drx-vs-fnatic-valorant-champions-2023-playoffs-lr2
FNATIC,FNC,2,Bo3,A,win,"[['Bind', 1, 1, 0], ['Haven', 13, 6, 7], ['Split', 13, 7, 6]]",27,14,13,Valorant Champions 2023,Playoffs: Lower Round 2,"['FNC Leo', 'FNC Alfajer', 'FNC Chronicle', 'FNC Derke', 'FNC Boaster']",Pearl,Ascent,Bind,Split,-,Bind,Haven,Split,-,-,https://www.vlr.gg/248280/drx-vs-fnatic-valorant-champions-2023-playoffs-lr2
Paper Rex,PRX,2,Bo3,B,win,"[['Ascent', 10, 7, 3], ['Bind', 13, 5, 8], ['Pearl', 15, 6, 6]]",38,18,17,Valorant Champions 2023,Playoffs: Upper Final,"['PRX mindfreak', 'PRX Jinggg', 'PRX f0rsakeN', 'PRX d4v41', 'PRX something']",Fracture,Haven,Bind,Pearl,-,Ascent,Bind,Pearl,-,-,https://www.vlr.gg/248276/paper-rex-vs-evil-geniuses-valorant-champions-2023-playoffs-uf
Evil Geniuses,EG,1,Bo3,A,loss,"[['Ascent', 13, 8, 5], ['Bind', 9, 2, 7], ['Pearl', 13, 6, 6]]",35,16,18,Valorant Champions 2023,Playoffs: Upper Final,"['EG C0M', 'EG jawgemo', 'EG Demon1', 'EG Ethan', 'EG Boostio']",Split,Lotus,Ascent,Pearl,-,Ascent,Bind,Pearl,-,-,https://www.vlr.gg/248276/paper-rex-vs-evil-geniuses-valorant-champions-2023-playoffs-uf
