team_name,team_aggr,total_map_win,best_of_type,pick_team,match_res,map_stats,total_win,t_win,ct_win,event_name,match_type,player_list,ban_map_1,ban_map_2,pick_map_1,pick_map_2,pick_map_3,match_map_1,match_map_2,match_map_3,match_map_4,match_map_5,match_url
BOOM Esports,BME,1,Bo3,A,loss,"[['Lotus', 13, 5, 7], ['Corrode', 13, 9, 4], ['Ascent', 13, 6, 7]]",39,20,18,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['BME dos9', 'BME Famouz', 'BME Shiro', 'BME NcSlasher', 'BME BerserX']",Icebox,Haven,Lotus,Ascent,-,Lotus,Corrode,Ascent,-,-,https://www.vlr.gg/508843/boom-esports-vs-zeta-division-vct-2025-pacific-stage-2-w4
ZETA DIVISION,ZETA,2,Bo3,B,win,"[['Lotus', 15, 5, 7], ['Corrode', 9, 6, 3], ['Ascent', 8, 2, 6]]",32,13,16,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['ZETA Xdll', 'ZETA TenTen', 'ZETA SugarZ3ro', 'ZETA Dep', 'ZETA CLZ']",Bind,Sunset,Corrode,Ascent,-,Lotus,Corrode,Ascent,-,-,https://www.vlr.gg/508843/boom-esports-vs-zeta-division-vct-2025-pacific-stage-2-w4
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Ascent', 13, 3, 9], ['Icebox', 13, 1, 12], ['Sunset', 13, 4, 9]]",39,8,30,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['RRQ Jemkin', 'RRQ xffero', 'RRQ Kushy', 'RRQ Monyet', 'RRQ crazyguy']",Lotus,Bind,Icebox,Sunset,-,Ascent,Icebox,Sunset,-,-,https://www.vlr.gg/508844/rex-regum-qeon-vs-team-secret-vct-2025-pacific-stage-2-w4
Team Secret,TS,1,Bo3,A,loss,"[['Ascent', 15, 3, 9], ['Icebox', 4, 0, 4], ['Sunset', 3, 3, 0]]",22,6,13,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['TS invy', 'TS kellyS', 'TS n1zzy', 'TS JessieVash', 'TS Wild0reoo']",Haven,Corrode,Ascent,Sunset,-,Ascent,Icebox,Sunset,-,-,https://www.vlr.gg/508844/rex-regum-qeon-vs-team-secret-vct-2025-pacific-stage-2-w4
T1,T1,2,Bo3,B,win,"[['Sunset', 13, 9, 4], ['Haven', 13, 5, 8]]",26,14,12,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['T1 DH', 'T1 iZu', 'T1 Meteor', 'T1 BuZz', 'T1 stax']",Icebox,Ascent,Haven,Corrode,-,Sunset,Haven,-,-,-,https://www.vlr.gg/508845/t1-vs-detonation-focusme-vct-2025-pacific-stage-2-w4
DetonatioN FocusMe,DFM,0,Bo3,A,loss,"[['Sunset', 6, 3, 3], ['Haven', 9, 4, 5]]",15,7,8,VCT 2025: Pacific Stage 2,Group Stage: Week 4,"['DFM Jinboong', 'DFM Meiy', 'DFM gyen', 'DFM Akame', 'DFM SSeeS']",Bind,Lotus,Sunset,Corrode,-,Sunset,Haven,-,-,-,https://www.vlr.gg/508845/t1-vs-detonation-focusme-vct-2025-pacific-stage-2-w4
TALON,TLN,2,Bo3,B,win,"[['Lotus', 13, 10, 3], ['Corrode', 16, 5, 7]]",29,15,10,VCT 2025: Pacific Stage 2,Playoffs: Upper Round 1,"['TLN primmie', 'TLN Killua', 'TLN JitBoyS', 'TLN thyy', 'TLN Crws']",Ascent,Sunset,Corrode,Bind,-,Lotus,Corrode,-,-,-,https://www.vlr.gg/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1
Nongshim RedForce,NS,0,Bo3,A,loss,"[['Lotus', 5, 3, 2], ['Corrode', 14, 5, 7]]",19,8,9,VCT 2025: Pacific Stage 2,Playoffs: Upper Round 1,"['NS Persia', 'NS Ivy', 'NS Francis', 'NS Rb', 'NS Dambi']",Icebox,Haven,Lotus,Bind,-,Lotus,Corrode,-,-,-,https://www.vlr.gg/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1
Rex Regum Qeon,RRQ,1,Bo3,B,loss,"[['Bind', 9, 4, 5], ['Haven', 13, 6, 7], ['Sunset', 8, 2, 6]]",30,12,18,VCT 2025: Pacific Stage 2,Playoffs: Upper Round 1,"['RRQ Jemkin', 'RRQ xffero', 'RRQ Monyet', 'RRQ Kushy', 'RRQ crazyguy']",Lotus,Ascent,Haven,Sunset,-,Bind,Haven,Sunset,-,-,https://www.vlr.gg/530355/rex-regum-qeon-vs-t1-vct-2025-pacific-stage-2-ur1
T1,T1,2,Bo3,A,win,"[['Bind', 13, 7, 6], ['Haven', 7, 5, 2], ['Sunset', 13, 6, 7]]",33,18,15,VCT 2025: Pacific Stage 2,Playoffs: Upper Round 1,"['T1 DH', 'T1 iZu', 'T1 Meteor', 'T1 stax', 'T1 BuZz']",Icebox,Corrode,Bind,Sunset,-,Bind,Haven,Sunset,-,-,https://www.vlr.gg/530355/rex-regum-qeon-vs-t1-vct-2025-pacific-stage-2-ur1
DRX,DRX,1,Bo3,B,loss,"[['Bind', 13, 5, 8], ['Haven', 9, 6, 3], ['Lotus', 7, 3, 4]]",29,14,15,VCT 2025: Pacific Stage 2,Playoffs: Upper Semifinals,"['DRX HYUNMIN', 'DRX free1ng', 'DRX Flashback', 'DRX Estrella', 'DRX MaKo']",Sunset,Icebox,Haven,Lotus,-,Bind,Haven,Lotus,-,-,https://www.vlr.gg/530356/drx-vs-talon-vct-2025-pacific-stage-2-ubsf
TALON,TLN,2,Bo3,A,win,"[['Bind', 11, 4, 7], ['Haven', 13, 9, 4], ['Lotus', 13, 8, 5]]",37,21,16,VCT 2025: Pacific Stage 2,Playoffs: Upper Semifinals,"['TLN JitBoyS', 'TLN thyy', 'TLN Killua', 'TLN primmie', 'TLN Crws']",Ascent,Corrode,Bind,Lotus,-,Bind,Haven,Lotus,-,-,https://www.vlr.gg/530356/drx-vs-talon-vct-2025-pacific-stage-2-ubsf
Paper Rex,PRX,2,Bo3,B,win,"[['Sunset', 13, 6, 7], ['Bind', 13, 5, 8]]",26,11,15,VCT 2025: Pacific Stage 2,Playoffs: Upper Semifinals,"['PRX Jinggg', 'PRX f0rsakeN', 'PRX d4v41', 'PRX something', 'PRX PatMen']",Corrode,Haven,Bind,Ascent,-,Sunset,Bind,-,-,-,https://www.vlr.gg/530357/paper-rex-vs-t1-vct-2025-pacific-stage-2-ubsf
T1,T1,0,Bo3,A,loss,"[['Sunset', 8, 5, 3], ['Bind', 6, 4, 2]]",14,9,5,VCT 2025: Pacific Stage 2,Playoffs: Upper Semifinals,"['T1 Meteor', 'T1 stax', 'T1 BuZz', 'T1 DH', 'T1 iZu']",Icebox,Lotus,Sunset,Ascent,-,Sunset,Bind,-,-,-,https://www.vlr.gg/530357/paper-rex-vs-t1-vct-2025-pacific-stage-2-ubsf
Nongshim RedForce,NS,2,Bo3,B,win,"[['Lotus', 13, 8, 5], ['Ascent', 13, 10, 3]]",26,18,8,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 1,"['NS Dambi', 'NS Persia', 'NS Francis', 'NS Ivy', 'NS Rb']",Icebox,Sunset,Ascent,Corrode,-,Lotus,Ascent,-,-,-,https://www.vlr.gg/530358/nongshim-redforce-vs-detonation-focusme-vct-2025-pacific-stage-2-lr1
DetonatioN FocusMe,DFM,0,Bo3,A,loss,"[['Lotus', 6, 2, 4], ['Ascent', 10, 9, 1]]",16,11,5,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 1,"['DFM Meiy', 'DFM gyen', 'DFM Jinboong', 'DFM Akame', 'DFM SSeeS']",Bind,Haven,Lotus,Corrode,-,Lotus,Ascent,-,-,-,https://www.vlr.gg/530358/nongshim-redforce-vs-detonation-focusme-vct-2025-pacific-stage-2-lr1
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Haven', 10, 5, 5], ['Sunset', 13, 11, 2], ['Corrode', 13, 6, 7]]",36,22,14,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 1,"['RRQ crazyguy', 'RRQ Jemkin', 'RRQ Monyet', 'RRQ xffero', 'RRQ Kushy']",Lotus,Ascent,Sunset,Corrode,-,Haven,Sunset,Corrode,-,-,https://www.vlr.gg/530359/rex-regum-qeon-vs-gen-g-vct-2025-pacific-stage-2-lr1
Gen.G,GEN,1,Bo3,A,loss,"[['Haven', 13, 7, 6], ['Sunset', 11, 10, 1], ['Corrode', 6, 5, 1]]",30,22,8,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 1,"['GEN Karon', 'GEN t3xture', 'GEN Munchkin', 'GEN Ash', 'GEN Foxy9']",Icebox,Bind,Haven,Corrode,-,Haven,Sunset,Corrode,-,-,https://www.vlr.gg/530359/rex-regum-qeon-vs-gen-g-vct-2025-pacific-stage-2-lr1
T1,T1,2,Bo3,B,win,"[['Ascent', 13, 5, 8], ['Lotus', 13, 10, 3]]",26,15,11,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 2,"['T1 Meteor', 'T1 DH', 'T1 BuZz', 'T1 stax', 'T1 iZu']",Corrode,Icebox,Ascent,Haven,-,Lotus,Ascent,-,-,-,https://www.vlr.gg/530360/t1-vs-nongshim-redforce-vct-2025-pacific-stage-2-lr2
Nongshim RedForce,NS,0,Bo3,A,loss,"[['Ascent', 9, 2, 7], ['Lotus', 6, 4, 2]]",15,6,9,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 2,"['NS Rb', 'NS Dambi', 'NS Ivy', 'NS Francis', 'NS Persia']",Sunset,Bind,Lotus,Haven,-,Lotus,Ascent,-,-,-,https://www.vlr.gg/530360/t1-vs-nongshim-redforce-vct-2025-pacific-stage-2-lr2
DRX,DRX,0,Bo3,B,loss,"[['Icebox', 7, 4, 3], ['Corrode', 9, 6, 3]]",16,10,6,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 2,"['DRX Flashback', 'DRX HYUNMIN', 'DRX MaKo', 'DRX free1ng', 'DRX Estrella']",Sunset,Haven,Corrode,Ascent,-,Icebox,Corrode,-,-,-,https://www.vlr.gg/530361/drx-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lr2
Rex Regum Qeon,RRQ,2,Bo3,A,win,"[['Icebox', 13, 5, 8], ['Corrode', 13, 7, 6]]",26,12,14,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 2,"['RRQ xffero', 'RRQ Monyet', 'RRQ Kushy', 'RRQ crazyguy', 'RRQ Jemkin']",Lotus,Bind,Icebox,Ascent,-,Icebox,Corrode,-,-,-,https://www.vlr.gg/530361/drx-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lr2
TALON,TLN,0,Bo3,A,loss,"[['Haven', 13, 7, 6], ['Bind', 13, 5, 8]]",26,12,14,VCT 2025: Pacific Stage 2,Playoffs: Upper Final,"['TLN thyy', 'TLN primmie', 'TLN Killua', 'TLN JitBoyS', 'TLN Crws']",Ascent,Sunset,Haven,Lotus,-,Haven,Bind,-,-,-,https://www.vlr.gg/530362/talon-vs-paper-rex-vct-2025-pacific-stage-2-ubf
Paper Rex,PRX,2,Bo3,B,win,"[['Haven', 11, 6, 5], ['Bind', 7, 4, 3]]",18,10,8,VCT 2025: Pacific Stage 2,Playoffs: Upper Final,"['PRX something', 'PRX Jinggg', 'PRX f0rsakeN', 'PRX PatMen', 'PRX d4v41']",Corrode,Icebox,Bind,Lotus,-,Haven,Bind,-,-,-,https://www.vlr.gg/530362/talon-vs-paper-rex-vct-2025-pacific-stage-2-ubf
T1,T1,1,Bo3,A,loss,"[['Sunset', 11, 8, 3], ['Haven', 15, 7, 5], ['Ascent', 13, 4, 9]]",39,19,17,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 3,"['T1 DH', 'T1 Meteor', 'T1 iZu', 'T1 BuZz', 'T1 stax']",Icebox,Corrode,Ascent,Haven,-,Ascent,Sunset,Haven,-,-,https://www.vlr.gg/530363/t1-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lr3
Rex Regum Qeon,RRQ,2,Bo3,B,win,"[['Sunset', 13, 9, 4], ['Haven', 13, 7, 5], ['Ascent', 7, 3, 4]]",33,19,13,VCT 2025: Pacific Stage 2,Playoffs: Lower Round 3,"['RRQ xffero', 'RRQ Monyet', 'RRQ crazyguy', 'RRQ Jemkin', 'RRQ Kushy']",Lotus,Bind,Sunset,Haven,-,Ascent,Sunset,Haven,-,-,https://www.vlr.gg/530363/t1-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lr3
TALON,TLN,2,Bo5,A,loss,"[['Bind', 4, 3, 1], ['Haven', 7, 3, 4], ['Corrode', 13, 8, 5], ['Icebox', 13, 6, 7], ['Sunset', 14, 8, 4]]",51,28,21,VCT 2025: Pacific Stage 2,Playoffs: Lower Final,"['TLN JitBoyS', 'TLN primmie', 'TLN Crws', 'TLN thyy', 'TLN Killua']",Ascent,-,Bind,Corrode,Sunset,Bind,Haven,Corrode,Icebox,Sunset,https://www.vlr.gg/530364/talon-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lf
Rex Regum Qeon,RRQ,3,Bo5,B,win,"[['Bind', 13, 4, 9], ['Haven', 13, 8, 5], ['Corrode', 10, 7, 3], ['Icebox', 6, 5, 1], ['Sunset', 12, 8, 4]]",54,32,22,VCT 2025: Pacific Stage 2,Playoffs: Lower Final,"['RRQ xffero', 'RRQ Jemkin', 'RRQ Monyet', 'RRQ crazyguy', 'RRQ Kushy']",Lotus,-,Haven,Icebox,Sunset,Bind,Haven,Corrode,Icebox,Sunset,https://www.vlr.gg/530364/talon-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lf
Paper Rex,PRX,3,Bo5,A,win,"[['Ascent', 7, 1, 6], ['Lotus', 13, 6, 7], ['Haven', 7, 4, 3], ['Bind', 8, 5, 3]]",35,16,19,VCT 2025: Pacific Stage 2,Playoffs: Grand Final,"['PRX something', 'PRX f0rsakeN', 'PRX Jinggg', 'PRX d4v41', 'PRX PatMen']",Corrode,Icebox,Bind,Lotus,Sunset,Bind,Ascent,Lotus,Haven,-,https://www.vlr.gg/530365/paper-rex-vs-rex-regum-qeon-vct-2025-pacific-stage-2-gf
Rex Regum Qeon,RRQ,1,Bo5,B,loss,"[['Ascent', 13, 2, 11], ['Lotus', 6, 0, 6], ['Haven', 13, 5, 8], ['Bind', 13, 9, 4]]",45,16,29,VCT 2025: Pacific Stage 2,Playoffs: Grand Final,"['RRQ Monyet', 'RRQ xffero', 'RRQ crazyguy', 'RRQ Jemkin', 'RRQ Kushy']",-,-,Ascent,Haven,Sunset,Bind,Ascent,Lotus,Haven,-,https://www.vlr.gg/530365/paper-rex-vs-rex-regum-qeon-vct-2025-pacific-stage-2-gf
EDward Gaming,EDG,2,Bo3,A,win,"[['Sunset', 9, 3, 6], ['Corrode', 6, 1, 5]]",15,4,11,VCT 2025: China Stage 2,Group Stage: Week 1,"['EDG nobody', 'EDG Smoggy', 'EDG ZmjjKK', 'EDG CHICHOO', 'EDG zjc']",Bind,Lotus,Sunset,Icebox,-,Sunset,Corrode,-,-,-,https://www.vlr.gg/506930/edward-gaming-vs-titan-esports-club-vct-2025-china-stage-2-w1
Titan Esports Club,TEC,0,Bo3,B,loss,"[['Sunset', 13, 4, 9], ['Corrode', 13, 7, 6]]",26,11,15,VCT 2025: China Stage 2,Group Stage: Week 1,"['TEC Haodong', 'TEC Abo', 'TEC lucas', 'TEC Coco', 'TEC TvirusLuke']",Haven,Ascent,Corrode,Icebox,-,Sunset,Corrode,-,-,-,https://www.vlr.gg/506930/edward-gaming-vs-titan-esports-club-vct-2025-china-stage-2-w1
Bilibili Gaming,BLG,2,Bo3,B,win,"[['Bind', 13, 9, 4], ['Lotus', 13, 5, 8]]",26,14,12,VCT 2025: China Stage 2,Group Stage: Week 1,"['BLG rushia', 'BLG nephh', 'BLG Levius', 'BLG whzy', 'BLG Knight']",Corrode,Haven,Lotus,Icebox,-,Bind,Lotus,-,-,-,https://www.vlr.gg/506931/bilibili-gaming-vs-tyloo-vct-2025-china-stage-2-w1
TYLOO,TYL,0,Bo3,A,loss,"[['Bind', 5, 2, 3], ['Lotus', 9, 4, 5]]",14,6,8,VCT 2025: China Stage 2,Group Stage: Week 1,"['TYL Scales', 'TYL Yoyo', 'TYL sword9', 'TYL Ninebody', 'TYL slowly']",Sunset,Ascent,Bind,Icebox,-,Bind,Lotus,-,-,-,https://www.vlr.gg/506931/bilibili-gaming-vs-tyloo-vct-2025-china-stage-2-w1
All Gamers,AG,1,Bo3,B,loss,"[['Sunset', 13, 3, 10], ['Lotus', 7, 3, 4], ['Ascent', 3, 2, 1]]",23,8,15,VCT 2025: China Stage 2,Group Stage: Week 1,"['AG Spitfires', 'AG K1ra', 'AG deLb', 'AG Shr1mp', 'AG XiYiJi']",Bind,Icebox,Lotus,Ascent,-,Sunset,Lotus,Ascent,-,-,https://www.vlr.gg/506932/all-gamers-vs-xi-lai-gaming-vct-2025-china-stage-2-w1
Xi Lai Gaming,XLG,2,Bo3,A,win,"[['Sunset', 3, 2, 1], ['Lotus', 13, 8, 5], ['Ascent', 13, 3, 10]]",29,13,16,VCT 2025: China Stage 2,Group Stage: Week 1,"['XLG happywei', 'XLG Viva', 'XLG coconut', 'XLG NoMan', 'XLG Rarga']",Corrode,Haven,Sunset,Ascent,-,Sunset,Lotus,Ascent,-,-,https://www.vlr.gg/506932/all-gamers-vs-xi-lai-gaming-vct-2025-china-stage-2-w1
Wolves Esports,WOL,0,Bo3,B,loss,"[['Sunset', 5, 5, 0], ['Corrode', 7, 5, 2]]",12,10,2,VCT 2025: China Stage 2,Group Stage: Week 1,"['WOL Lysoar', 'WOL Spring', 'WOL Yuicaw', 'WOL SiuFatBB', 'WOL Juicy']",Haven,Ascent,Corrode,Bind,-,Sunset,Corrode,-,-,-,https://www.vlr.gg/506933/wolves-esports-vs-funplus-phoenix-vct-2025-china-stage-2-w1
FunPlus Phoenix,FPX,2,Bo3,A,win,"[['Sunset', 13, 6, 7], ['Corrode', 13, 10, 3]]",26,16,10,VCT 2025: China Stage 2,Group Stage: Week 1,"['FPX Autumn', 'FPX BerLIN', 'FPX AAAAY', 'FPX yosemite', 'FPX Life']",Lotus,Icebox,Sunset,Bind,-,Sunset,Corrode,-,-,-,https://www.vlr.gg/506933/wolves-esports-vs-funplus-phoenix-vct-2025-china-stage-2-w1
Dragon Ranger Gaming,DRG,2,Bo3,A,win,"[['Lotus', 8, 6, 2], ['Icebox', 14, 8, 4], ['Ascent', 5, 5, 0]]",27,19,6,VCT 2025: China Stage 2,Group Stage: Week 1,"['DRG Akeman', 'DRG SpiritZ1', 'DRG vo0kashu', 'DRG Flex1n', 'DRG Nicc']",Corrode,Haven,Lotus,Ascent,-,Lotus,Icebox,Ascent,-,-,https://www.vlr.gg/506934/dragon-ranger-gaming-vs-nova-esports-vct-2025-china-stage-2-w1
Nova Esports,NOVA,1,Bo3,B,loss,"[['Lotus', 13, 7, 6], ['Icebox', 12, 8, 4], ['Ascent', 13, 6, 7]]",38,21,17,VCT 2025: China Stage 2,Group Stage: Week 1,"['NOVA SWERL', 'NOVA cb', 'NOVA Ezeir', 'NOVA GuanG', 'NOVA monk']",Bind,Sunset,Icebox,Ascent,-,Lotus,Icebox,Ascent,-,-,https://www.vlr.gg/506934/dragon-ranger-gaming-vs-nova-esports-vct-2025-china-stage-2-w1
JDG Esports,JDG,1,Bo3,A,loss,"[['Icebox', 13, 6, 7], ['Lotus', 4, 0, 4], ['Haven', 13, 3, 10]]",30,9,21,VCT 2025: China Stage 2,Group Stage: Week 1,"['JDG stew', 'JDG kklin', 'JDG Z1yan', 'JDG jkuro', 'JDG Babyblue']",Bind,Sunset,Icebox,Haven,-,Icebox,Lotus,Haven,-,-,https://www.vlr.gg/506935/jdg-esports-vs-trace-esports-vct-2025-china-stage-2-w1
Trace Esports,TE,2,Bo3,B,win,"[['Icebox', 7, 1, 6], ['Lotus', 13, 8, 5], ['Haven', 4, 2, 2]]",24,11,13,VCT 2025: China Stage 2,Group Stage: Week 1,"['TE MarT1n', 'TE Kai', 'TE FengF', 'TE LuoK1ng', 'TE Biank']",Corrode,Ascent,Lotus,Haven,-,Icebox,Lotus,Haven,-,-,https://www.vlr.gg/506935/jdg-esports-vs-trace-esports-vct-2025-china-stage-2-w1
Trace Esports,TE,0,Bo3,B,loss,"[['Corrode', 7, 4, 3], ['Bind', 10, 4, 6]]",17,8,9,VCT 2025: China Stage 2,Group Stage: Week 2,"['TE Kai', 'TE FengF', 'TE MarT1n', 'TE Biank', 'TE LuoK1ng']",Icebox,Lotus,Bind,Haven,-,Corrode,Bind,-,-,-,https://www.vlr.gg/506936/trace-esports-vs-tyloo-vct-2025-china-stage-2-w2
TYLOO,TYL,2,Bo3,A,win,"[['Corrode', 13, 5, 8], ['Bind', 13, 5, 8]]",26,10,16,VCT 2025: China Stage 2,Group Stage: Week 2,"['TYL slowly', 'TYL Scales', 'TYL Yoyo', 'TYL sword9', 'TYL Ninebody']",Sunset,Ascent,Corrode,Haven,-,Corrode,Bind,-,-,-,https://www.vlr.gg/506936/trace-esports-vs-tyloo-vct-2025-china-stage-2-w2
FunPlus Phoenix,FPX,2,Bo3,B,win,"[['Haven', 6, 2, 4], ['Ascent', 13, 6, 7], ['Bind', 13, 3, 10]]",32,11,21,VCT 2025: China Stage 2,Group Stage: Week 2,"['FPX Life', 'FPX AAAAY', 'FPX yosemite', 'FPX Autumn', 'FPX BerLIN']",Icebox,Lotus,Ascent,Bind,-,Haven,Ascent,Bind,-,-,https://www.vlr.gg/506937/funplus-phoenix-vs-nova-esports-vct-2025-china-stage-2-w2
Nova Esports,NOVA,1,Bo3,A,loss,"[['Haven', 13, 8, 5], ['Ascent', 8, 2, 6], ['Bind', 6, 2, 4]]",27,12,15,VCT 2025: China Stage 2,Group Stage: Week 2,"['NOVA Ezeir', 'NOVA GuanG', 'NOVA monk', 'NOVA SWERL', 'NOVA cb']",Sunset,Corrode,Haven,Bind,-,Haven,Ascent,Bind,-,-,https://www.vlr.gg/506937/funplus-phoenix-vs-nova-esports-vct-2025-china-stage-2-w2
All Gamers,AG,2,Bo3,B,win,"[['Bind', 13, 3, 10], ['Corrode', 13, 9, 4]]",26,12,14,VCT 2025: China Stage 2,Group Stage: Week 2,"['AG K1ra', 'AG Shr1mp', 'AG Spitfires', 'AG HanChe', 'AG deLb']",Ascent,Icebox,Corrode,Haven,-,Bind,Corrode,-,-,-,https://www.vlr.gg/506938/all-gamers-vs-wolves-esports-vct-2025-china-stage-2-w2
Wolves Esports,WOL,0,Bo3,A,loss,"[['Bind', 2, 2, 0], ['Corrode', 4, 1, 3]]",6,3,3,VCT 2025: China Stage 2,Group Stage: Week 2,"['WOL Spring', 'WOL Lysoar', 'WOL SiuFatBB', 'WOL Juicy', 'WOL Yuicaw']",Sunset,Lotus,Bind,Haven,-,Bind,Corrode,-,-,-,https://www.vlr.gg/506938/all-gamers-vs-wolves-esports-vct-2025-china-stage-2-w2
JDG Esports,JDG,1,Bo3,B,loss,"[['Sunset', 7, 5, 2], ['Ascent', 15, 4, 8], ['Icebox', 4, 0, 4]]",26,9,14,VCT 2025: China Stage 2,Group Stage: Week 2,"['JDG stew', 'JDG Z1yan', 'JDG jkuro', 'JDG kklin', 'JDG Babyblue']",Bind,Lotus,Ascent,Icebox,-,Sunset,Ascent,Icebox,-,-,https://www.vlr.gg/506939/jdg-esports-vs-bilibili-gaming-vct-2025-china-stage-2-w2
Bilibili Gaming,BLG,2,Bo3,A,win,"[['Sunset', 13, 10, 3], ['Ascent', 13, 4, 8], ['Icebox', 13, 8, 5]]",39,22,16,VCT 2025: China Stage 2,Group Stage: Week 2,"['BLG Knight', 'BLG rushia', 'BLG nephh', 'BLG whzy', 'BLG Levius']",Corrode,Haven,Sunset,Icebox,-,Sunset,Ascent,Icebox,-,-,https://www.vlr.gg/506939/jdg-esports-vs-bilibili-gaming-vct-2025-china-stage-2-w2
TYLOO,TYL,2,Bo3,A,win,"[['Haven', 2, 2, 0], ['Lotus', 10, 5, 5]]",12,7,5,VCT 2025: China Stage 2,Group Stage: Week 2,"['TYL Scales', 'TYL sword9', 'TYL Ninebody', 'TYL Yoyo', 'TYL slowly']",Sunset,Ascent,Haven,Icebox,-,Haven,Lotus,-,-,-,https://www.vlr.gg/506940/tyloo-vs-titan-esports-club-vct-2025-china-stage-2-w2
Titan Esports Club,TEC,0,Bo3,B,loss,"[['Haven', 13, 3, 10], ['Lotus', 13, 6, 7]]",26,9,17,VCT 2025: China Stage 2,Group Stage: Week 2,"['TEC lucas', 'TEC Coco', 'TEC Haodong', 'TEC Abo', 'TEC TvirusLuke']",Corrode,Bind,Lotus,Icebox,-,Haven,Lotus,-,-,-,https://www.vlr.gg/506940/tyloo-vs-titan-esports-club-vct-2025-china-stage-2-w2
Trace Esports,TE,2,Bo3,B,win,"[['Sunset', 13, 7, 6], ['Bind', 11, 6, 5], ['Icebox', 13, 4, 9]]",37,17,20,VCT 2025: China Stage 2,Group Stage: Week 2,"['TE LuoK1ng', 'TE Kai', 'TE MarT1n', 'TE FengF', 'TE Biank']",Corrode,Lotus,Bind,Icebox,-,Sunset,Bind,Icebox,-,-,https://www.vlr.gg/506941/trace-esports-vs-edward-gaming-vct-2025-china-stage-2-w2
EDward Gaming,EDG,1,Bo3,A,loss,"[['Sunset', 8, 3, 5], ['Bind', 13, 7, 6], ['Icebox', 3, 3, 0]]",24,13,11,VCT 2025: China Stage 2,Group Stage: Week 2,"['EDG nobody', 'EDG Smoggy', 'EDG ZmjjKK', 'EDG CHICHOO', 'EDG zjc']",Haven,Ascent,Sunset,Icebox,-,Sunset,Bind,Icebox,-,-,https://www.vlr.gg/506941/trace-esports-vs-edward-gaming-vct-2025-china-stage-2-w2
Dragon Ranger Gaming,DRG,2,Bo3,A,win,"[['Lotus', 13, 4, 9], ['Corrode', 7, 4, 3], ['Sunset', 10, 7, 3]]",30,15,15,VCT 2025: China Stage 2,Group Stage: Week 2,"['DRG vo0kashu', 'DRG Nicc', 'DRG Flex1n', 'DRG Akeman', 'DRG SpiritZ1']",Bind,Haven,Lotus,Sunset,-,Lotus,Corrode,Sunset,-,-,https://www.vlr.gg/506942/dragon-ranger-gaming-vs-all-gamers-vct-2025-china-stage-2-w2
All Gamers,AG,1,Bo3,B,loss,"[['Lotus', 5, 3, 2], ['Corrode', 13, 9, 4], ['Sunset', 13, 8, 5]]",31,20,11,VCT 2025: China Stage 2,Group Stage: Week 2,"['AG Shr1mp', 'AG deLb', 'AG K1ra', 'AG HanChe', 'AG Spitfires']",Ascent,Icebox,Corrode,Sunset,-,Lotus,Corrode,Sunset,-,-,https://www.vlr.gg/506942/dragon-ranger-gaming-vs-all-gamers-vct-2025-china-stage-2-w2
Xi Lai Gaming,XLG,2,Bo3,A,win,"[['Haven', 9, 3, 6], ['Lotus', 8, 3, 5]]",17,6,11,VCT 2025: China Stage 2,Group Stage: Week 2,"['XLG NoMan', 'XLG happywei', 'XLG Rarga', 'XLG coconut', 'XLG Viva']",Icebox,Corrode,Haven,Bind,-,Haven,Lotus,-,-,-,https://www.vlr.gg/506943/xi-lai-gaming-vs-wolves-esports-vct-2025-china-stage-2-w2
Wolves Esports,WOL,0,Bo3,B,loss,"[['Haven', 13, 6, 7], ['Lotus', 13, 7, 6]]",26,13,13,VCT 2025: China Stage 2,Group Stage: Week 2,"['WOL Juicy', 'WOL Lysoar', 'WOL Spring', 'WOL SiuFatBB', 'WOL Yuicaw']",Sunset,Ascent,Lotus,Bind,-,Haven,Lotus,-,-,-,https://www.vlr.gg/506943/xi-lai-gaming-vs-wolves-esports-vct-2025-china-stage-2-w2
